upsell_id,customer_id,upsell_date,from_plan,to_plan,add_on,add_on_revenue,sales_rep,country
U00388,C02158,2024-05-20,enterprise,enterprise,audit_add_on,454,SR05,SE
U00389,C01769,2024-05-05,basic,premium,,2503,SR07,SE
U00390,C01885,2024-05-22,premium,enterprise,,3155,SR10,SE
U00391,C02120,2024-06-01,basic,premium,,1323,SR01,SE
U00392,C01887,2024-06-04,basic,premium,,1453,SR07,SE
U00393,C02178,2024-06-24,basic,premium,,1095,SR08,SE
U00394,C02175,2024-06-08,enterprise,enterprise,bookkeeping_add_on,850,SR11,SE
U00395,C01902,2024-06-23,premium,enterprise,,3467,SR01,SE
U00396,C01824,2024-06-07,basic,premium,,696,SR03,SE
U00397,C02133,2024-07-17,basic,premium,,2080,SR05,SE
U00398,C01911,2024-07-27,basic,premium,,3472,SR02,SE
U00399,C01711,2024-07-11,basic,premium,,1899,SR04,SE
U00400,C01736,2024-07-01,premium,enterprise,,2733,SR12,SE
U00401,C01634,2024-07-02,basic,basic,audit_add_on,442,SR04,SE
U00402,C02169,2024-07-26,basic,basic,audit_add_on,805,SR10,SE
U00403,C01823,2024-08-11,basic,basic,audit_add_on,546,SR03,SE
U00404,C02168,2024-08-12,premium,premium,bookkeeping_add_on,265,SR05,SE
U00405,C02272,2024-08-23,premium,enterprise,,3266,SR05,SE
U00406,C02195,2024-08-26,premium,premium,bookkeeping_add_on,681,SR10,SE
U00407,C01940,2024-08-23,basic,premium,,2033,SR05,SE
U00408,C01895,2024-08-11,premium,enterprise,,2357,SR04,SE
U00409,C02017,2024-09-10,premium,enterprise,,1917,SR05,SE
U00410,C01796,2024-09-21,premium,enterprise,,1233,SR03,SE
U00411,C01869,2024-09-27,premium,enterprise,,624,SR04,SE
U00412,C01681,2024-09-06,premium,enterprise,,883,SR03,SE
U00413,C01785,2024-09-04,premium,premium,tax_advisory_add_on,527,SR08,SE
U00414,C02140,2024-09-19,premium,enterprise,,505,SR05,SE
U00415,C01842,2024-10-07,premium,enterprise,,938,SR02,SE
U00416,C02030,2024-10-21,premium,premium,tax_advisory_add_on,878,SR09,SE
U00417,C02267,2024-10-06,basic,premium,,2369,SR02,SE
U00418,C02253,2024-10-22,basic,premium,,622,SR12,SE
U00419,C01898,2024-10-24,premium,premium,audit_add_on,729,SR11,SE
U00420,C01893,2024-10-03,premium,premium,payroll_add_on,771,SR03,SE
U00421,C01915,2024-11-12,basic,premium,,2172,SR11,SE
U00422,C01672,2024-11-17,premium,enterprise,,714,SR10,SE
U00423,C02065,2024-11-13,premium,premium,bookkeeping_add_on,753,SR06,SE
U00424,C01723,2024-11-27,basic,premium,,1968,SR11,SE
U00425,C02036,2024-11-26,premium,enterprise,,574,SR12,SE
U00426,C01663,2024-11-13,enterprise,enterprise,bookkeeping_add_on,609,SR06,SE
U00427,C02149,2024-12-26,basic,premium,,1019,SR10,SE
U00428,C01936,2024-12-05,basic,basic,bookkeeping_add_on,714,SR04,SE
U00429,C02176,2024-12-26,premium,enterprise,,2062,SR11,SE
U00430,C01691,2024-12-01,premium,enterprise,,2077,SR12,SE
U00431,C01651,2024-12-10,premium,premium,bookkeeping_add_on,630,SR02,SE
U00432,C01959,2024-12-26,premium,premium,bookkeeping_add_on,845,SR09,SE
U00433,C02560,2023-01-07,enterprise,enterprise,audit_add_on,345,SR08,DE
U00434,C02584,2023-01-01,premium,enterprise,,3015,SR05,DE
U00435,C02605,2023-01-13,enterprise,enterprise,bookkeeping_add_on,662,SR03,DE
U00436,C02515,2023-01-07,enterprise,enterprise,bookkeeping_add_on,579,SR11,DE
U00437,C02525,2023-01-10,premium,enterprise,,3495,SR05,DE
U00438,C02389,2023-01-19,premium,enterprise,,2383,SR12,DE
U00439,C02587,2023-02-18,premium,enterprise,,3444,SR09,DE
U00440,C02421,2023-02-18,enterprise,enterprise,bookkeeping_add_on,845,SR07,DE
U00441,C02590,2023-02-19,premium,enterprise,,2192,SR12,DE
U00442,C02398,2023-02-23,enterprise,enterprise,bookkeeping_add_on,820,SR07,DE
U00443,C02432,2023-02-25,basic,premium,,1778,SR09,DE
U00444,C02606,2023-02-14,premium,enterprise,,1459,SR08,DE
U00445,C02469,2023-03-27,basic,premium,,2752,SR12,DE
U00446,C02442,2023-03-27,premium,premium,payroll_add_on,677,SR08,DE
U00447,C02503,2023-03-15,basic,premium,,1081,SR12,DE
U00448,C02414,2023-03-28,enterprise,enterprise,audit_add_on,868,SR03,DE
U00449,C02545,2023-03-02,basic,premium,,1540,SR01,DE
U00450,C02524,2023-03-03,premium,premium,audit_add_on,539,SR05,DE
U00451,C02606,2023-04-01,basic,basic,tax_advisory_add_on,483,SR03,DE
U00452,C02443,2023-04-05,basic,premium,,1639,SR05,DE
U00453,C02580,2023-04-08,premium,enterprise,,2802,SR11,DE
U00454,C02449,2023-04-22,premium,premium,tax_advisory_add_on,824,SR04,DE
U00455,C02689,2023-04-02,premium,enterprise,,2727,SR03,DE
U00456,C02683,2023-04-22,premium,enterprise,,1221,SR06,DE
U00457,C02464,2023-05-11,premium,enterprise,,1105,SR07,DE
U00458,C02574,2023-05-01,enterprise,enterprise,tax_advisory_add_on,708,SR10,DE
U00459,C02380,2023-05-15,basic,basic,tax_advisory_add_on,836,SR09,DE
U00460,C02525,2023-05-02,premium,premium,payroll_add_on,864,SR10,DE
U00461,C02659,2023-05-25,premium,premium,tax_advisory_add_on,631,SR05,DE
U00462,C02639,2023-05-17,enterprise,enterprise,audit_add_on,631,SR12,DE
U00463,C02606,2023-06-03,enterprise,enterprise,tax_advisory_add_on,441,SR03,DE
U00464,C02515,2023-06-11,enterprise,enterprise,tax_advisory_add_on,324,SR02,DE
U00465,C02575,2023-06-14,premium,enterprise,,552,SR06,DE
U00466,C02660,2023-06-15,basic,basic,audit_add_on,427,SR06,DE
U00467,C02599,2023-06-03,basic,premium,,2711,SR05,DE
U00468,C02629,2023-06-21,premium,enterprise,,2084,SR08,DE
U00469,C02467,2023-07-04,basic,basic,audit_add_on,448,SR12,DE
U00470,C02768,2023-07-13,premium,enterprise,,2572,SR01,DE
U00471,C02622,2023-07-18,enterprise,enterprise,payroll_add_on,275,SR11,DE
U00472,C02544,2023-07-19,basic,premium,,620,SR03,DE
U00473,C02563,2023-07-19,premium,enterprise,,2299,SR11,DE
U00474,C02459,2023-07-02,basic,premium,,2938,SR08,DE
U00475,C02425,2023-08-15,enterprise,enterprise,bookkeeping_add_on,442,SR02,DE
U00476,C02727,2023-08-06,basic,premium,,2904,SR12,DE
U00477,C02713,2023-08-27,enterprise,enterprise,payroll_add_on,255,SR05,DE
U00478,C02386,2023-08-08,premium,enterprise,,2421,SR05,DE
U00479,C02538,2023-08-04,premium,enterprise,,1330,SR07,DE
U00480,C02497,2023-08-09,basic,premium,,2013,SR03,DE
U00481,C02765,2023-09-23,enterprise,enterprise,payroll_add_on,498,SR05,DE
U00482,C02813,2023-09-13,basic,basic,tax_advisory_add_on,808,SR08,DE
U00483,C02601,2023-09-11,enterprise,enterprise,payroll_add_on,274,SR09,DE
U00484,C02527,2023-09-26,basic,basic,tax_advisory_add_on,420,SR01,DE
U00485,C02656,2023-09-11,basic,premium,,1979,SR03,DE
U00486,C02504,2023-09-23,enterprise,enterprise,bookkeeping_add_on,770,SR08,DE
U00487,C02588,2023-10-26,premium,enterprise,,613,SR12,DE
U00488,C02826,2023-10-03,enterprise,enterprise,bookkeeping_add_on,297,SR11,DE
U00489,C02725,2023-10-07,premium,premium,tax_advisory_add_on,851,SR06,DE
U00490,C02627,2023-10-15,basic,premium,,2933,SR05,DE
U00491,C02659,2023-10-14,premium,premium,audit_add_on,535,SR04,DE
U00492,C02831,2023-10-10,basic,premium,,731,SR05,DE
U00493,C02545,2023-11-12,premium,enterprise,,1668,SR04,DE
U00494,C02682,2023-11-07,premium,enterprise,,2069,SR03,DE
U00495,C02869,2023-11-09,basic,premium,,2517,SR12,DE
U00496,C02584,2023-11-11,premium,enterprise,,1476,SR09,DE
U00497,C02639,2023-11-10,basic,premium,,3274,SR12,DE
U00498,C02646,2023-11-23,basic,premium,,1031,SR03,DE
U00499,C02570,2023-12-10,premium,enterprise,,3005,SR03,DE
U00500,C02548,2023-12-08,basic,premium,,3071,SR06,DE
U00501,C02481,2023-12-20,enterprise,enterprise,bookkeeping_add_on,336,SR05,DE
U00502,C02643,2023-12-23,basic,basic,payroll_add_on,784,SR01,DE
U00503,C02665,2023-12-01,basic,basic,payroll_add_on,735,SR05,DE
U00504,C02401,2023-12-15,basic,basic,tax_advisory_add_on,404,SR11,DE
U00505,C02513,2024-01-04,basic,premium,,2183,SR09,DE
U00506,C02775,2024-01-06,basic,basic,bookkeeping_add_on,630,SR05,DE
U00507,C02850,2024-01-04,enterprise,enterprise,tax_advisory_add_on,487,SR01,DE
U00508,C02669,2024-01-24,enterprise,enterprise,payroll_add_on,288,SR10,DE
U00509,C02810,2024-01-05,basic,premium,,1746,SR02,DE
U00510,C02733,2024-01-22,premium,enterprise,,3242,SR03,DE
U00511,C02918,2024-02-12,premium,premium,tax_advisory_add_on,701,SR09,DE
U00512,C02845,2024-02-07,premium,enterprise,,1514,SR03,DE
U00513,C02502,2024-02-22,basic,premium,,3258,SR03,DE
U00514,C02736,2024-02-01,premium,enterprise,,2970,SR12,DE
U00515,C02404,2024-02-11,basic,premium,,2360,SR02,DE
U00516,C02942,2024-02-20,basic,premium,,1904,SR05,DE
U00517,C02647,2024-03-15,basic,premium,,1536,SR02,DE
U00518,C02470,2024-03-11,basic,premium,,1990,SR12,DE
U00519,C02797,2024-03-05,premium,premium,tax_advisory_add_on,457,SR01,DE
U00520,C02393,2024-03-04,premium,premium,audit_add_on,719,SR10,DE
U00521,C02624,2024-03-04,basic,premium,,1073,SR01,DE
U00522,C02932,2024-03-05,basic,basic,bookkeeping_add_on,682,SR09,DE
U00523,C02539,2024-04-15,premium,enterprise,,1796,SR10,DE
U00524,C02526,2024-04-19,basic,premium,,2044,SR10,DE
U00525,C02412,2024-04-03,premium,enterprise,,2368,SR09,DE
U00526,C02846,2024-04-07,basic,premium,,2623,SR09,DE
U00527,C02417,2024-04-05,basic,basic,audit_add_on,553,SR01,DE
U00528,C02794,2024-04-03,basic,basic,bookkeeping_add_on,709,SR05,DE
U00529,C02438,2024-05-02,basic,premium,,1938,SR07,DE
U00530,C02566,2024-05-01,premium,enterprise,,774,SR05,DE
U00531,C02965,2024-05-09,premium,enterprise,,1662,SR06,DE
U00532,C02548,2024-05-14,premium,enterprise,,2472,SR08,DE
U00533,C02433,2024-05-28,premium,enterprise,,2376,SR08,DE
U00534,C02728,2024-05-05,premium,premium,payroll_add_on,436,SR10,DE
U00535,C02811,2024-06-20,premium,enterprise,,2559,SR03,DE
U00536,C02766,2024-06-28,premium,enterprise,,527,SR08,DE
U00537,C02381,2024-06-05,basic,premium,,1991,SR09,DE
U00538,C02978,2024-06-08,basic,basic,audit_add_on,466,SR02,DE
U00539,C02880,2024-06-20,enterprise,enterprise,payroll_add_on,391,SR12,DE
U00540,C02898,2024-06-16,basic,basic,audit_add_on,819,SR05,DE
U00541,C02565,2024-07-18,enterprise,enterprise,audit_add_on,801,SR04,DE
U00542,C02973,2024-07-25,basic,premium,,724,SR08,DE
U00543,C02425,2024-07-19,basic,basic,audit_add_on,496,SR07,DE
U00544,C02577,2024-07-21,premium,enterprise,,1188,SR06,DE
U00545,C02754,2024-07-04,premium,enterprise,,2790,SR12,DE
U00546,C02819,2024-07-10,enterprise,enterprise,bookkeeping_add_on,894,SR08,DE
U00547,C02690,2024-08-04,premium,premium,payroll_add_on,356,SR04,DE
U00548,C03045,2024-08-22,enterprise,enterprise,bookkeeping_add_on,343,SR07,DE
U00549,C02378,2024-08-04,premium,premium,audit_add_on,522,SR06,DE
U00550,C02513,2024-08-08,premium,enterprise,,2244,SR11,DE
U00551,C02757,2024-08-07,basic,basic,audit_add_on,456,SR02,DE
U00552,C02689,2024-08-10,premium,premium,bookkeeping_add_on,689,SR09,DE
U00553,C02717,2024-09-24,premium,premium,tax_advisory_add_on,345,SR04,DE
U00554,C03101,2024-09-19,premium,enterprise,,1322,SR01,DE
U00555,C02385,2024-09-07,basic,premium,,1959,SR05,DE
U00556,C02878,2024-09-28,basic,basic,tax_advisory_add_on,895,SR01,DE
U00557,C02645,2024-09-20,basic,premium,,712,SR03,DE
U00558,C02610,2024-09-16,basic,premium,,2056,SR06,DE
U00559,C02418,2024-10-09,premium,enterprise,,2439,SR02,DE
U00560,C02551,2024-10-24,basic,basic,payroll_add_on,504,SR05,DE
U00561,C02707,2024-10-20,premium,enterprise,,3273,SR08,DE
U00562,C03098,2024-10-03,premium,enterprise,,2084,SR10,DE
U00563,C02932,2024-10-20,premium,enterprise,,2803,SR03,DE
U00564,C02794,2024-10-11,premium,enterprise,,726,SR02,DE
U00565,C02494,2024-11-16,basic,premium,,2415,SR05,DE
U00566,C02946,2024-11-26,premium,premium,tax_advisory_add_on,337,SR06,DE
U00567,C02958,2024-11-13,basic,premium,,2117,SR01,DE
U00568,C02579,2024-11-14,enterprise,enterprise,payroll_add_on,336,SR02,DE
U00569,C02933,2024-11-06,basic,premium,,2779,SR09,DE
U00570,C02627,2024-11-15,premium,premium,payroll_add_on,780,SR06,DE
U00571,C02663,2024-12-04,basic,basic,audit_add_on,444,SR07,DE
U00572,C02582,2024-12-23,basic,premium,,2008,SR04,DE
U00573,C03054,2024-12-20,basic,basic,tax_advisory_add_on,693,SR06,DE
U00574,C02389,2024-12-17,basic,basic,audit_add_on,254,SR10,DE
U00575,C02919,2024-12-26,basic,premium,,1639,SR02,DE
U00576,C02988,2024-12-18,premium,enterprise,,1700,SR11,DE
U00577,C03212,2023-01-22,basic,premium,,2189,SR05,NL
U00578,C03240,2023-01-24,basic,basic,audit_add_on,314,SR01,NL
U00579,C03288,2023-01-07,basic,basic,audit_add_on,720,SR12,NL
U00580,C03368,2023-01-14,basic,basic,payroll_add_on,596,SR08,NL
U00581,C03281,2023-01-21,premium,enterprise,,1845,SR03,NL
U00582,C03255,2023-01-02,premium,enterprise,,2669,SR03,NL
U00583,C03318,2023-02-15,premium,premium,tax_advisory_add_on,560,SR07,NL
U00584,C03225,2023-02-11,premium,premium,payroll_add_on,284,SR12,NL
U00585,C03327,2023-02-14,enterprise,enterprise,bookkeeping_add_on,807,SR10,NL
U00586,C03322,2023-02-22,premium,enterprise,,2543,SR10,NL
U00587,C03443,2023-02-03,premium,premium,tax_advisory_add_on,640,SR07,NL
U00588,C03294,2023-02-01,premium,enterprise,,2206,SR11,NL
U00589,C03285,2023-03-22,premium,enterprise,,448,SR01,NL
U00590,C03320,2023-03-17,basic,premium,,1466,SR12,NL
U00591,C03194,2023-03-19,basic,basic,tax_advisory_add_on,863,SR06,NL
U00592,C03459,2023-03-28,basic,basic,audit_add_on,333,SR05,NL
U00593,C03400,2023-03-07,basic,basic,audit_add_on,254,SR05,NL
U00594,C03312,2023-03-17,premium,enterprise,,1168,SR11,NL
U00595,C03518,2023-04-28,basic,basic,tax_advisory_add_on,726,SR05,NL
U00596,C03419,2023-04-19,basic,basic,audit_add_on,631,SR04,NL
U00597,C03253,2023-04-23,enterprise,enterprise,payroll_add_on,892,SR09,NL
U00598,C03391,2023-04-26,premium,enterprise,,2076,SR05,NL
U00599,C03353,2023-04-14,enterprise,enterprise,audit_add_on,387,SR02,NL
U00600,C03270,2023-04-13,premium,enterprise,,1452,SR08,NL
U00601,C03292,2023-05-21,basic,basic,payroll_add_on,410,SR10,NL
U00602,C03399,2023-05-27,enterprise,enterprise,bookkeeping_add_on,779,SR10,NL
U00603,C03373,2023-05-17,premium,enterprise,,2180,SR06,NL
U00604,C03187,2023-05-11,premium,enterprise,,1314,SR04,NL
U00605,C03406,2023-05-10,premium,enterprise,,3220,SR04,NL
U00606,C03183,2023-05-01,basic,premium,,3100,SR01,NL
U00607,C03509,2023-06-20,premium,enterprise,,1825,SR07,NL
U00608,C03266,2023-06-16,basic,premium,,2874,SR07,NL
U00609,C03534,2023-06-17,premium,premium,payroll_add_on,323,SR03,NL
U00610,C03228,2023-06-25,premium,enterprise,,1512,SR05,NL
U00611,C03184,2023-06-05,basic,premium,,2120,SR03,NL
U00612,C03412,2023-06-18,enterprise,enterprise,tax_advisory_add_on,819,SR08,NL
U00613,C03429,2023-07-16,premium,enterprise,,2577,SR04,NL
U00614,C03385,2023-07-12,premium,enterprise,,1592,SR04,NL
U00615,C03362,2023-07-09,premium,enterprise,,1343,SR08,NL
U00616,C03383,2023-07-10,premium,premium,audit_add_on,299,SR07,NL
U00617,C03525,2023-07-11,basic,premium,,1751,SR10,NL
U00618,C03444,2023-07-21,premium,enterprise,,1033,SR10,NL
U00619,C03415,2023-08-17,basic,premium,,726,SR12,NL
U00620,C03367,2023-08-13,premium,enterprise,,2012,SR11,NL
U00621,C03515,2023-08-16,basic,basic,bookkeeping_add_on,669,SR11,NL
U00622,C03460,2023-08-07,enterprise,enterprise,payroll_add_on,623,SR03,NL
U00623,C03506,2023-08-11,enterprise,enterprise,payroll_add_on,729,SR07,NL
U00624,C03240,2023-08-13,basic,basic,tax_advisory_add_on,269,SR08,NL
U00625,C03241,2023-09-07,basic,basic,audit_add_on,726,SR07,NL
U00626,C03339,2023-09-25,basic,premium,,951,SR06,NL
U00627,C03250,2023-09-18,basic,premium,,1930,SR04,NL
U00628,C03219,2023-09-09,basic,basic,audit_add_on,336,SR10,NL
U00629,C03277,2023-09-20,basic,basic,payroll_add_on,543,SR07,NL
U00630,C03310,2023-09-20,premium,premium,payroll_add_on,841,SR05,NL
U00631,C03574,2023-10-27,premium,enterprise,,1574,SR10,NL
U00632,C03263,2023-10-06,basic,basic,bookkeeping_add_on,289,SR02,NL
U00633,C03461,2023-10-18,premium,premium,audit_add_on,636,SR11,NL
U00634,C03554,2023-10-22,basic,basic,tax_advisory_add_on,872,SR02,NL
U00635,C03554,2023-10-23,premium,enterprise,,3321,SR08,NL
U00636,C03607,2023-10-03,enterprise,enterprise,payroll_add_on,653,SR10,NL
U00637,C03522,2023-11-25,premium,premium,audit_add_on,814,SR12,NL
U00638,C03243,2023-11-02,basic,premium,,2814,SR08,NL
U00639,C03467,2023-11-27,premium,enterprise,,2547,SR06,NL
U00640,C03170,2023-11-22,premium,enterprise,,2757,SR11,NL
U00641,C03350,2023-11-07,basic,premium,,1673,SR02,NL
U00642,C03502,2023-11-06,premium,enterprise,,2922,SR10,NL
U00643,C03234,2023-12-04,enterprise,enterprise,payroll_add_on,719,SR07,NL
U00644,C03413,2023-12-03,basic,premium,,819,SR11,NL
U00645,C03371,2023-12-28,basic,basic,tax_advisory_add_on,704,SR06,NL
U00646,C03280,2023-12-12,premium,premium,bookkeeping_add_on,626,SR03,NL
U00647,C03409,2023-12-15,basic,basic,tax_advisory_add_on,629,SR11,NL
U00648,C03623,2023-12-17,basic,basic,bookkeeping_add_on,879,SR11,NL
U00649,C03539,2024-01-15,premium,enterprise,,847,SR07,NL
U00650,C03620,2024-01-16,basic,premium,,2473,SR09,NL
U00651,C03566,2024-01-10,basic,premium,,1791,SR08,NL
U00652,C03558,2024-01-06,basic,basic,audit_add_on,563,SR11,NL
U00653,C03663,2024-01-03,enterprise,enterprise,tax_advisory_add_on,753,SR02,NL
U00654,C03368,2024-01-02,enterprise,enterprise,audit_add_on,311,SR08,NL
U00655,C03724,2024-02-18,basic,premium,,908,SR10,NL
U00656,C03236,2024-02-22,premium,enterprise,,2328,SR08,NL
U00657,C03413,2024-02-19,premium,enterprise,,2511,SR09,NL
U00658,C03339,2024-02-16,premium,premium,audit_add_on,820,SR05,NL
U00659,C03596,2024-02-13,premium,enterprise,,770,SR09,NL
U00660,C03326,2024-02-12,basic,basic,audit_add_on,337,SR08,NL
U00661,C03299,2024-03-21,basic,basic,tax_advisory_add_on,587,SR09,NL
U00662,C03366,2024-03-03,basic,premium,,1541,SR07,NL
U00663,C03277,2024-03-21,basic,premium,,2831,SR12,NL
U00664,C03460,2024-03-11,enterprise,enterprise,payroll_add_on,466,SR06,NL
U00665,C03239,2024-03-03,enterprise,enterprise,bookkeeping_add_on,780,SR04,NL
U00666,C03686,2024-03-25,basic,premium,,3461,SR10,NL
U00667,C03688,2024-04-27,basic,basic,bookkeeping_add_on,871,SR08,NL
U00668,C03408,2024-04-05,enterprise,enterprise,audit_add_on,546,SR01,NL
U00669,C03250,2024-04-28,premium,premium,payroll_add_on,553,SR07,NL
U00670,C03717,2024-04-16,basic,premium,,2830,SR09,NL
U00671,C03783,2024-04-20,basic,premium,,3296,SR08,NL
U00672,C03693,2024-04-20,premium,enterprise,,2496,SR03,NL
U00673,C03483,2024-05-26,premium,enterprise,,912,SR12,NL
U00674,C03503,2024-05-21,basic,basic,payroll_add_on,727,SR03,NL
U00675,C03648,2024-05-07,premium,premium,payroll_add_on,497,SR02,NL
U00676,C03379,2024-05-01,enterprise,enterprise,payroll_add_on,445,SR06,NL
U00677,C03184,2024-05-24,basic,premium,,1193,SR09,NL
U00678,C03742,2024-05-11,premium,enterprise,,715,SR06,NL
U00679,C03636,2024-06-27,basic,premium,,583,SR08,NL
U00680,C03651,2024-06-25,basic,premium,,2504,SR02,NL
U00681,C03689,2024-06-13,premium,premium,bookkeeping_add_on,748,SR05,NL
U00682,C03286,2024-06-17,premium,enterprise,,1587,SR04,NL
U00683,C03433,2024-06-12,basic,premium,,1174,SR07,NL
U00684,C03392,2024-06-21,premium,enterprise,,2496,SR08,NL
U00685,C03459,2024-07-25,basic,premium,,939,SR08,NL
U00686,C03675,2024-07-04,basic,basic,tax_advisory_add_on,479,SR04,NL
U00687,C03325,2024-07-21,basic,basic,tax_advisory_add_on,332,SR10,NL
U00688,C03520,2024-07-15,premium,premium,bookkeeping_add_on,511,SR03,NL
U00689,C03601,2024-07-16,enterprise,enterprise,payroll_add_on,867,SR07,NL
U00690,C03681,2024-07-22,premium,enterprise,,1014,SR03,NL
U00691,C03621,2024-08-07,premium,enterprise,,1296,SR09,NL
U00692,C03606,2024-08-18,basic,basic,audit_add_on,287,SR07,NL
U00693,C03657,2024-08-16,basic,premium,,3239,SR09,NL
U00694,C03382,2024-08-14,premium,enterprise,,1318,SR09,NL
U00695,C03836,2024-08-07,premium,premium,bookkeeping_add_on,614,SR05,NL
U00696,C03824,2024-08-23,basic,basic,payroll_add_on,500,SR10,NL
U00697,C03585,2024-09-12,basic,premium,,2098,SR02,NL
U00698,C03265,2024-09-09,premium,enterprise,,3251,SR01,NL
U00699,C03815,2024-09-17,basic,basic,payroll_add_on,767,SR03,NL
U00700,C03219,2024-09-20,premium,enterprise,,2846,SR10,NL
U00701,C03533,2024-09-09,basic,premium,,1803,SR07,NL
U00702,C03559,2024-09-08,premium,enterprise,,1005,SR09,NL
U00703,C03308,2024-10-23,enterprise,enterprise,bookkeeping_add_on,772,SR02,NL
U00704,C03694,2024-10-05,basic,basic,audit_add_on,467,SR02,NL
U00705,C03230,2024-10-09,premium,enterprise,,2933,SR10,NL
U00706,C03371,2024-10-18,basic,premium,,1331,SR02,NL
U00707,C03894,2024-10-22,enterprise,enterprise,bookkeeping_add_on,674,SR09,NL
U00708,C03416,2024-10-01,basic,premium,,3083,SR09,NL
U00709,C03462,2024-11-20,premium,enterprise,,2759,SR06,NL
U00710,C03248,2024-11-21,premium,premium,payroll_add_on,252,SR12,NL
U00711,C03526,2024-11-25,basic,basic,payroll_add_on,771,SR04,NL
U00712,C03897,2024-11-26,premium,enterprise,,1472,SR06,NL
U00713,C03295,2024-11-23,basic,basic,payroll_add_on,523,SR05,NL
U00714,C03835,2024-11-20,premium,enterprise,,1553,SR01,NL
U00715,C03253,2024-12-04,basic,premium,,468,SR11,NL
U00716,C03909,2024-12-06,basic,premium,,1157,SR11,NL
U00717,C03599,2024-12-24,basic,basic,payroll_add_on,831,SR11,NL
U00718,C03185,2024-12-08,premium,premium,tax_advisory_add_on,386,SR06,NL
U00719,C03929,2024-12-04,basic,premium,,1156,SR09,NL
U00720,C03522,2024-12-26,basic,premium,,3291,SR03,NL
U00721,C03968,2023-01-18,basic,premium,,3451,SR03,US
U00722,C04123,2023-01-25,basic,premium,,1286,SR03,US
U00723,C04126,2023-01-18,basic,basic,audit_add_on,805,SR06,US
U00724,C04162,2023-01-22,enterprise,enterprise,payroll_add_on,825,SR08,US
U00725,C03991,2023-01-20,basic,premium,,3387,SR03,US
U00726,C03988,2023-01-08,premium,premium,payroll_add_on,251,SR01,US
U00727,C04066,2023-02-01,premium,enterprise,,2513,SR06,US
U00728,C04200,2023-02-05,basic,basic,bookkeeping_add_on,306,SR07,US
U00729,C04066,2023-02-12,basic,premium,,3433,SR06,US
U00730,C04020,2023-02-16,basic,premium,,2775,SR07,US
U00731,C04241,2023-02-11,basic,premium,,2852,SR11,US
U00732,C04147,2023-02-02,premium,enterprise,,802,SR03,US
U00733,C04213,2023-03-15,basic,basic,tax_advisory_add_on,405,SR05,US
U00734,C04164,2023-03-01,basic,basic,payroll_add_on,728,SR05,US
U00735,C04205,2023-03-05,premium,enterprise,,1630,SR07,US
U00736,C04114,2023-03-16,basic,premium,,962,SR08,US
U00737,C04072,2023-03-18,basic,basic,audit_add_on,371,SR11,US
U00738,C04171,2023-03-05,basic,premium,,2445,SR02,US
U00739,C03969,2023-04-22,basic,premium,,2357,SR07,US
U00740,C04156,2023-04-22,basic,premium,,3044,SR07,US
U00741,C04047,2023-04-04,basic,premium,,871,SR04,US
U00742,C04012,2023-04-27,basic,premium,,2459,SR05,US
U00743,C04277,2023-04-23,basic,basic,audit_add_on,418,SR09,US
U00744,C04198,2023-04-07,premium,premium,payroll_add_on,520,SR05,US
U00745,C03980,2023-05-25,basic,premium,,1586,SR05,US
U00746,C04243,2023-05-08,basic,premium,,3320,SR12,US
U00747,C04323,2023-05-27,basic,basic,audit_add_on,607,SR11,US
U00748,C04303,2023-05-27,premium,enterprise,,2622,SR03,US
U00749,C04322,2023-05-16,basic,basic,bookkeeping_add_on,894,SR12,US
U00750,C04067,2023-05-12,premium,enterprise,,2708,SR04,US
U00751,C04064,2023-06-10,basic,premium,,3299,SR03,US
U00752,C03974,2023-06-03,premium,enterprise,,2371,SR02,US
U00753,C04257,2023-06-28,premium,premium,audit_add_on,493,SR07,US
U00754,C04329,2023-06-08,basic,basic,tax_advisory_add_on,358,SR12,US
U00755,C04072,2023-06-21,premium,enterprise,,1025,SR08,US
U00756,C04017,2023-06-17,premium,enterprise,,2289,SR03,US
U00757,C04183,2023-07-07,enterprise,enterprise,tax_advisory_add_on,327,SR08,US
U00758,C04010,2023-07-10,basic,basic,tax_advisory_add_on,406,SR03,US
U00759,C04351,2023-07-01,premium,premium,audit_add_on,424,SR07,US
U00760,C04290,2023-07-15,enterprise,enterprise,bookkeeping_add_on,783,SR05,US
U00761,C04314,2023-07-17,basic,premium,,2530,SR07,US
U00762,C04013,2023-07-10,premium,premium,bookkeeping_add_on,377,SR07,US
U00763,C04172,2023-08-14,premium,enterprise,,2816,SR09,US
U00764,C04040,2023-08-21,basic,premium,,2548,SR04,US
U00765,C04077,2023-08-08,premium,enterprise,,2430,SR07,US
U00766,C04116,2023-08-24,basic,premium,,1261,SR12,US
U00767,C04286,2023-08-26,basic,premium,,2338,SR12,US
U00768,C04115,2023-08-11,premium,premium,payroll_add_on,887,SR09,US
U00769,C04218,2023-09-16,basic,basic,payroll_add_on,636,SR11,US
U00770,C04379,2023-09-13,basic,premium,,2835,SR07,US
U00771,C04213,2023-09-21,enterprise,enterprise,bookkeeping_add_on,276,SR06,US
U00772,C04165,2023-09-13,premium,premium,audit_add_on,798,SR12,US
U00773,C04336,2023-09-06,premium,enterprise,,711,SR01,US
U00774,C04386,2023-09-22,premium,premium,bookkeeping_add_on,798,SR01,US
