referring_partner_id,snapshot_date,leads_sent_count,conversion_rate_pct,avg_deal_size,cancellation_rate_pct,inquiry_response_latency_hours,churn_risk_score
R002,2024-06-25,5,51.78,22649.16,5.48,5.91,0.0
R002,2024-06-26,5,54.1,23713.86,11.57,8.58,2.07
R002,2024-06-27,4,54.78,26797.33,7.24,6.64,0.0
R002,2024-06-28,4,45.24,21814.57,14.84,6.8,4.65
R002,2024-06-29,6,52.52,22774.13,7.07,4.24,0.0
R002,2024-06-30,6,50.25,21138.51,10.92,5.6,0.64
R002,2024-07-01,6,44.62,22057.38,12.15,4.24,5.15
R002,2024-07-02,6,45.88,20242.93,12.24,8.91,6.7
R002,2024-07-03,6,42.64,21475.31,10.43,6.81,6.73
R002,2024-07-04,4,59.51,22619.86,14.94,5.5,0.0
R002,2024-07-05,6,56.02,23803.12,8.1,7.71,0.76
R002,2024-07-06,7,46.74,23742.63,5.16,8.44,5.31
R002,2024-07-07,4,65.82,24585.72,8.05,7.4,0.3
R002,2024-07-08,6,57.54,19781.02,14.23,6.88,0.0
R002,2024-07-09,4,53.06,23035.44,14.03,6.47,0.0
R002,2024-07-10,5,48.11,23035.47,12.44,8.79,4.74
R002,2024-07-11,5,45.39,24000.25,11.64,3.02,4.53
R002,2024-07-12,6,61.08,19172.24,12.58,7.41,0.31
R002,2024-07-13,5,53.64,23674.5,14.54,5.09,0.0
R002,2024-07-14,3,50.38,22456.34,11.34,8.14,1.97
R002,2024-07-15,5,45.38,21056.92,5.71,8.62,6.67
R002,2024-07-16,3,55.39,24550.33,12.76,8.22,1.55
R002,2024-07-17,3,50.25,24862.84,12.24,9.81,4.59
R002,2024-07-18,5,56.29,24823.72,11.66,6.14,0.0
R002,2024-07-19,4,58.06,24700.29,5.92,6.1,0.0
R002,2024-07-20,4,57.29,21610.15,13.88,5.85,0.0
R002,2024-07-21,4,52.22,22736.5,8.76,12.66,8.18
R002,2024-07-22,6,49.51,23432.36,10.79,9.63,4.87
R002,2024-07-23,6,47.39,23193.18,12.61,6.9,2.93
R002,2024-07-24,5,52.3,22486.28,7.38,8.54,2.01
R002,2024-07-25,4,48.86,23769.73,6.08,5.15,1.76
R002,2024-07-26,3,53.24,19079.92,6.81,6.65,0.03
R002,2024-07-27,5,54.6,20672.34,8.02,7.28,0.11
R002,2024-07-28,5,52.39,23265.35,13.19,8.36,1.74
R002,2024-07-29,5,50.72,23076.48,5.63,10.22,4.8
R002,2024-07-30,3,51.97,19279.49,8.84,10.7,5.27
R002,2024-07-31,4,56.62,23775.55,9.34,11.7,6.75
R002,2024-08-01,4,56.67,18988.86,8.79,9.37,3.24
R002,2024-08-02,5,54.84,21132.34,13.14,8.23,1.53
R002,2024-08-03,5,46.77,21460.91,9.51,4.56,3.43
R002,2024-08-04,5,58.1,20576.91,8.64,4.5,0.0
R002,2024-08-05,5,52.21,23046.35,7.26,7.94,1.1
R002,2024-08-06,3,41.87,18968.65,11.79,5.67,7.38
R002,2024-08-07,3,43.8,21027.69,12.25,5.79,5.83
R002,2024-08-08,5,54.44,21724.22,9.87,6.54,0.0
R002,2024-08-09,4,52.55,24688.1,10.0,6.81,0.0
R002,2024-08-10,5,48.56,24200.04,13.35,8.23,3.54
R002,2024-08-11,4,49.46,21263.48,5.4,5.13,1.28
R002,2024-08-12,4,51.15,23306.01,8.52,8.16,1.44
R002,2024-08-13,3,44.5,22840.37,13.86,6.87,5.27
R002,2024-08-14,4,55.13,22627.17,10.62,9.88,4.02
R002,2024-08-15,5,51.01,23487.54,12.56,7.56,0.57
R002,2024-08-16,4,52.12,20923.39,5.75,3.78,0.0
R002,2024-08-17,3,53.72,24085.76,13.88,7.07,0.03
R002,2024-08-18,7,59.31,19105.39,13.2,6.02,0.0
R002,2024-08-19,4,44.78,24762.08,12.58,10.38,9.79
R002,2024-08-20,5,55.53,21856.02,5.33,9.27,3.1
R002,2024-08-21,5,48.02,20815.47,7.18,5.99,2.43
R002,2024-08-22,4,46.84,23553.79,13.76,5.91,3.37
R002,2024-08-23,4,50.02,21778.75,13.36,10.24,5.37
R002,2024-08-24,5,47.17,20284.05,14.89,4.38,3.11
R002,2024-08-25,6,48.98,22657.16,11.35,3.9,1.66
R002,2024-08-26,5,51.28,23187.97,7.69,7.89,1.03
R002,2024-08-27,4,56.99,21301.6,10.16,3.16,0.0
R002,2024-08-28,6,50.16,20996.91,6.56,6.56,0.72
R002,2024-08-29,4,50.37,22659.58,8.32,2.97,0.55
R002,2024-08-30,5,43.24,21804.0,7.71,3.56,6.25
R002,2024-08-31,5,58.16,26042.85,14.6,8.19,1.48
R002,2024-09-01,5,51.15,24919.32,12.19,7.87,0.99
R002,2024-09-02,4,47.48,21410.49,7.81,5.24,2.86
R002,2024-09-03,4,54.59,24330.16,7.79,2.66,0.0
R002,2024-09-04,4,52.56,23293.14,11.61,7.94,1.1
R002,2024-09-05,4,44.17,25394.13,11.71,4.83,5.51
R002,2024-09-06,3,51.23,23959.09,8.48,1.62,0.03
R002,2024-09-07,6,54.86,22619.36,11.7,5.84,0.0
R002,2024-09-08,7,50.56,19240.89,9.08,2.77,0.4
R002,2024-09-09,4,44.78,26521.13,13.53,7.61,5.63
R002,2024-09-10,5,55.45,21031.17,5.2,5.67,0.0
R002,2024-09-11,4,49.88,20931.92,14.23,7.37,1.18
R002,2024-09-12,6,54.6,20753.51,9.82,8.76,2.34
R002,2024-09-13,2,45.95,19951.42,6.5,4.94,8.11
R002,2024-09-14,4,51.13,24073.99,13.62,4.81,0.0
R002,2024-09-15,5,54.55,20185.3,6.26,9.15,2.91
R002,2024-09-16,4,53.5,23839.86,9.94,8.32,1.68
R002,2024-09-17,5,40.94,21641.62,9.63,7.1,8.09
R002,2024-09-18,3,50.46,23589.8,11.52,4.83,0.5
R002,2024-09-19,5,51.92,25732.59,6.78,7.83,0.94
R002,2024-09-20,3,51.96,17534.59,5.78,5.71,0.03
R002,2024-09-21,4,48.06,21164.14,7.61,9.92,6.47
R002,2024-09-22,5,51.97,21927.54,13.79,7.39,0.28
R002,2024-09-23,6,44.52,21763.99,9.62,9.4,8.52
R002,2024-09-24,5,51.65,19410.57,8.35,6.44,0.0
R002,2024-09-25,6,51.78,22693.6,11.96,7.21,0.01
R002,2024-09-26,4,51.38,24368.95,11.96,7.95,1.13
R002,2024-09-27,4,53.26,22214.55,10.52,6.62,0.0
R002,2024-09-28,5,52.8,21792.75,12.43,3.81,0.0
R002,2024-09-29,5,47.29,21295.73,12.57,10.69,8.24
R002,2024-09-30,3,51.3,24745.32,7.05,10.24,4.58
R002,2024-10-01,6,48.33,20689.52,12.13,4.86,2.18
R002,2024-10-02,3,51.2,20315.94,11.61,2.04,0.03
R002,2024-10-03,4,48.4,23016.42,6.19,5.28,2.12
R002,2024-10-04,5,49.44,23056.62,12.43,8.07,2.6
R002,2024-10-05,5,42.93,20248.37,14.42,7.61,7.12
R002,2024-10-06,4,53.66,23570.13,11.14,8.09,1.33
R002,2024-10-07,4,53.58,24828.57,13.8,5.61,0.0
R002,2024-10-08,3,56.38,20692.22,13.65,6.46,0.03
R002,2024-10-09,6,52.55,23745.82,6.39,5.51,0.0
R002,2024-10-10,4,39.86,21141.95,8.3,6.68,8.96
R002,2024-10-11,5,59.2,24211.89,10.7,7.25,0.06
R002,2024-10-12,4,58.44,22518.17,13.68,9.1,2.84
R002,2024-10-13,4,48.33,23656.06,6.24,8.33,3.87
R002,2024-10-14,5,40.91,24518.59,5.33,7.57,8.67
R002,2024-10-15,6,58.74,23413.02,14.47,7.62,0.63
R002,2024-10-16,4,44.93,20305.73,9.06,8.34,6.6
R002,2024-10-17,4,48.34,23422.89,13.95,9.31,5.33
R002,2024-10-18,3,46.05,23676.49,13.72,5.91,4.03
R002,2024-10-19,3,52.28,22847.8,11.4,8.4,1.83
R002,2024-10-20,5,59.62,23558.87,10.08,1.3,0.0
R002,2024-10-21,6,40.33,21024.31,5.71,6.24,8.58
R002,2024-10-22,5,40.26,26317.26,6.64,8.2,10.13
R002,2024-10-23,7,58.37,21073.4,9.22,7.23,0.04
R002,2024-10-24,4,49.84,22528.43,9.04,5.48,0.97
R002,2024-10-25,3,53.03,22101.02,6.31,2.47,0.03
R002,2024-10-26,5,45.85,19269.24,13.23,5.58,4.16
R002,2024-10-27,5,43.68,20857.73,7.45,5.25,5.9
R002,2024-10-28,6,56.52,21606.56,5.59,5.35,0.0
R002,2024-10-29,5,51.54,24456.38,8.19,8.75,2.33
R002,2024-10-30,6,44.33,22592.83,9.5,8.91,7.93
R002,2024-10-31,4,52.05,25871.04,13.06,5.62,0.0
R002,2024-11-01,2,48.53,21866.54,8.12,7.13,6.05
R002,2024-11-02,5,59.33,20928.94,9.7,4.08,0.0
R002,2024-11-03,4,51.41,22913.54,13.64,7.46,0.38
R002,2024-11-04,5,47.87,19717.06,10.06,6.44,2.54
R002,2024-11-05,4,45.84,19376.59,7.75,7.93,5.25
R002,2024-11-06,6,51.28,21457.9,13.67,8.24,1.56
R002,2024-11-07,5,51.21,23135.18,14.37,8.39,1.78
R002,2024-11-08,3,58.25,23865.14,13.43,4.42,0.03
R002,2024-11-09,3,43.41,23911.91,13.2,8.36,7.87
R002,2024-11-10,4,54.8,21044.02,7.17,6.19,0.0
R002,2024-11-11,5,60.25,21517.96,8.01,5.56,0.0
R002,2024-11-12,5,45.74,21983.95,8.82,8.03,5.49
R002,2024-11-13,5,45.12,20371.29,5.83,7.63,5.38
R002,2024-11-14,7,52.87,22384.12,8.88,8.21,1.52
R002,2024-11-15,5,54.71,20488.96,13.34,4.45,0.0
R002,2024-11-16,3,45.42,23117.11,9.99,8.91,7.09
R002,2024-11-17,5,57.78,23340.97,5.45,8.23,1.54
R002,2024-11-18,5,55.33,23697.4,13.42,7.79,0.87
R002,2024-11-19,4,56.08,22871.28,7.18,5.77,0.0
R002,2024-11-20,5,55.97,25435.07,5.0,7.92,1.08
R002,2024-11-21,5,51.65,24787.09,6.42,5.62,0.0
R002,2024-11-22,5,54.05,18359.93,9.47,9.06,2.78
R002,2024-11-23,6,56.75,25006.16,11.15,1.17,0.0
R002,2024-11-24,4,51.1,23388.78,5.44,8.69,2.23
R002,2024-11-25,5,49.01,22722.12,6.85,5.88,1.64
R002,2024-11-26,6,52.75,23817.65,6.58,5.35,0.0
R002,2024-11-27,4,62.6,24033.28,13.07,5.64,0.0
R002,2024-11-28,5,53.21,21641.3,8.9,5.36,0.0
R002,2024-11-29,5,53.86,21564.48,14.86,6.36,0.0
R002,2024-11-30,5,50.38,19992.14,8.1,8.11,1.9
R002,2024-12-01,4,57.16,20045.99,14.13,7.63,0.64
R002,2024-12-02,5,48.27,18304.07,13.96,6.74,2.23
R002,2024-12-03,5,49.71,23829.34,9.47,11.28,7.19
R002,2024-12-04,4,47.66,23343.59,8.92,4.64,2.71
R002,2024-12-05,5,52.75,24006.67,7.89,9.2,2.99
R002,2024-12-06,6,47.23,25042.11,6.39,5.86,3.05
R002,2024-12-07,3,46.93,21168.46,12.03,4.25,3.32
R002,2024-12-08,3,47.41,22630.93,6.26,5.83,2.94
R002,2024-12-09,5,55.88,22595.06,14.32,7.13,0.0
R002,2024-12-10,1,58.62,25027.35,10.72,6.58,8.03
R002,2024-12-11,5,47.18,22008.6,13.2,7.77,3.94
R002,2024-12-12,4,46.22,21992.65,8.81,8.05,5.13
R002,2024-12-13,4,59.24,23004.84,6.99,9.71,3.76
R002,2024-12-14,5,47.73,24032.46,14.31,6.71,2.66
R002,2024-12-15,6,52.45,23113.83,5.89,8.81,2.41
R002,2024-12-16,5,41.67,23588.0,6.39,8.18,8.97
R002,2024-12-17,5,50.27,22395.83,11.64,3.0,0.62
R002,2024-12-18,4,46.96,22283.19,14.68,6.59,3.28
R002,2024-12-19,3,41.14,19435.15,7.48,9.45,11.32
R002,2024-12-20,3,58.65,22564.74,12.81,6.85,0.03
R002,2024-12-21,6,56.02,24859.07,13.71,8.58,2.06
R002,2024-12-22,4,48.71,23330.59,10.95,5.71,1.88
R002,2024-12-23,5,53.18,29182.95,14.99,5.03,0.0
R002,2024-12-24,3,40.08,18958.27,10.23,5.95,8.8
R002,2024-12-25,4,47.78,20285.59,5.1,7.48,3.03
R002,2024-12-26,5,46.81,25591.26,12.98,6.9,3.39
R002,2024-12-27,6,51.87,20838.04,6.9,5.19,0.0
R002,2024-12-28,4,48.12,24109.71,14.18,4.99,2.35
R002,2024-12-29,5,48.46,20805.85,9.96,4.14,2.07
R002,2024-12-30,4,50.09,21764.47,13.63,3.5,0.77
R002,2024-12-31,5,64.77,20649.26,6.81,11.58,6.56
R003,2023-01-01,4,55.69,12335.81,13.28,8.16,3.15
R003,2023-01-02,6,51.06,11446.31,12.34,6.29,0.89
R003,2023-01-03,6,55.97,11394.42,9.19,5.56,0.0
R003,2023-01-04,6,58.72,10147.12,11.51,7.89,0.85
R003,2023-01-05,5,56.28,8087.65,11.9,11.67,6.53
R003,2023-01-06,5,41.63,11088.61,9.71,6.98,8.43
R003,2023-01-07,6,43.15,6797.38,11.67,9.01,9.75
R003,2023-01-08,8,49.25,7783.09,9.27,9.26,5.24
R003,2023-01-09,6,49.65,7714.33,13.06,3.01,2.02
R003,2023-01-10,7,56.24,7603.03,7.04,6.88,0.0
R003,2023-01-11,5,50.72,8696.93,12.83,7.29,1.16
R003,2023-01-12,8,60.69,11999.39,12.93,8.66,2.0
R003,2023-01-13,6,47.87,10126.56,9.27,7.53,3.76
R003,2023-01-14,5,47.85,12023.11,7.08,8.11,4.64
R003,2023-01-15,4,49.11,8662.28,12.29,6.29,4.35
R003,2023-01-16,5,53.42,8519.37,6.87,7.24,0.0
R003,2023-01-17,5,46.68,11093.93,13.1,7.22,4.39
R003,2023-01-18,7,44.59,9060.58,5.08,7.09,6.06
R003,2023-01-19,5,42.06,10616.34,13.2,4.98,8.09
R003,2023-01-20,6,53.89,9471.63,11.83,8.91,2.38
R003,2023-01-21,8,52.86,8874.8,10.6,6.81,0.0
R003,2023-01-22,7,46.07,6404.55,10.43,7.9,5.74
R003,2023-01-23,8,53.44,10342.12,14.8,4.87,0.0
R003,2023-01-24,6,44.68,9336.72,12.69,3.97,6.0
R003,2023-01-25,6,49.05,8584.13,7.04,7.81,3.23
R003,2023-01-26,7,46.87,11740.88,7.73,5.88,4.24
R003,2023-01-27,5,59.3,8881.56,12.55,6.63,0.0
R003,2023-01-28,7,52.45,9387.91,6.54,3.22,0.0
R003,2023-01-29,7,59.78,11748.32,8.78,8.55,1.84
R003,2023-01-30,6,53.25,9307.1,12.07,8.2,1.32
R003,2023-01-31,5,65.04,7593.89,5.34,7.38,0.09
R003,2023-02-01,6,47.34,9915.8,6.12,3.53,3.86
R003,2023-02-02,7,60.03,11157.9,11.43,7.22,0.0
R003,2023-02-03,5,46.99,12195.0,10.06,7.16,4.14
R003,2023-02-04,7,46.54,8081.21,7.54,8.34,6.04
R003,2023-02-05,8,54.08,8202.31,10.95,3.88,0.0
R003,2023-02-06,6,57.29,11451.05,14.27,4.83,0.0
R003,2023-02-07,6,47.52,12685.54,8.01,3.75,3.72
R003,2023-02-08,6,57.08,11196.8,7.08,8.96,2.45
R003,2023-02-09,6,52.27,8445.59,5.09,8.73,2.11
R003,2023-02-10,7,58.86,11372.58,7.66,9.49,3.24
R003,2023-02-11,5,54.43,9918.11,7.9,8.8,2.21
R003,2023-02-12,7,52.89,9080.05,11.9,9.45,3.19
R003,2023-02-13,6,51.06,9181.78,8.18,5.98,0.89
R003,2023-02-14,7,56.3,11506.35,8.98,7.04,0.0
R003,2023-02-15,7,53.19,10906.43,7.0,10.74,5.13
R003,2023-02-16,6,45.12,12262.65,11.42,6.12,5.64
R003,2023-02-17,6,50.22,7746.13,12.57,7.78,2.25
R003,2023-02-18,6,48.44,8953.09,5.62,6.84,2.99
R003,2023-02-19,5,50.29,11025.83,7.67,6.81,1.51
R003,2023-02-20,6,43.37,11183.89,5.98,6.2,7.05
R003,2023-02-21,8,56.87,9097.52,10.11,9.84,3.77
R003,2023-02-22,6,43.04,9323.61,13.39,5.63,7.31
R003,2023-02-23,7,49.28,9372.08,6.67,8.98,4.79
R003,2023-02-24,6,53.11,11399.53,14.92,6.22,0.0
R003,2023-02-25,5,54.86,7417.1,7.92,8.55,1.84
R003,2023-02-26,6,45.07,10433.13,6.0,9.42,8.83
R003,2023-02-27,8,50.72,10236.94,6.44,7.75,1.81
R003,2023-02-28,6,52.48,9296.42,13.78,9.24,2.87
R003,2023-03-01,5,48.75,9062.01,5.24,9.18,5.53
R003,2023-03-02,6,51.01,11162.0,11.19,7.07,0.93
R003,2023-03-03,6,50.05,11556.71,14.12,8.73,3.8
R003,2023-03-04,7,50.93,10681.66,13.66,8.88,3.33
R003,2023-03-05,5,63.45,7037.81,5.52,7.5,0.27
R003,2023-03-06,7,54.8,11987.82,5.51,10.23,4.36
R003,2023-03-07,6,47.01,11839.25,11.0,4.72,4.13
R003,2023-03-08,5,51.63,13246.73,11.09,6.69,0.43
R003,2023-03-09,8,50.15,9379.63,12.95,7.29,1.62
R003,2023-03-10,5,49.06,8349.48,9.28,7.96,3.45
R003,2023-03-11,6,54.28,9369.14,11.07,11.18,5.79
R003,2023-03-12,8,45.14,12354.15,10.63,7.59,6.02
R003,2023-03-13,7,49.76,8300.85,8.45,4.77,1.93
R003,2023-03-14,7,58.1,7717.85,6.17,6.06,0.0
R003,2023-03-15,6,52.94,5574.14,11.16,4.62,0.0
R003,2023-03-16,6,50.54,12670.5,7.3,2.39,1.31
R003,2023-03-17,5,43.44,7301.36,7.36,10.81,12.22
R003,2023-03-18,7,52.3,10382.22,12.71,7.69,0.55
R003,2023-03-19,6,51.58,6745.92,6.7,8.7,2.55
R003,2023-03-20,7,45.5,12311.92,14.2,6.9,5.33
R003,2023-03-21,6,54.48,8794.88,5.84,7.32,0.0
R003,2023-03-22,5,49.28,10262.13,13.59,8.35,3.86
R003,2023-03-23,5,57.81,11659.23,6.97,5.83,0.0
R003,2023-03-24,5,50.32,8775.15,13.75,8.16,2.73
R003,2023-03-25,6,55.31,9656.34,8.01,9.98,3.99
R003,2023-03-26,6,37.86,7291.63,8.65,9.22,14.29
R003,2023-03-27,5,49.5,10752.45,11.74,6.49,2.14
R003,2023-03-28,7,45.39,5853.11,11.29,8.11,6.61
R003,2023-03-29,7,50.26,8266.65,11.22,6.89,1.53
R003,2023-03-30,7,53.29,8308.37,11.99,2.75,0.0
R003,2023-03-31,7,48.55,11938.79,13.93,7.28,2.9
R003,2023-04-01,6,50.72,8489.82,8.54,8.47,2.88
R003,2023-04-02,7,54.4,8630.26,10.24,7.39,0.1
R003,2023-04-03,6,56.88,10415.74,12.99,4.02,0.0
R003,2023-04-04,6,49.16,11769.23,11.66,5.92,2.41
R003,2023-04-05,5,43.91,13047.96,5.88,5.97,6.61
R003,2023-04-06,7,54.79,10863.87,9.08,8.87,2.31
R003,2023-04-07,6,61.5,14120.59,13.56,4.95,0.0
R003,2023-04-08,6,53.69,10812.69,6.11,8.8,2.22
R003,2023-04-09,6,50.21,12248.22,13.83,5.82,1.57
R003,2023-04-10,6,54.31,10777.05,6.87,9.44,3.17
R003,2023-04-11,8,47.69,7516.32,8.02,6.94,3.59
R003,2023-04-12,5,57.12,12770.79,6.35,7.79,0.69
R003,2023-04-13,5,61.59,8857.69,7.09,7.99,1.0
R003,2023-04-14,7,59.03,11201.62,5.3,6.75,0.0
R003,2023-04-15,5,52.78,9130.6,6.51,5.52,0.0
R003,2023-04-16,6,48.03,7391.72,11.27,8.4,4.93
R003,2023-04-17,6,56.25,10338.5,7.28,6.68,0.0
R003,2023-04-18,5,54.76,9455.03,11.73,10.39,4.6
R003,2023-04-19,7,52.47,8402.04,6.88,9.26,2.91
R003,2023-04-20,6,42.44,6487.14,9.77,8.38,9.37
R003,2023-04-21,5,56.92,5996.49,7.78,8.75,2.14
R003,2023-04-22,5,50.85,10310.12,12.33,8.67,3.08
R003,2023-04-23,6,51.43,9976.09,10.61,9.71,4.18
R003,2023-04-24,3,49.8,7187.12,12.48,6.85,7.79
R003,2023-04-25,4,51.3,8096.34,7.45,8.63,4.55
R003,2023-04-26,5,52.03,11530.94,12.06,2.5,0.11
R003,2023-04-27,6,48.54,10010.64,6.87,10.61,7.84
R003,2023-04-28,7,54.33,6749.18,11.43,9.66,3.5
R003,2023-04-29,6,64.18,8797.63,6.26,8.45,1.69
R003,2023-04-30,6,50.33,9929.26,13.77,6.35,1.48
R003,2023-05-01,5,58.99,8896.47,8.76,7.46,0.21
R003,2023-05-02,6,51.3,10155.79,6.84,6.37,0.7
R003,2023-05-03,6,48.53,9588.35,12.97,8.37,4.49
R003,2023-05-04,5,47.37,10237.98,8.98,8.18,5.13
R003,2023-05-05,4,54.02,11417.52,8.09,8.12,3.09
R003,2023-05-06,7,44.97,8822.11,11.94,7.88,6.61
R003,2023-05-07,6,55.58,9191.94,6.17,8.19,1.3
R003,2023-05-08,8,55.26,8702.49,11.44,8.59,1.9
R003,2023-05-09,4,59.05,7537.93,14.59,7.01,1.89
R003,2023-05-10,7,53.24,12516.03,8.3,9.68,3.53
R003,2023-05-11,4,55.62,9382.47,6.11,4.37,1.89
R003,2023-05-12,5,57.57,8189.9,10.73,6.15,0.0
R003,2023-05-13,6,52.38,6843.83,9.82,8.52,1.8
R003,2023-05-14,8,53.54,11858.97,10.35,6.71,0.0
R003,2023-05-15,4,54.46,6594.88,10.51,9.31,4.87
R003,2023-05-16,7,46.88,6992.77,8.46,5.75,4.23
R003,2023-05-17,6,56.44,8599.88,11.0,7.66,0.51
R003,2023-05-18,7,49.01,7386.91,6.43,5.06,2.53
R003,2023-05-19,6,49.92,6513.78,8.95,8.31,3.28
R003,2023-05-20,5,43.47,7552.2,5.13,9.96,10.92
R003,2023-05-21,6,53.28,10245.73,6.8,8.56,1.86
R003,2023-05-22,7,51.64,6836.46,14.69,6.69,0.43
R003,2023-05-23,7,54.63,8529.42,8.64,8.92,2.39
R003,2023-05-24,4,56.99,11127.48,12.87,5.39,1.89
R003,2023-05-25,8,51.48,13395.58,14.09,5.61,0.55
R003,2023-05-26,5,54.63,12458.57,10.14,4.46,0.0
R003,2023-05-27,7,55.81,9619.01,14.57,8.29,1.45
R003,2023-05-28,7,52.02,8132.34,12.73,6.09,0.12
R003,2023-05-29,5,52.62,7899.19,11.56,8.93,2.4
R003,2023-05-30,7,51.21,12249.29,9.3,7.31,0.77
R003,2023-05-31,7,44.93,9176.21,12.08,6.25,5.8
R003,2023-06-01,6,48.42,8683.46,11.82,5.2,3.0
R003,2023-06-02,6,49.1,9962.02,7.91,5.92,2.46
R003,2023-06-03,6,53.4,7863.86,12.87,10.8,5.22
R003,2023-06-04,5,43.28,7348.24,10.73,6.21,7.11
R003,2023-06-05,6,53.72,8781.25,13.85,6.65,0.0
R003,2023-06-06,7,52.77,6570.07,8.19,5.96,0.0
R003,2023-06-07,5,54.99,9191.05,11.99,8.04,1.07
R003,2023-06-08,7,52.12,9997.81,8.12,9.52,3.34
R003,2023-06-09,7,50.33,9915.16,12.78,3.77,1.47
R003,2023-06-10,5,54.02,10390.12,9.14,6.28,0.0
R003,2023-06-11,6,58.98,7485.42,5.3,9.6,3.41
R003,2023-06-12,5,54.74,7856.01,13.69,9.94,3.93
R003,2023-06-13,5,50.59,9393.05,8.71,9.97,5.24
R003,2023-06-14,7,51.71,8613.32,11.92,6.44,0.37
R003,2023-06-15,6,52.81,11587.39,14.12,6.05,0.0
R003,2023-06-16,5,54.02,8236.12,9.85,4.63,0.0
R003,2023-06-17,7,50.88,9656.48,13.94,6.78,1.03
R003,2023-06-18,5,58.04,8583.31,11.32,3.7,0.0
R003,2023-06-19,7,51.75,10213.28,9.79,8.04,1.41
R003,2023-06-20,7,49.09,7282.75,11.23,8.65,4.46
R003,2023-06-21,7,56.12,6023.55,14.28,3.11,0.0
R003,2023-06-22,7,56.14,6298.81,7.72,5.98,0.0
R003,2023-06-23,4,46.89,6685.93,13.17,10.3,10.58
R003,2023-06-24,6,50.68,11173.4,11.2,10.57,6.06
R003,2023-06-25,7,50.54,7394.67,9.52,10.28,5.73
R003,2023-06-26,4,51.75,10716.36,12.18,6.74,2.23
R003,2023-06-27,5,55.88,10784.11,13.7,8.24,1.37
R003,2023-06-28,5,47.78,6434.04,9.43,7.72,4.1
R003,2023-06-29,4,52.18,9244.72,13.86,6.19,1.89
R003,2023-06-30,5,56.58,7442.61,14.82,7.7,0.57
R003,2023-07-01,6,49.08,9036.63,10.07,3.98,2.47
R003,2023-07-02,6,54.81,9127.44,9.54,11.21,5.82
R003,2023-07-03,5,58.52,14014.33,8.46,6.1,0.0
R003,2023-07-04,5,56.19,8680.87,9.06,7.26,0.0
R003,2023-07-05,7,46.15,12241.94,13.09,8.58,6.7
R003,2023-07-06,5,51.26,7923.2,13.51,4.17,0.73
R003,2023-07-07,5,52.27,8829.19,6.39,8.46,1.7
R003,2023-07-08,6,54.56,11311.52,12.14,6.57,0.0
R003,2023-07-09,8,59.38,12022.67,13.09,6.88,0.0
R003,2023-07-10,5,48.64,9058.15,12.14,4.66,2.83
R003,2023-07-11,6,59.88,10908.56,5.86,8.53,1.82
R003,2023-07-12,6,54.6,6018.34,6.43,5.45,0.0
R003,2023-07-13,6,50.37,10230.92,7.97,9.05,4.03
R003,2023-07-14,7,45.68,10830.91,9.15,6.87,5.19
R003,2023-07-15,5,61.03,4007.64,7.36,7.39,0.1
R003,2023-07-16,7,54.08,10703.19,12.64,10.58,4.88
R003,2023-07-17,7,57.6,7372.41,7.07,2.98,0.0
R003,2023-07-18,5,53.67,12173.49,11.52,7.49,0.25
R003,2023-07-19,6,55.29,10447.83,5.27,6.51,0.0
R003,2023-07-20,6,52.41,13346.97,10.8,7.81,0.73
R003,2023-07-21,5,52.59,11178.01,11.71,5.89,0.0
R003,2023-07-22,5,53.53,11990.32,5.51,6.12,0.0
R003,2023-07-23,7,49.75,10132.09,10.36,7.02,1.94
R003,2023-07-24,4,56.54,8391.32,6.71,10.27,6.31
R003,2023-07-25,4,47.06,8019.57,5.5,4.82,5.99
R003,2023-07-26,6,56.11,8976.78,6.59,9.15,2.74
R003,2023-07-27,5,46.02,6534.0,8.61,7.87,5.75
R003,2023-07-28,8,49.13,8858.04,10.3,7.78,3.11
R003,2023-07-29,5,56.34,14379.76,8.12,6.23,0.0
R003,2023-07-30,4,53.28,5418.4,6.71,5.26,1.89
R003,2023-07-31,7,55.53,10913.97,14.9,5.35,0.0
R003,2023-08-01,7,50.19,12179.02,12.93,5.44,1.59
R003,2023-08-02,6,46.91,8131.29,11.16,8.29,5.66
R003,2023-08-03,5,42.71,10944.86,14.07,4.25,7.57
R003,2023-08-04,7,48.48,12507.18,12.44,12.58,10.84
R003,2023-08-05,3,51.0,8034.84,8.42,8.39,8.43
R003,2023-08-06,6,52.37,10554.09,10.55,9.24,2.88
R003,2023-08-07,6,53.34,7841.94,6.24,2.2,0.0
R003,2023-08-08,8,50.53,11628.74,9.14,9.35,4.36
R003,2023-08-09,4,47.65,6713.45,5.7,4.93,5.51
R003,2023-08-10,6,52.24,10253.27,12.9,5.9,0.0
R003,2023-08-11,8,56.18,9951.55,11.95,7.35,0.05
R003,2023-08-12,8,50.33,7470.26,8.93,8.61,3.4
R003,2023-08-13,5,41.54,10751.79,5.91,8.06,9.61
R003,2023-08-14,7,47.54,13456.22,14.95,7.14,3.7
R003,2023-08-15,6,48.45,9598.52,13.79,6.06,2.98
R003,2023-08-16,7,58.64,6968.74,7.38,8.33,1.51
R003,2023-08-17,6,50.23,10103.4,14.19,5.87,1.55
R003,2023-08-18,7,57.16,5408.95,14.06,8.16,1.26
R003,2023-08-19,7,44.66,12980.33,13.77,3.04,6.01
R003,2023-08-20,6,55.99,9039.93,7.86,4.4,0.0
