lead_id,customer_id,country,service_type,lead_date,assigned_at,converted_at,lead_status,lead_source
L00685,C01166,NO,bookkeeping,2023-08-10,2023-08-10,2023-08-28,converted,paid
L00686,C00970,NO,payroll,2023-08-01,2023-08-05,,lost,organic
L00687,C00985,NO,bookkeeping,2023-08-09,2023-08-09,,pending,organic
L00688,C00887,NO,audit,2023-08-12,2023-08-12,,lost,referral
L00689,C00935,NO,accounting,2023-08-17,2023-08-17,2023-08-26,converted,referral
L00690,C00803,NO,audit,2023-08-17,2023-08-23,,pending,organic
L00691,C00983,NO,audit,2023-08-19,,,unassigned,organic
L00692,C00857,NO,bookkeeping,2023-08-22,2023-08-23,,pending,partner
L00693,C01073,NO,tax_advisory,2023-08-04,2023-08-05,2023-08-18,converted,referral
L00694,C01029,NO,tax_advisory,2023-08-28,2023-08-28,,pending,referral
L00695,C01071,NO,bookkeeping,2023-08-14,2023-08-14,,lost,paid
L00696,C01230,NO,payroll,2023-08-17,2023-08-17,2023-09-01,converted,partner
L00697,C00867,NO,tax_advisory,2023-08-17,2023-08-22,2023-09-16,converted,organic
L00698,C00795,NO,bookkeeping,2023-08-27,2023-08-27,2023-09-13,converted,referral
L00699,C00910,NO,bookkeeping,2023-08-09,,,unassigned,organic
L00700,C01140,NO,accounting,2023-08-08,2023-08-10,2023-08-25,converted,partner
L00701,C01105,NO,payroll,2023-08-12,2023-08-12,2023-09-05,converted,organic
L00702,C00914,NO,tax_advisory,2023-08-17,2023-08-23,2023-09-10,converted,organic
L00703,C01152,NO,tax_advisory,2023-08-01,2023-08-06,2023-08-16,converted,referral
L00704,C01007,NO,payroll,2023-08-06,2023-08-11,2023-08-21,converted,partner
L00705,C01192,NO,bookkeeping,2023-09-02,,,unassigned,paid
L00706,C01221,NO,bookkeeping,2023-09-19,2023-09-19,2023-10-01,converted,organic
L00707,C01202,NO,payroll,2023-09-07,2023-09-08,,pending,referral
L00708,C01110,NO,audit,2023-09-10,2023-09-12,,lost,organic
L00709,C00804,NO,payroll,2023-09-23,,,unassigned,referral
L00710,C01029,NO,bookkeeping,2023-09-06,,,unassigned,organic
L00711,C01123,NO,tax_advisory,2023-09-23,2023-09-24,,pending,organic
L00712,C01194,NO,accounting,2023-09-28,2023-09-28,,lost,organic
L00713,C00957,NO,accounting,2023-09-23,2023-09-24,2023-10-10,converted,paid
L00714,C00997,NO,accounting,2023-09-23,2023-09-24,2023-10-02,converted,organic
L00715,C01127,NO,tax_advisory,2023-09-14,2023-09-20,,lost,paid
L00716,C00980,NO,audit,2023-09-07,2023-09-07,,pending,paid
L00717,C00937,NO,bookkeeping,2023-09-18,2023-09-19,2023-10-10,converted,paid
L00718,C01253,NO,audit,2023-09-05,2023-09-06,2023-09-17,converted,partner
L00719,C00990,NO,audit,2023-09-06,2023-09-07,2023-09-24,converted,partner
L00720,C01143,NO,payroll,2023-09-11,2023-09-17,2023-10-06,converted,partner
L00721,C00997,NO,audit,2023-09-14,2023-09-14,,lost,referral
L00722,C00824,NO,tax_advisory,2023-09-14,2023-09-15,,pending,organic
L00723,C01104,NO,accounting,2023-09-24,2023-09-27,2023-10-04,converted,paid
L00724,C00979,NO,tax_advisory,2023-09-08,2023-09-09,,pending,partner
L00725,C00881,NO,bookkeeping,2023-09-06,2023-09-10,2023-09-29,converted,partner
L00726,C00925,NO,payroll,2023-09-22,2023-09-23,2023-10-10,converted,paid
L00727,C01011,NO,accounting,2023-10-16,2023-10-17,2023-11-01,converted,referral
L00728,C01025,NO,accounting,2023-10-18,2023-10-18,2023-10-29,converted,partner
L00729,C01235,NO,accounting,2023-10-16,2023-10-17,,pending,organic
L00730,C00822,NO,accounting,2023-10-18,,,unassigned,organic
L00731,C00889,NO,accounting,2023-10-26,2023-10-26,2023-11-03,converted,paid
L00732,C00889,NO,accounting,2023-10-07,2023-10-08,2023-10-14,converted,referral
L00733,C00895,NO,tax_advisory,2023-10-20,2023-10-20,,lost,partner
L00734,C00993,NO,tax_advisory,2023-10-09,2023-10-12,2023-10-20,converted,paid
L00735,C00942,NO,bookkeeping,2023-10-14,2023-10-14,2023-10-20,converted,partner
L00736,C00964,NO,accounting,2023-10-07,2023-10-07,,pending,partner
L00737,C01036,NO,payroll,2023-10-11,2023-10-17,2023-11-01,converted,referral
L00738,C01134,NO,accounting,2023-10-16,2023-10-16,2023-10-21,converted,partner
L00739,C01004,NO,payroll,2023-10-25,2023-10-25,2023-11-02,converted,partner
L00740,C01162,NO,audit,2023-10-06,2023-10-06,,lost,paid
L00741,C01012,NO,payroll,2023-10-11,2023-10-12,,pending,organic
L00742,C01224,NO,payroll,2023-10-07,2023-10-08,,lost,paid
L00743,C01028,NO,accounting,2023-10-03,2023-10-07,,lost,referral
L00744,C00856,NO,bookkeeping,2023-10-08,2023-10-14,,pending,partner
L00745,C01159,NO,audit,2023-10-11,2023-10-12,2023-11-01,converted,referral
L00746,C00800,NO,tax_advisory,2023-10-21,2023-10-22,,lost,paid
L00747,C01100,NO,tax_advisory,2023-10-11,2023-10-11,2023-11-04,converted,organic
L00748,C01120,NO,payroll,2023-10-20,,,unassigned,referral
L00749,C01009,NO,accounting,2023-11-09,,,unassigned,paid
L00750,C01154,NO,accounting,2023-11-08,2023-11-08,2023-11-30,converted,organic
L00751,C00839,NO,audit,2023-11-05,2023-11-06,2023-11-19,converted,partner
L00752,C01248,NO,audit,2023-11-17,2023-11-17,,lost,paid
L00753,C01236,NO,audit,2023-11-11,2023-11-11,,lost,organic
L00754,C01022,NO,payroll,2023-11-05,2023-11-06,2023-11-22,converted,referral
L00755,C01217,NO,bookkeeping,2023-11-26,2023-11-27,2023-12-17,converted,paid
L00756,C00836,NO,audit,2023-11-03,2023-11-06,2023-11-11,converted,partner
L00757,C01165,NO,payroll,2023-11-28,2023-11-28,2023-12-10,converted,partner
L00758,C01126,NO,bookkeeping,2023-11-27,2023-11-28,2023-12-12,converted,paid
L00759,C01031,NO,audit,2023-11-03,2023-11-07,,lost,organic
L00760,C01142,NO,accounting,2023-11-22,2023-11-25,,pending,paid
L00761,C00798,NO,payroll,2023-11-15,2023-11-16,,pending,partner
L00762,C00887,NO,bookkeeping,2023-11-18,2023-11-19,2023-12-11,converted,partner
L00763,C00856,NO,bookkeeping,2023-11-07,2023-11-07,2023-11-16,converted,partner
L00764,C00867,NO,bookkeeping,2023-11-25,2023-11-25,,lost,referral
L00765,C01174,NO,payroll,2023-11-02,2023-11-02,,pending,organic
L00766,C00829,NO,bookkeeping,2023-11-18,,,unassigned,organic
L00767,C00851,NO,bookkeeping,2023-11-21,2023-11-21,2023-12-04,converted,organic
L00768,C01062,NO,bookkeeping,2023-11-10,2023-11-12,,pending,organic
L00769,C01125,NO,bookkeeping,2023-11-22,2023-11-25,,lost,referral
L00770,C01166,NO,audit,2023-11-21,2023-11-21,2023-12-13,converted,paid
L00771,C00939,NO,bookkeeping,2023-12-05,2023-12-05,2023-12-22,converted,paid
L00772,C01049,NO,payroll,2023-12-12,,,unassigned,referral
L00773,C01249,NO,payroll,2023-12-17,2023-12-17,2024-01-03,converted,paid
L00774,C00866,NO,bookkeeping,2023-12-01,2023-12-01,2023-12-09,converted,referral
L00775,C00817,NO,payroll,2023-12-13,2023-12-17,2023-12-25,converted,referral
L00776,C01087,NO,accounting,2023-12-01,2023-12-07,2023-12-24,converted,referral
L00777,C01116,NO,payroll,2023-12-22,2023-12-22,,lost,organic
L00778,C00904,NO,accounting,2023-12-03,2023-12-03,,pending,referral
L00779,C01239,NO,tax_advisory,2023-12-02,2023-12-06,,pending,paid
L00780,C01283,NO,accounting,2023-12-16,,,unassigned,referral
L00781,C01179,NO,audit,2023-12-02,2023-12-02,2023-12-19,converted,partner
L00782,C01264,NO,accounting,2023-12-18,2023-12-19,2023-12-28,converted,referral
L00783,C00916,NO,tax_advisory,2023-12-05,2023-12-07,2023-12-20,converted,paid
L00784,C00964,NO,audit,2023-12-01,2023-12-04,,lost,referral
L00785,C00868,NO,tax_advisory,2023-12-09,2023-12-10,,lost,paid
L00786,C00843,NO,payroll,2023-12-03,2023-12-04,,pending,referral
L00787,C01117,NO,tax_advisory,2023-12-17,2023-12-18,2024-01-07,converted,paid
L00788,C00898,NO,bookkeeping,2023-12-14,2023-12-14,,pending,partner
L00789,C00836,NO,tax_advisory,2023-12-07,2023-12-13,,lost,partner
L00790,C01155,NO,audit,2023-12-23,2023-12-23,2023-12-28,converted,partner
L00791,C01319,NO,accounting,2023-12-07,2023-12-08,2023-12-24,converted,paid
L00792,C00875,NO,bookkeeping,2023-12-13,2023-12-13,2023-12-26,converted,partner
L00793,C01020,NO,bookkeeping,2024-01-15,2024-01-15,2024-02-07,converted,paid
L00794,C01319,NO,accounting,2024-01-04,,,unassigned,referral
L00795,C00888,NO,tax_advisory,2024-01-10,2024-01-15,2024-01-27,converted,paid
L00796,C01139,NO,bookkeeping,2024-01-23,2024-01-23,,pending,organic
L00797,C01301,NO,tax_advisory,2024-01-05,2024-01-06,,pending,organic
L00798,C01193,NO,tax_advisory,2024-01-15,2024-01-15,2024-01-21,converted,paid
L00799,C01060,NO,payroll,2024-01-16,2024-01-16,,pending,organic
L00800,C01151,NO,tax_advisory,2024-01-09,2024-01-11,2024-02-04,converted,referral
L00801,C01093,NO,tax_advisory,2024-01-20,2024-01-20,2024-02-05,converted,referral
L00802,C01065,NO,bookkeeping,2024-01-05,2024-01-05,2024-01-20,converted,partner
L00803,C01277,NO,payroll,2024-01-07,2024-01-08,2024-01-27,converted,referral
L00804,C01281,NO,tax_advisory,2024-01-16,2024-01-17,,lost,referral
L00805,C00889,NO,tax_advisory,2024-01-20,2024-01-20,2024-01-23,converted,paid
L00806,C00926,NO,audit,2024-01-08,,,unassigned,paid
L00807,C00813,NO,tax_advisory,2024-01-26,2024-01-31,,pending,referral
L00808,C01186,NO,accounting,2024-01-22,2024-01-22,,lost,partner
L00809,C01149,NO,accounting,2024-01-28,2024-01-28,,pending,partner
L00810,C00912,NO,audit,2024-01-24,2024-01-25,,lost,organic
L00811,C01133,NO,tax_advisory,2024-01-26,2024-01-27,2024-02-17,converted,referral
L00812,C01316,NO,audit,2024-01-01,2024-01-01,2024-01-09,converted,partner
L00813,C00867,NO,accounting,2024-01-23,2024-01-24,,lost,referral
L00814,C00861,NO,bookkeeping,2024-01-13,,,unassigned,paid
L00815,C00819,NO,tax_advisory,2024-02-02,2024-02-05,,lost,paid
L00816,C01144,NO,accounting,2024-02-28,2024-02-29,,lost,paid
L00817,C00958,NO,tax_advisory,2024-02-19,2024-02-19,2024-03-07,converted,paid
L00818,C00937,NO,tax_advisory,2024-02-02,2024-02-02,2024-02-16,converted,paid
L00819,C00882,NO,accounting,2024-02-19,2024-02-20,2024-02-25,converted,paid
L00820,C01271,NO,tax_advisory,2024-02-21,2024-02-22,,lost,referral
L00821,C01199,NO,audit,2024-02-20,2024-02-26,2024-03-14,converted,paid
L00822,C00975,NO,tax_advisory,2024-02-08,2024-02-09,,pending,referral
L00823,C01210,NO,bookkeeping,2024-02-26,,,unassigned,organic
L00824,C01172,NO,bookkeeping,2024-02-10,2024-02-11,2024-03-01,converted,referral
L00825,C00957,NO,accounting,2024-02-09,2024-02-10,,pending,referral
L00826,C01098,NO,payroll,2024-02-17,2024-02-23,2024-03-17,converted,organic
L00827,C00939,NO,accounting,2024-02-19,2024-02-20,,lost,paid
L00828,C00992,NO,accounting,2024-02-27,2024-02-27,2024-03-03,converted,organic
L00829,C00915,NO,bookkeeping,2024-02-17,2024-02-17,,pending,organic
L00830,C00876,NO,audit,2024-02-19,2024-02-19,,lost,referral
L00831,C01125,NO,accounting,2024-02-08,2024-02-08,2024-03-02,converted,referral
L00832,C01095,NO,payroll,2024-02-25,,,unassigned,partner
L00833,C01051,NO,tax_advisory,2024-02-02,2024-02-03,,pending,referral
L00834,C00806,NO,tax_advisory,2024-02-04,2024-02-04,2024-02-25,converted,partner
L00835,C00898,NO,audit,2024-02-21,2024-02-21,2024-03-08,converted,paid
L00836,C00840,NO,payroll,2024-02-22,2024-02-22,2024-03-04,converted,partner
L00837,C01076,NO,accounting,2024-03-14,2024-03-15,2024-04-06,converted,partner
L00838,C01165,NO,accounting,2024-03-05,2024-03-05,2024-03-24,converted,referral
L00839,C01224,NO,bookkeeping,2024-03-08,2024-03-08,2024-03-14,converted,partner
L00840,C00882,NO,tax_advisory,2024-03-23,2024-03-24,2024-04-11,converted,paid
L00841,C00885,NO,accounting,2024-03-22,2024-03-22,,pending,paid
L00842,C01322,NO,bookkeeping,2024-03-27,2024-03-27,2024-04-09,converted,organic
L00843,C01334,NO,accounting,2024-03-27,2024-03-31,,pending,organic
L00844,C01178,NO,accounting,2024-03-27,2024-03-27,2024-04-08,converted,paid
L00845,C01175,NO,tax_advisory,2024-03-07,,,unassigned,partner
L00846,C01300,NO,tax_advisory,2024-03-21,2024-03-22,,lost,organic
L00847,C00911,NO,tax_advisory,2024-03-04,2024-03-04,2024-03-24,converted,paid
L00848,C01305,NO,audit,2024-03-11,2024-03-11,2024-03-26,converted,referral
L00849,C01386,NO,payroll,2024-03-02,2024-03-04,2024-03-19,converted,paid
L00850,C01328,NO,payroll,2024-03-15,,,unassigned,partner
L00851,C00889,NO,payroll,2024-03-28,2024-03-29,,pending,organic
L00852,C01101,NO,audit,2024-03-28,2024-03-28,,lost,referral
L00853,C00807,NO,bookkeeping,2024-03-24,2024-03-26,,lost,referral
L00854,C01321,NO,tax_advisory,2024-03-08,2024-03-08,2024-03-16,converted,organic
L00855,C01098,NO,payroll,2024-03-07,2024-03-09,2024-04-03,converted,paid
L00856,C01117,NO,tax_advisory,2024-03-10,2024-03-10,,pending,organic
L00857,C01179,NO,payroll,2024-03-09,2024-03-10,,lost,referral
L00858,C01123,NO,payroll,2024-03-18,2024-03-19,2024-03-26,converted,referral
L00859,C00825,NO,audit,2024-04-07,,,unassigned,referral
L00860,C01200,NO,accounting,2024-04-28,2024-04-29,2024-05-02,converted,referral
L00861,C01230,NO,bookkeeping,2024-04-22,2024-04-23,,lost,paid
L00862,C01335,NO,audit,2024-04-26,2024-04-26,2024-05-18,converted,paid
L00863,C00882,NO,payroll,2024-04-17,2024-04-17,2024-05-06,converted,referral
L00864,C01207,NO,payroll,2024-04-19,,,unassigned,paid
L00865,C01053,NO,accounting,2024-04-08,2024-04-09,,pending,partner
L00866,C01318,NO,audit,2024-04-12,2024-04-13,,pending,paid
L00867,C01191,NO,tax_advisory,2024-04-03,2024-04-04,2024-04-13,converted,organic
L00868,C01396,NO,accounting,2024-04-23,,,unassigned,referral
L00869,C01084,NO,accounting,2024-04-01,2024-04-02,,pending,referral
L00870,C00871,NO,payroll,2024-04-24,2024-04-24,,lost,organic
L00871,C01331,NO,audit,2024-04-03,2024-04-04,2024-04-20,converted,paid
L00872,C01355,NO,bookkeeping,2024-04-27,2024-04-27,2024-05-22,converted,paid
L00873,C00857,NO,bookkeeping,2024-04-27,2024-04-28,2024-05-21,converted,referral
L00874,C01270,NO,accounting,2024-04-02,2024-04-03,2024-04-28,converted,paid
L00875,C01151,NO,audit,2024-04-27,2024-04-28,,pending,partner
L00876,C01190,NO,audit,2024-04-04,2024-04-05,,pending,referral
L00877,C00875,NO,accounting,2024-04-15,2024-04-20,2024-04-26,converted,paid
L00878,C00894,NO,payroll,2024-04-02,2024-04-02,,lost,organic
L00879,C01383,NO,audit,2024-04-23,2024-04-23,2024-05-07,converted,referral
L00880,C01228,NO,tax_advisory,2024-04-21,2024-04-21,,lost,partner
L00881,C01340,NO,tax_advisory,2024-05-22,,,unassigned,organic
L00882,C00967,NO,payroll,2024-05-27,2024-05-28,2024-06-04,converted,referral
L00883,C00800,NO,accounting,2024-05-18,2024-05-18,2024-05-24,converted,paid
L00884,C00793,NO,payroll,2024-05-08,2024-05-08,,lost,organic
L00885,C01212,NO,bookkeeping,2024-05-09,2024-05-12,2024-05-30,converted,partner
L00886,C00882,NO,bookkeeping,2024-05-27,2024-05-27,,lost,organic
L00887,C01149,NO,audit,2024-05-11,2024-05-11,2024-05-18,converted,referral
L00888,C01136,NO,payroll,2024-05-02,2024-05-02,,lost,organic
L00889,C01366,NO,accounting,2024-05-05,2024-05-06,2024-05-28,converted,partner
L00890,C01378,NO,accounting,2024-05-13,2024-05-13,2024-06-04,converted,paid
L00891,C01329,NO,payroll,2024-05-25,2024-05-26,,pending,paid
L00892,C00865,NO,audit,2024-05-13,2024-05-19,2024-06-04,converted,paid
L00893,C01234,NO,audit,2024-05-13,,,unassigned,organic
L00894,C01116,NO,tax_advisory,2024-05-15,2024-05-16,,pending,referral
L00895,C00980,NO,audit,2024-05-23,2024-05-24,2024-06-17,converted,organic
L00896,C01357,NO,payroll,2024-05-12,2024-05-13,,lost,organic
L00897,C00931,NO,bookkeeping,2024-05-22,2024-05-22,2024-06-16,converted,partner
L00898,C01269,NO,accounting,2024-05-27,2024-06-01,,pending,partner
L00899,C01125,NO,bookkeeping,2024-05-02,2024-05-03,,pending,organic
L00900,C01339,NO,accounting,2024-05-11,2024-05-12,2024-05-24,converted,referral
L00901,C00890,NO,tax_advisory,2024-05-15,2024-05-16,2024-05-19,converted,organic
L00902,C01245,NO,bookkeeping,2024-05-19,2024-05-20,2024-05-24,converted,organic
L00903,C01236,NO,tax_advisory,2024-06-22,2024-06-23,,lost,paid
L00904,C01016,NO,tax_advisory,2024-06-14,2024-06-15,,lost,organic
L00905,C01037,NO,bookkeeping,2024-06-17,2024-06-17,,pending,partner
L00906,C01090,NO,bookkeeping,2024-06-25,,,unassigned,referral
L00907,C01314,NO,bookkeeping,2024-06-21,,,unassigned,paid
L00908,C00831,NO,payroll,2024-06-25,2024-06-27,,lost,partner
L00909,C01382,NO,audit,2024-06-10,2024-06-11,,pending,organic
L00910,C00854,NO,audit,2024-06-16,2024-06-16,,lost,organic
L00911,C01235,NO,audit,2024-06-19,2024-06-20,2024-07-05,converted,organic
L00912,C00904,NO,accounting,2024-06-15,2024-06-21,2024-07-05,converted,organic
L00913,C01191,NO,tax_advisory,2024-06-07,2024-06-08,,pending,partner
L00914,C00880,NO,accounting,2024-06-16,2024-06-16,,pending,organic
L00915,C01402,NO,bookkeeping,2024-06-05,2024-06-06,2024-06-23,converted,partner
L00916,C01053,NO,bookkeeping,2024-06-01,2024-06-03,,pending,partner
L00917,C01166,NO,audit,2024-06-03,,,unassigned,referral
L00918,C00954,NO,audit,2024-06-22,2024-06-23,2024-07-10,converted,partner
L00919,C00961,NO,accounting,2024-06-14,2024-06-17,2024-06-20,converted,referral
L00920,C00999,NO,payroll,2024-06-11,2024-06-11,2024-07-01,converted,organic
L00921,C01016,NO,audit,2024-06-11,2024-06-11,2024-06-17,converted,referral
L00922,C00802,NO,tax_advisory,2024-06-23,2024-06-24,2024-07-02,converted,paid
L00923,C01016,NO,audit,2024-06-24,2024-06-24,2024-07-01,converted,referral
L00924,C01059,NO,audit,2024-06-12,2024-06-13,2024-07-05,converted,referral
L00925,C01241,NO,payroll,2024-07-14,2024-07-15,2024-08-08,converted,partner
L00926,C01395,NO,tax_advisory,2024-07-13,2024-07-14,2024-07-19,converted,partner
L00927,C01169,NO,payroll,2024-07-05,2024-07-05,2024-07-16,converted,paid
L00928,C00893,NO,audit,2024-07-28,2024-07-29,,lost,partner
L00929,C01012,NO,bookkeeping,2024-07-05,2024-07-06,,pending,organic
L00930,C01329,NO,audit,2024-07-03,2024-07-04,,pending,paid
L00931,C01450,NO,accounting,2024-07-09,,,unassigned,partner
L00932,C01294,NO,audit,2024-07-10,2024-07-11,2024-08-04,converted,partner
L00933,C01394,NO,audit,2024-07-15,2024-07-15,,pending,organic
L00934,C01313,NO,audit,2024-07-01,2024-07-02,2024-07-10,converted,referral
L00935,C01245,NO,bookkeeping,2024-07-02,2024-07-03,,pending,paid
L00936,C01136,NO,audit,2024-07-01,2024-07-01,,lost,partner
L00937,C01202,NO,tax_advisory,2024-07-13,2024-07-15,,lost,partner
L00938,C01326,NO,audit,2024-07-25,2024-07-25,,lost,partner
L00939,C00926,NO,accounting,2024-07-25,2024-07-28,2024-08-02,converted,partner
L00940,C01029,NO,payroll,2024-07-03,,,unassigned,paid
L00941,C00841,NO,payroll,2024-07-21,2024-07-22,2024-08-13,converted,referral
L00942,C01446,NO,bookkeeping,2024-07-22,2024-07-23,2024-07-29,converted,referral
L00943,C01302,NO,accounting,2024-07-27,2024-07-27,2024-08-02,converted,partner
L00944,C00815,NO,accounting,2024-07-19,2024-07-20,2024-08-06,converted,partner
L00945,C01200,NO,bookkeeping,2024-07-12,2024-07-12,2024-07-20,converted,organic
L00946,C01138,NO,tax_advisory,2024-07-24,2024-07-29,2024-08-12,converted,partner
L00947,C01338,NO,bookkeeping,2024-08-03,2024-08-03,2024-08-07,converted,referral
L00948,C01233,NO,audit,2024-08-22,2024-08-23,2024-09-06,converted,paid
L00949,C00937,NO,payroll,2024-08-10,2024-08-10,,lost,paid
L00950,C00969,NO,tax_advisory,2024-08-08,2024-08-08,,lost,organic
L00951,C01199,NO,payroll,2024-08-18,2024-08-18,2024-09-03,converted,partner
L00952,C01391,NO,payroll,2024-08-20,2024-08-21,,pending,organic
L00953,C00931,NO,payroll,2024-08-17,2024-08-18,2024-08-27,converted,referral
L00954,C01216,NO,tax_advisory,2024-08-11,2024-08-12,,lost,referral
L00955,C00855,NO,tax_advisory,2024-08-04,2024-08-04,2024-08-21,converted,partner
L00956,C01366,NO,payroll,2024-08-10,2024-08-11,2024-08-25,converted,organic
L00957,C00834,NO,payroll,2024-08-20,2024-08-25,,pending,partner
L00958,C01341,NO,tax_advisory,2024-08-15,,,unassigned,organic
L00959,C01088,NO,audit,2024-08-27,2024-08-28,,lost,partner
L00960,C01076,NO,bookkeeping,2024-08-17,2024-08-18,2024-08-26,converted,partner
L00961,C00936,NO,payroll,2024-08-13,2024-08-13,2024-08-18,converted,partner
L00962,C00972,NO,audit,2024-08-26,2024-08-28,2024-09-18,converted,partner
L00963,C01401,NO,payroll,2024-08-19,2024-08-19,,pending,organic
L00964,C00975,NO,accounting,2024-08-22,2024-08-25,2024-08-29,converted,partner
L00965,C01299,NO,bookkeeping,2024-08-21,2024-08-24,2024-09-16,converted,organic
L00966,C01136,NO,bookkeeping,2024-08-07,2024-08-08,2024-08-12,converted,organic
L00967,C00955,NO,tax_advisory,2024-08-23,2024-08-24,,pending,referral
L00968,C00813,NO,payroll,2024-08-01,,,unassigned,referral
L00969,C01232,NO,bookkeeping,2024-09-15,2024-09-16,,pending,paid
L00970,C01013,NO,tax_advisory,2024-09-03,2024-09-03,2024-09-10,converted,partner
L00971,C01243,NO,audit,2024-09-26,2024-09-27,,pending,paid
L00972,C01348,NO,tax_advisory,2024-09-02,2024-09-03,,lost,organic
L00973,C01130,NO,payroll,2024-09-20,2024-09-21,,pending,referral
L00974,C00944,NO,tax_advisory,2024-09-18,,,unassigned,partner
L00975,C01458,NO,accounting,2024-09-07,2024-09-10,2024-10-04,converted,paid
L00976,C01316,NO,payroll,2024-09-12,2024-09-13,2024-10-02,converted,paid
L00977,C01297,NO,payroll,2024-09-24,2024-09-24,2024-09-27,converted,organic
L00978,C00798,NO,audit,2024-09-09,2024-09-13,2024-09-30,converted,referral
L00979,C01045,NO,bookkeeping,2024-09-02,2024-09-02,2024-09-14,converted,partner
L00980,C01471,NO,payroll,2024-09-24,2024-09-25,2024-10-08,converted,referral
L00981,C00902,NO,tax_advisory,2024-09-03,,,unassigned,organic
L00982,C01331,NO,audit,2024-09-12,2024-09-13,,lost,paid
L00983,C01098,NO,tax_advisory,2024-09-04,2024-09-04,,lost,referral
L00984,C01376,NO,bookkeeping,2024-09-26,2024-09-27,2024-10-07,converted,referral
L00985,C00899,NO,accounting,2024-09-17,2024-09-17,2024-10-12,converted,organic
L00986,C01301,NO,audit,2024-09-07,2024-09-08,,lost,paid
L00987,C01287,NO,bookkeeping,2024-09-13,2024-09-13,2024-10-08,converted,organic
L00988,C01421,NO,tax_advisory,2024-09-27,2024-09-27,,lost,referral
L00989,C01025,NO,payroll,2024-09-10,2024-09-10,2024-09-18,converted,referral
L00990,C01359,NO,accounting,2024-09-27,2024-10-03,,pending,referral
L00991,C01132,NO,accounting,2024-10-12,2024-10-12,2024-11-02,converted,paid
L00992,C01312,NO,audit,2024-10-03,2024-10-03,,pending,organic
L00993,C01348,NO,tax_advisory,2024-10-22,2024-10-24,2024-10-28,converted,paid
L00994,C00945,NO,tax_advisory,2024-10-05,2024-10-06,2024-10-16,converted,organic
L00995,C00849,NO,payroll,2024-10-18,2024-10-19,2024-11-03,converted,organic
L00996,C00920,NO,accounting,2024-10-10,2024-10-10,2024-10-27,converted,organic
L00997,C01274,NO,payroll,2024-10-10,,,unassigned,paid
L00998,C01410,NO,accounting,2024-10-09,2024-10-10,2024-10-31,converted,organic
L00999,C00987,NO,payroll,2024-10-16,,,unassigned,organic
L01000,C01201,NO,payroll,2024-10-26,2024-10-27,2024-10-31,converted,partner
L01001,C00982,NO,audit,2024-10-15,2024-10-15,,pending,paid
L01002,C01154,NO,accounting,2024-10-04,2024-10-04,,lost,paid
L01003,C01204,NO,tax_advisory,2024-10-23,2024-10-24,2024-10-27,converted,paid
L01004,C01502,NO,bookkeeping,2024-10-24,2024-10-24,,lost,paid
L01005,C01467,NO,audit,2024-10-28,2024-10-28,,pending,partner
L01006,C01246,NO,bookkeeping,2024-10-25,2024-10-26,,pending,referral
L01007,C01433,NO,bookkeeping,2024-10-18,2024-10-19,2024-11-03,converted,referral
L01008,C00915,NO,bookkeeping,2024-10-20,,,unassigned,paid
L01009,C00811,NO,accounting,2024-10-23,2024-10-23,,lost,organic
L01010,C01067,NO,tax_advisory,2024-10-27,2024-10-27,2024-11-13,converted,referral
L01011,C00811,NO,audit,2024-10-17,2024-10-17,,lost,paid
L01012,C00980,NO,tax_advisory,2024-10-17,2024-10-17,,pending,partner
L01013,C01254,NO,accounting,2024-11-13,2024-11-14,,pending,organic
L01014,C01146,NO,payroll,2024-11-23,2024-11-23,2024-11-26,converted,organic
L01015,C01441,NO,bookkeeping,2024-11-28,2024-11-29,2024-12-07,converted,referral
L01016,C01001,NO,bookkeeping,2024-11-20,2024-11-20,2024-12-13,converted,organic
L01017,C01449,NO,audit,2024-11-10,2024-11-15,2024-12-06,converted,paid
L01018,C01451,NO,bookkeeping,2024-11-03,2024-11-04,,pending,organic
L01019,C01175,NO,audit,2024-11-21,2024-11-26,,lost,partner
L01020,C01300,NO,tax_advisory,2024-11-15,2024-11-15,2024-11-21,converted,paid
L01021,C01057,NO,bookkeeping,2024-11-07,2024-11-08,,lost,referral
L01022,C00894,NO,tax_advisory,2024-11-18,2024-11-19,2024-11-22,converted,organic
L01023,C01309,NO,bookkeeping,2024-11-08,,,unassigned,partner
L01024,C01424,NO,tax_advisory,2024-11-28,2024-12-02,2024-12-10,converted,paid
L01025,C00837,NO,accounting,2024-11-13,2024-11-14,2024-12-01,converted,referral
L01026,C01019,NO,audit,2024-11-28,2024-11-29,2024-12-09,converted,organic
L01027,C01198,NO,accounting,2024-11-03,2024-11-07,2024-11-16,converted,partner
L01028,C00976,NO,audit,2024-11-10,2024-11-11,2024-11-16,converted,paid
L01029,C01205,NO,tax_advisory,2024-11-03,2024-11-03,,pending,referral
L01030,C01253,NO,accounting,2024-11-15,2024-11-15,,pending,partner
L01031,C00796,NO,payroll,2024-11-04,2024-11-05,,lost,partner
L01032,C01351,NO,tax_advisory,2024-11-13,2024-11-13,2024-11-18,converted,paid
L01033,C00892,NO,accounting,2024-11-28,,,unassigned,referral
L01034,C01031,NO,bookkeeping,2024-11-11,2024-11-12,,lost,paid
L01035,C01013,NO,bookkeeping,2024-12-11,2024-12-12,,pending,partner
L01036,C01095,NO,tax_advisory,2024-12-22,2024-12-23,,lost,paid
