partner_id,snapshot_date,active_deals_count,soft_cap,hard_cap
P004,2024-03-13,1,6,9
P004,2024-03-14,1,6,9
P004,2024-03-15,3,6,9
P004,2024-03-16,2,6,9
P004,2024-03-17,2,6,9
P004,2024-03-18,1,6,9
P004,2024-03-19,1,6,9
P004,2024-03-20,3,6,9
P004,2024-03-21,3,6,9
P004,2024-03-22,4,6,9
P004,2024-03-23,2,6,9
P004,2024-03-24,1,6,9
P004,2024-03-25,2,6,9
P004,2024-03-26,2,6,9
P004,2024-03-27,3,6,9
P004,2024-03-28,1,6,9
P004,2024-03-29,2,6,9
P004,2024-03-30,1,6,9
P004,2024-03-31,1,6,9
P004,2024-04-01,1,6,9
P004,2024-04-02,3,6,9
P004,2024-04-03,4,6,9
P004,2024-04-04,4,6,9
P004,2024-04-05,1,6,9
P004,2024-04-06,4,6,9
P004,2024-04-07,2,6,9
P004,2024-04-08,3,6,9
P004,2024-04-09,2,6,9
P004,2024-04-10,1,6,9
P004,2024-04-11,4,6,9
P004,2024-04-12,4,6,9
P004,2024-04-13,2,6,9
P004,2024-04-14,3,6,9
P004,2024-04-15,2,6,9
P004,2024-04-16,2,6,9
P004,2024-04-17,1,6,9
P004,2024-04-18,2,6,9
P004,2024-04-19,4,6,9
P004,2024-04-20,4,6,9
P004,2024-04-21,1,6,9
P004,2024-04-22,2,6,9
P004,2024-04-23,2,6,9
P004,2024-04-24,3,6,9
P004,2024-04-25,1,6,9
P004,2024-04-26,4,6,9
P004,2024-04-27,1,6,9
P004,2024-04-28,4,6,9
P004,2024-04-29,4,6,9
P004,2024-04-30,4,6,9
P004,2024-05-01,4,6,9
P004,2024-05-02,3,6,9
P004,2024-05-03,3,6,9
P004,2024-05-04,4,6,9
P004,2024-05-05,4,6,9
P004,2024-05-06,1,6,9
P004,2024-05-07,3,6,9
P004,2024-05-08,2,6,9
P004,2024-05-09,2,6,9
P004,2024-05-10,1,6,9
P004,2024-05-11,3,6,9
P004,2024-05-12,4,6,9
P004,2024-05-13,2,6,9
P004,2024-05-14,2,6,9
P004,2024-05-15,2,6,9
P004,2024-05-16,4,6,9
P004,2024-05-17,2,6,9
P004,2024-05-18,1,6,9
P004,2024-05-19,2,6,9
P004,2024-05-20,4,6,9
P004,2024-05-21,4,6,9
P004,2024-05-22,2,6,9
P004,2024-05-23,4,6,9
P004,2024-05-24,1,6,9
P004,2024-05-25,4,6,9
P004,2024-05-26,2,6,9
P004,2024-05-27,4,6,9
P004,2024-05-28,2,6,9
P004,2024-05-29,1,6,9
P004,2024-05-30,1,6,9
P004,2024-05-31,4,6,9
P004,2024-06-01,1,6,9
P004,2024-06-02,3,6,9
P004,2024-06-03,3,6,9
P004,2024-06-04,3,6,9
P004,2024-06-05,3,6,9
P004,2024-06-06,3,6,9
P004,2024-06-07,3,6,9
P004,2024-06-08,3,6,9
P004,2024-06-09,2,6,9
P004,2024-06-10,2,6,9
P004,2024-06-11,4,6,9
P004,2024-06-12,4,6,9
P004,2024-06-13,3,6,9
P004,2024-06-14,4,6,9
P004,2024-06-15,2,6,9
P004,2024-06-16,1,6,9
P004,2024-06-17,4,6,9
P004,2024-06-18,1,6,9
P004,2024-06-19,2,6,9
P004,2024-06-20,3,6,9
P004,2024-06-21,1,6,9
P004,2024-06-22,4,6,9
P004,2024-06-23,3,6,9
P004,2024-06-24,4,6,9
P004,2024-06-25,3,6,9
P004,2024-06-26,2,6,9
P004,2024-06-27,3,6,9
P004,2024-06-28,3,6,9
P004,2024-06-29,3,6,9
P004,2024-06-30,1,6,9
P004,2024-07-01,2,6,9
P004,2024-07-02,2,6,9
P004,2024-07-03,1,6,9
P004,2024-07-04,1,6,9
P004,2024-07-05,2,6,9
P004,2024-07-06,2,6,9
P004,2024-07-07,4,6,9
P004,2024-07-08,1,6,9
P004,2024-07-09,2,6,9
P004,2024-07-10,1,6,9
P004,2024-07-11,1,6,9
P004,2024-07-12,4,6,9
P004,2024-07-13,1,6,9
P004,2024-07-14,3,6,9
P004,2024-07-15,2,6,9
P004,2024-07-16,3,6,9
P004,2024-07-17,3,6,9
P004,2024-07-18,4,6,9
P004,2024-07-19,4,6,9
P004,2024-07-20,1,6,9
P004,2024-07-21,4,6,9
P004,2024-07-22,4,6,9
P004,2024-07-23,1,6,9
P004,2024-07-24,3,6,9
P004,2024-07-25,3,6,9
P004,2024-07-26,4,6,9
P004,2024-07-27,3,6,9
P004,2024-07-28,2,6,9
P004,2024-07-29,3,6,9
P004,2024-07-30,3,6,9
P004,2024-07-31,4,6,9
P004,2024-08-01,1,6,9
P004,2024-08-02,2,6,9
P004,2024-08-03,4,6,9
P004,2024-08-04,1,6,9
P004,2024-08-05,2,6,9
P004,2024-08-06,1,6,9
P004,2024-08-07,3,6,9
P004,2024-08-08,2,6,9
P004,2024-08-09,1,6,9
P004,2024-08-10,2,6,9
P004,2024-08-11,2,6,9
P004,2024-08-12,3,6,9
P004,2024-08-13,4,6,9
P004,2024-08-14,1,6,9
P004,2024-08-15,3,6,9
P004,2024-08-16,4,6,9
P004,2024-08-17,3,6,9
P004,2024-08-18,2,6,9
P004,2024-08-19,3,6,9
P004,2024-08-20,1,6,9
P004,2024-08-21,4,6,9
P004,2024-08-22,3,6,9
P004,2024-08-23,4,6,9
P004,2024-08-24,3,6,9
P004,2024-08-25,4,6,9
P004,2024-08-26,3,6,9
P004,2024-08-27,2,6,9
P004,2024-08-28,4,6,9
P004,2024-08-29,4,6,9
P004,2024-08-30,1,6,9
P004,2024-08-31,2,6,9
P004,2024-09-01,2,6,9
P004,2024-09-02,1,6,9
P004,2024-09-03,3,6,9
P004,2024-09-04,1,6,9
P004,2024-09-05,3,6,9
P004,2024-09-06,4,6,9
P004,2024-09-07,1,6,9
P004,2024-09-08,2,6,9
P004,2024-09-09,3,6,9
P004,2024-09-10,2,6,9
P004,2024-09-11,3,6,9
P004,2024-09-12,1,6,9
P004,2024-09-13,1,6,9
P004,2024-09-14,1,6,9
P004,2024-09-15,3,6,9
P004,2024-09-16,2,6,9
P004,2024-09-17,4,6,9
P004,2024-09-18,2,6,9
P004,2024-09-19,3,6,9
P004,2024-09-20,1,6,9
P004,2024-09-21,4,6,9
P004,2024-09-22,3,6,9
P004,2024-09-23,4,6,9
P004,2024-09-24,4,6,9
P004,2024-09-25,4,6,9
P004,2024-09-26,4,6,9
P004,2024-09-27,3,6,9
P004,2024-09-28,1,6,9
P004,2024-09-29,2,6,9
P004,2024-09-30,1,6,9
P004,2024-10-01,1,6,9
P004,2024-10-02,2,6,9
P004,2024-10-03,4,6,9
P004,2024-10-04,4,6,9
P004,2024-10-05,1,6,9
P004,2024-10-06,1,6,9
P004,2024-10-07,2,6,9
P004,2024-10-08,3,6,9
P004,2024-10-09,3,6,9
P004,2024-10-10,1,6,9
P004,2024-10-11,2,6,9
P004,2024-10-12,2,6,9
P004,2024-10-13,3,6,9
P004,2024-10-14,1,6,9
P004,2024-10-15,3,6,9
P004,2024-10-16,3,6,9
P004,2024-10-17,1,6,9
P004,2024-10-18,2,6,9
P004,2024-10-19,1,6,9
P004,2024-10-20,1,6,9
P004,2024-10-21,3,6,9
P004,2024-10-22,3,6,9
P004,2024-10-23,2,6,9
P004,2024-10-24,3,6,9
P004,2024-10-25,2,6,9
P004,2024-10-26,1,6,9
P004,2024-10-27,1,6,9
P004,2024-10-28,4,6,9
P004,2024-10-29,1,6,9
P004,2024-10-30,1,6,9
P004,2024-10-31,3,6,9
P004,2024-11-01,1,6,9
P004,2024-11-02,2,6,9
P004,2024-11-03,4,6,9
P004,2024-11-04,1,6,9
P004,2024-11-05,4,6,9
P004,2024-11-06,2,6,9
P004,2024-11-07,1,6,9
P004,2024-11-08,1,6,9
P004,2024-11-09,1,6,9
P004,2024-11-10,4,6,9
P004,2024-11-11,2,6,9
P004,2024-11-12,1,6,9
P004,2024-11-13,2,6,9
P004,2024-11-14,2,6,9
P004,2024-11-15,4,6,9
P004,2024-11-16,2,6,9
P004,2024-11-17,1,6,9
P004,2024-11-18,4,6,9
P004,2024-11-19,2,6,9
P004,2024-11-20,3,6,9
P004,2024-11-21,3,6,9
P004,2024-11-22,2,6,9
P004,2024-11-23,4,6,9
P004,2024-11-24,2,6,9
P004,2024-11-25,1,6,9
P004,2024-11-26,2,6,9
P004,2024-11-27,3,6,9
P004,2024-11-28,1,6,9
P004,2024-11-29,1,6,9
P004,2024-11-30,1,6,9
P004,2024-12-01,2,6,9
P004,2024-12-02,4,6,9
P004,2024-12-03,4,6,9
P004,2024-12-04,3,6,9
P004,2024-12-05,1,6,9
P004,2024-12-06,4,6,9
P004,2024-12-07,2,6,9
P004,2024-12-08,1,6,9
P004,2024-12-09,3,6,9
P004,2024-12-10,1,6,9
P004,2024-12-11,3,6,9
P004,2024-12-12,3,6,9
P004,2024-12-13,2,6,9
P004,2024-12-14,2,6,9
P004,2024-12-15,1,6,9
P004,2024-12-16,3,6,9
P004,2024-12-17,3,6,9
P004,2024-12-18,1,6,9
P004,2024-12-19,3,6,9
P004,2024-12-20,3,6,9
P004,2024-12-21,4,6,9
P004,2024-12-22,1,6,9
P004,2024-12-23,2,6,9
P004,2024-12-24,1,6,9
P004,2024-12-25,1,6,9
P004,2024-12-26,1,6,9
P004,2024-12-27,1,6,9
P004,2024-12-28,2,6,9
P004,2024-12-29,1,6,9
P004,2024-12-30,4,6,9
P004,2024-12-31,1,6,9
P005,2023-01-01,3,7,10
P005,2023-01-02,5,7,10
P005,2023-01-03,2,7,10
P005,2023-01-04,3,7,10
P005,2023-01-05,5,7,10
P005,2023-01-06,2,7,10
P005,2023-01-07,5,7,10
P005,2023-01-08,3,7,10
P005,2023-01-09,3,7,10
P005,2023-01-10,3,7,10
P005,2023-01-11,4,7,10
P005,2023-01-12,3,7,10
P005,2023-01-13,5,7,10
P005,2023-01-14,5,7,10
P005,2023-01-15,3,7,10
P005,2023-01-16,3,7,10
P005,2023-01-17,5,7,10
P005,2023-01-18,4,7,10
P005,2023-01-19,2,7,10
P005,2023-01-20,2,7,10
P005,2023-01-21,3,7,10
P005,2023-01-22,2,7,10
P005,2023-01-23,4,7,10
P005,2023-01-24,3,7,10
P005,2023-01-25,4,7,10
P005,2023-01-26,4,7,10
P005,2023-01-27,4,7,10
P005,2023-01-28,5,7,10
P005,2023-01-29,4,7,10
P005,2023-01-30,5,7,10
P005,2023-01-31,2,7,10
P005,2023-02-01,5,7,10
P005,2023-02-02,3,7,10
P005,2023-02-03,5,7,10
P005,2023-02-04,2,7,10
P005,2023-02-05,3,7,10
P005,2023-02-06,5,7,10
P005,2023-02-07,3,7,10
P005,2023-02-08,4,7,10
P005,2023-02-09,2,7,10
P005,2023-02-10,5,7,10
P005,2023-02-11,4,7,10
P005,2023-02-12,5,7,10
P005,2023-02-13,3,7,10
P005,2023-02-14,3,7,10
P005,2023-02-15,4,7,10
P005,2023-02-16,5,7,10
P005,2023-02-17,5,7,10
P005,2023-02-18,3,7,10
P005,2023-02-19,4,7,10
P005,2023-02-20,3,7,10
P005,2023-02-21,2,7,10
P005,2023-02-22,4,7,10
P005,2023-02-23,3,7,10
P005,2023-02-24,5,7,10
P005,2023-02-25,5,7,10
P005,2023-02-26,5,7,10
P005,2023-02-27,4,7,10
P005,2023-02-28,5,7,10
P005,2023-03-01,2,7,10
P005,2023-03-02,2,7,10
P005,2023-03-03,2,7,10
P005,2023-03-04,4,7,10
P005,2023-03-05,5,7,10
P005,2023-03-06,5,7,10
P005,2023-03-07,3,7,10
P005,2023-03-08,2,7,10
P005,2023-03-09,4,7,10
P005,2023-03-10,3,7,10
P005,2023-03-11,4,7,10
P005,2023-03-12,3,7,10
P005,2023-03-13,2,7,10
P005,2023-03-14,4,7,10
P005,2023-03-15,4,7,10
P005,2023-03-16,2,7,10
P005,2023-03-17,5,7,10
P005,2023-03-18,3,7,10
P005,2023-03-19,3,7,10
P005,2023-03-20,4,7,10
P005,2023-03-21,4,7,10
P005,2023-03-22,3,7,10
P005,2023-03-23,5,7,10
P005,2023-03-24,4,7,10
P005,2023-03-25,5,7,10
P005,2023-03-26,4,7,10
P005,2023-03-27,2,7,10
P005,2023-03-28,2,7,10
P005,2023-03-29,5,7,10
P005,2023-03-30,4,7,10
P005,2023-03-31,5,7,10
P005,2023-04-01,3,7,10
P005,2023-04-02,5,7,10
P005,2023-04-03,3,7,10
P005,2023-04-04,3,7,10
P005,2023-04-05,5,7,10
P005,2023-04-06,4,7,10
P005,2023-04-07,3,7,10
P005,2023-04-08,2,7,10
P005,2023-04-09,3,7,10
P005,2023-04-10,3,7,10
P005,2023-04-11,2,7,10
P005,2023-04-12,3,7,10
P005,2023-04-13,5,7,10
P005,2023-04-14,2,7,10
P005,2023-04-15,4,7,10
P005,2023-04-16,5,7,10
P005,2023-04-17,5,7,10
P005,2023-04-18,3,7,10
P005,2023-04-19,5,7,10
P005,2023-04-20,2,7,10
P005,2023-04-21,3,7,10
P005,2023-04-22,3,7,10
P005,2023-04-23,5,7,10
P005,2023-04-24,3,7,10
P005,2023-04-25,4,7,10
P005,2023-04-26,3,7,10
P005,2023-04-27,4,7,10
P005,2023-04-28,3,7,10
P005,2023-04-29,3,7,10
P005,2023-04-30,3,7,10
P005,2023-05-01,2,7,10
P005,2023-05-02,4,7,10
P005,2023-05-03,5,7,10
P005,2023-05-04,5,7,10
P005,2023-05-05,3,7,10
P005,2023-05-06,4,7,10
P005,2023-05-07,4,7,10
P005,2023-05-08,4,7,10
P005,2023-05-09,5,7,10
P005,2023-05-10,3,7,10
P005,2023-05-11,3,7,10
P005,2023-05-12,5,7,10
P005,2023-05-13,2,7,10
P005,2023-05-14,5,7,10
P005,2023-05-15,5,7,10
P005,2023-05-16,5,7,10
P005,2023-05-17,5,7,10
P005,2023-05-18,3,7,10
P005,2023-05-19,5,7,10
P005,2023-05-20,3,7,10
P005,2023-05-21,4,7,10
P005,2023-05-22,4,7,10
P005,2023-05-23,5,7,10
P005,2023-05-24,2,7,10
P005,2023-05-25,2,7,10
P005,2023-05-26,5,7,10
P005,2023-05-27,5,7,10
P005,2023-05-28,4,7,10
P005,2023-05-29,4,7,10
P005,2023-05-30,5,7,10
P005,2023-05-31,3,7,10
P005,2023-06-01,3,7,10
P005,2023-06-02,2,7,10
P005,2023-06-03,5,7,10
P005,2023-06-04,2,7,10
P005,2023-06-05,4,7,10
P005,2023-06-06,5,7,10
P005,2023-06-07,5,7,10
P005,2023-06-08,4,7,10
P005,2023-06-09,2,7,10
P005,2023-06-10,2,7,10
P005,2023-06-11,4,7,10
P005,2023-06-12,2,7,10
P005,2023-06-13,4,7,10
P005,2023-06-14,3,7,10
P005,2023-06-15,2,7,10
P005,2023-06-16,4,7,10
P005,2023-06-17,5,7,10
P005,2023-06-18,3,7,10
P005,2023-06-19,2,7,10
P005,2023-06-20,4,7,10
P005,2023-06-21,2,7,10
P005,2023-06-22,5,7,10
P005,2023-06-23,4,7,10
P005,2023-06-24,5,7,10
P005,2023-06-25,4,7,10
P005,2023-06-26,2,7,10
P005,2023-06-27,2,7,10
P005,2023-06-28,5,7,10
P005,2023-06-29,3,7,10
P005,2023-06-30,5,7,10
P005,2023-07-01,2,7,10
P005,2023-07-02,5,7,10
P005,2023-07-03,5,7,10
P005,2023-07-04,5,7,10
P005,2023-07-05,3,7,10
P005,2023-07-06,5,7,10
P005,2023-07-07,2,7,10
P005,2023-07-08,5,7,10
P005,2023-07-09,3,7,10
P005,2023-07-10,3,7,10
P005,2023-07-11,5,7,10
P005,2023-07-12,2,7,10
P005,2023-07-13,4,7,10
P005,2023-07-14,4,7,10
P005,2023-07-15,3,7,10
P005,2023-07-16,2,7,10
P005,2023-07-17,5,7,10
P005,2023-07-18,3,7,10
P005,2023-07-19,3,7,10
P005,2023-07-20,4,7,10
P005,2023-07-21,2,7,10
P005,2023-07-22,4,7,10
P005,2023-07-23,4,7,10
P005,2023-07-24,4,7,10
P005,2023-07-25,5,7,10
P005,2023-07-26,2,7,10
P005,2023-07-27,5,7,10
P005,2023-07-28,2,7,10
P005,2023-07-29,5,7,10
P005,2023-07-30,5,7,10
P005,2023-07-31,4,7,10
P005,2023-08-01,2,7,10
P005,2023-08-02,3,7,10
P005,2023-08-03,5,7,10
P005,2023-08-04,2,7,10
P005,2023-08-05,4,7,10
P005,2023-08-06,4,7,10
P005,2023-08-07,5,7,10
P005,2023-08-08,2,7,10
P005,2023-08-09,5,7,10
P005,2023-08-10,2,7,10
P005,2023-08-11,4,7,10
P005,2023-08-12,4,7,10
P005,2023-08-13,4,7,10
P005,2023-08-14,3,7,10
P005,2023-08-15,2,7,10
P005,2023-08-16,3,7,10
P005,2023-08-17,4,7,10
P005,2023-08-18,4,7,10
P005,2023-08-19,5,7,10
P005,2023-08-20,4,7,10
P005,2023-08-21,3,7,10
P005,2023-08-22,4,7,10
P005,2023-08-23,3,7,10
P005,2023-08-24,4,7,10
P005,2023-08-25,5,7,10
P005,2023-08-26,2,7,10
P005,2023-08-27,3,7,10
P005,2023-08-28,4,7,10
P005,2023-08-29,4,7,10
P005,2023-08-30,4,7,10
P005,2023-08-31,3,7,10
P005,2023-09-01,3,7,10
P005,2023-09-02,2,7,10
P005,2023-09-03,4,7,10
P005,2023-09-04,5,7,10
P005,2023-09-05,3,7,10
P005,2023-09-06,3,7,10
P005,2023-09-07,5,7,10
P005,2023-09-08,2,7,10
P005,2023-09-09,2,7,10
P005,2023-09-10,5,7,10
P005,2023-09-11,3,7,10
P005,2023-09-12,4,7,10
P005,2023-09-13,3,7,10
P005,2023-09-14,2,7,10
P005,2023-09-15,3,7,10
P005,2023-09-16,4,7,10
P005,2023-09-17,2,7,10
P005,2023-09-18,3,7,10
P005,2023-09-19,3,7,10
P005,2023-09-20,3,7,10
P005,2023-09-21,3,7,10
P005,2023-09-22,3,7,10
P005,2023-09-23,4,7,10
P005,2023-09-24,2,7,10
P005,2023-09-25,5,7,10
P005,2023-09-26,5,7,10
P005,2023-09-27,2,7,10
P005,2023-09-28,2,7,10
P005,2023-09-29,5,7,10
P005,2023-09-30,4,7,10
P005,2023-10-01,5,7,10
P005,2023-10-02,4,7,10
P005,2023-10-03,4,7,10
P005,2023-10-04,3,7,10
P005,2023-10-05,3,7,10
P005,2023-10-06,2,7,10
P005,2023-10-07,5,7,10
P005,2023-10-08,2,7,10
P005,2023-10-09,2,7,10
P005,2023-10-10,2,7,10
P005,2023-10-11,4,7,10
P005,2023-10-12,5,7,10
P005,2023-10-13,4,7,10
P005,2023-10-14,5,7,10
P005,2023-10-15,3,7,10
P005,2023-10-16,4,7,10
P005,2023-10-17,5,7,10
P005,2023-10-18,5,7,10
P005,2023-10-19,5,7,10
P005,2023-10-20,4,7,10
P005,2023-10-21,4,7,10
P005,2023-10-22,2,7,10
P005,2023-10-23,5,7,10
P005,2023-10-24,2,7,10
P005,2023-10-25,2,7,10
P005,2023-10-26,2,7,10
P005,2023-10-27,3,7,10
P005,2023-10-28,4,7,10
P005,2023-10-29,4,7,10
P005,2023-10-30,2,7,10
P005,2023-10-31,4,7,10
P005,2023-11-01,3,7,10
P005,2023-11-02,3,7,10
P005,2023-11-03,3,7,10
P005,2023-11-04,4,7,10
P005,2023-11-05,4,7,10
P005,2023-11-06,5,7,10
P005,2023-11-07,3,7,10
P005,2023-11-08,5,7,10
P005,2023-11-09,4,7,10
P005,2023-11-10,4,7,10
P005,2023-11-11,4,7,10
P005,2023-11-12,5,7,10
P005,2023-11-13,5,7,10
P005,2023-11-14,2,7,10
P005,2023-11-15,5,7,10
P005,2023-11-16,2,7,10
P005,2023-11-17,2,7,10
P005,2023-11-18,5,7,10
P005,2023-11-19,2,7,10
P005,2023-11-20,5,7,10
P005,2023-11-21,2,7,10
P005,2023-11-22,4,7,10
P005,2023-11-23,5,7,10
P005,2023-11-24,2,7,10
P005,2023-11-25,4,7,10
P005,2023-11-26,4,7,10
P005,2023-11-27,5,7,10
P005,2023-11-28,5,7,10
P005,2023-11-29,4,7,10
P005,2023-11-30,2,7,10
P005,2023-12-01,4,7,10
P005,2023-12-02,3,7,10
P005,2023-12-03,2,7,10
P005,2023-12-04,2,7,10
P005,2023-12-05,3,7,10
P005,2023-12-06,3,7,10
P005,2023-12-07,4,7,10
P005,2023-12-08,2,7,10
P005,2023-12-09,5,7,10
P005,2023-12-10,4,7,10
P005,2023-12-11,4,7,10
P005,2023-12-12,2,7,10
P005,2023-12-13,2,7,10
P005,2023-12-14,3,7,10
P005,2023-12-15,3,7,10
P005,2023-12-16,4,7,10
P005,2023-12-17,2,7,10
P005,2023-12-18,2,7,10
P005,2023-12-19,3,7,10
P005,2023-12-20,4,7,10
P005,2023-12-21,5,7,10
P005,2023-12-22,4,7,10
P005,2023-12-23,2,7,10
P005,2023-12-24,5,7,10
P005,2023-12-25,3,7,10
P005,2023-12-26,4,7,10
P005,2023-12-27,2,7,10
P005,2023-12-28,4,7,10
P005,2023-12-29,2,7,10
P005,2023-12-30,2,7,10
P005,2023-12-31,3,7,10
P005,2024-01-01,4,7,10
P005,2024-01-02,2,7,10
P005,2024-01-03,2,7,10
P005,2024-01-04,2,7,10
P005,2024-01-05,3,7,10
P005,2024-01-06,4,7,10
P005,2024-01-07,4,7,10
P005,2024-01-08,2,7,10
P005,2024-01-09,3,7,10
P005,2024-01-10,5,7,10
P005,2024-01-11,2,7,10
P005,2024-01-12,5,7,10
P005,2024-01-13,5,7,10
P005,2024-01-14,3,7,10
P005,2024-01-15,5,7,10
P005,2024-01-16,5,7,10
P005,2024-01-17,5,7,10
P005,2024-01-18,3,7,10
P005,2024-01-19,2,7,10
P005,2024-01-20,5,7,10
P005,2024-01-21,3,7,10
P005,2024-01-22,3,7,10
P005,2024-01-23,4,7,10
P005,2024-01-24,3,7,10
P005,2024-01-25,4,7,10
P005,2024-01-26,5,7,10
P005,2024-01-27,2,7,10
P005,2024-01-28,2,7,10
P005,2024-01-29,5,7,10
P005,2024-01-30,2,7,10
P005,2024-01-31,5,7,10
P005,2024-02-01,3,7,10
P005,2024-02-02,3,7,10
P005,2024-02-03,5,7,10
P005,2024-02-04,2,7,10
P005,2024-02-05,2,7,10
P005,2024-02-06,3,7,10
P005,2024-02-07,5,7,10
P005,2024-02-08,3,7,10
P005,2024-02-09,3,7,10
P005,2024-02-10,3,7,10
P005,2024-02-11,5,7,10
P005,2024-02-12,5,7,10
P005,2024-02-13,5,7,10
P005,2024-02-14,3,7,10
P005,2024-02-15,5,7,10
P005,2024-02-16,5,7,10
P005,2024-02-17,3,7,10
P005,2024-02-18,2,7,10
P005,2024-02-19,5,7,10
P005,2024-02-20,2,7,10
P005,2024-02-21,3,7,10
P005,2024-02-22,5,7,10
P005,2024-02-23,2,7,10
P005,2024-02-24,5,7,10
P005,2024-02-25,3,7,10
P005,2024-02-26,5,7,10
P005,2024-02-27,2,7,10
P005,2024-02-28,4,7,10
P005,2024-02-29,5,7,10
P005,2024-03-01,5,7,10
P005,2024-03-02,3,7,10
P005,2024-03-03,3,7,10
P005,2024-03-04,5,7,10
P005,2024-03-05,4,7,10
P005,2024-03-06,3,7,10
P005,2024-03-07,3,7,10
P005,2024-03-08,2,7,10
P005,2024-03-09,4,7,10
P005,2024-03-10,2,7,10
P005,2024-03-11,5,7,10
P005,2024-03-12,4,7,10
P005,2024-03-13,2,7,10
P005,2024-03-14,4,7,10
P005,2024-03-15,2,7,10
P005,2024-03-16,5,7,10
P005,2024-03-17,2,7,10
P005,2024-03-18,5,7,10
P005,2024-03-19,2,7,10
P005,2024-03-20,2,7,10
P005,2024-03-21,4,7,10
P005,2024-03-22,3,7,10
P005,2024-03-23,4,7,10
P005,2024-03-24,4,7,10
P005,2024-03-25,3,7,10
P005,2024-03-26,4,7,10
P005,2024-03-27,4,7,10
P005,2024-03-28,4,7,10
P005,2024-03-29,5,7,10
P005,2024-03-30,5,7,10
P005,2024-03-31,5,7,10
P005,2024-04-01,4,7,10
P005,2024-04-02,3,7,10
P005,2024-04-03,2,7,10
P005,2024-04-04,2,7,10
P005,2024-04-05,3,7,10
P005,2024-04-06,2,7,10
P005,2024-04-07,2,7,10
P005,2024-04-08,4,7,10
P005,2024-04-09,3,7,10
P005,2024-04-10,2,7,10
P005,2024-04-11,3,7,10
P005,2024-04-12,2,7,10
P005,2024-04-13,5,7,10
P005,2024-04-14,5,7,10
P005,2024-04-15,2,7,10
P005,2024-04-16,2,7,10
P005,2024-04-17,2,7,10
P005,2024-04-18,5,7,10
P005,2024-04-19,2,7,10
P005,2024-04-20,2,7,10
P005,2024-04-21,3,7,10
P005,2024-04-22,5,7,10
P005,2024-04-23,5,7,10
P005,2024-04-24,4,7,10
P005,2024-04-25,3,7,10
P005,2024-04-26,4,7,10
P005,2024-04-27,3,7,10
P005,2024-04-28,3,7,10
P005,2024-04-29,3,7,10
P005,2024-04-30,5,7,10
P005,2024-05-01,2,7,10
P005,2024-05-02,5,7,10
P005,2024-05-03,4,7,10
P005,2024-05-04,3,7,10
P005,2024-05-05,5,7,10
P005,2024-05-06,2,7,10
P005,2024-05-07,3,7,10
P005,2024-05-08,3,7,10
P005,2024-05-09,5,7,10
P005,2024-05-10,5,7,10
P005,2024-05-11,5,7,10
P005,2024-05-12,4,7,10
P005,2024-05-13,2,7,10
P005,2024-05-14,4,7,10
P005,2024-05-15,2,7,10
P005,2024-05-16,5,7,10
P005,2024-05-17,4,7,10
P005,2024-05-18,2,7,10
P005,2024-05-19,2,7,10
P005,2024-05-20,4,7,10
P005,2024-05-21,5,7,10
P005,2024-05-22,5,7,10
P005,2024-05-23,2,7,10
P005,2024-05-24,4,7,10
P005,2024-05-25,5,7,10
P005,2024-05-26,4,7,10
P005,2024-05-27,5,7,10
P005,2024-05-28,3,7,10
P005,2024-05-29,5,7,10
P005,2024-05-30,4,7,10
P005,2024-05-31,2,7,10
P005,2024-06-01,5,7,10
P005,2024-06-02,2,7,10
P005,2024-06-03,2,7,10
P005,2024-06-04,5,7,10
P005,2024-06-05,3,7,10
P005,2024-06-06,2,7,10
P005,2024-06-07,5,7,10
P005,2024-06-08,4,7,10
P005,2024-06-09,3,7,10
P005,2024-06-10,3,7,10
P005,2024-06-11,2,7,10
P005,2024-06-12,4,7,10
P005,2024-06-13,5,7,10
P005,2024-06-14,4,7,10
P005,2024-06-15,5,7,10
P005,2024-06-16,3,7,10
P005,2024-06-17,3,7,10
P005,2024-06-18,2,7,10
P005,2024-06-19,3,7,10
P005,2024-06-20,4,7,10
P005,2024-06-21,5,7,10
P005,2024-06-22,2,7,10
P005,2024-06-23,5,7,10
P005,2024-06-24,3,7,10
P005,2024-06-25,2,7,10
P005,2024-06-26,5,7,10
P005,2024-06-27,2,7,10
P005,2024-06-28,4,7,10
P005,2024-06-29,5,7,10
P005,2024-06-30,4,7,10
P005,2024-07-01,3,7,10
P005,2024-07-02,2,7,10
P005,2024-07-03,3,7,10
P005,2024-07-04,5,7,10
P005,2024-07-05,4,7,10
P005,2024-07-06,5,7,10
P005,2024-07-07,3,7,10
P005,2024-07-08,5,7,10
P005,2024-07-09,2,7,10
P005,2024-07-10,2,7,10
P005,2024-07-11,3,7,10
P005,2024-07-12,5,7,10
P005,2024-07-13,2,7,10
P005,2024-07-14,2,7,10
P005,2024-07-15,5,7,10
P005,2024-07-16,2,7,10
P005,2024-07-17,2,7,10
P005,2024-07-18,5,7,10
P005,2024-07-19,5,7,10
P005,2024-07-20,4,7,10
P005,2024-07-21,4,7,10
P005,2024-07-22,2,7,10
P005,2024-07-23,2,7,10
P005,2024-07-24,2,7,10
P005,2024-07-25,5,7,10
P005,2024-07-26,4,7,10
P005,2024-07-27,2,7,10
P005,2024-07-28,5,7,10
P005,2024-07-29,5,7,10
P005,2024-07-30,5,7,10
P005,2024-07-31,3,7,10
P005,2024-08-01,4,7,10
