survey_id,customer_id,survey_date,nps_score,csat_score,country,comment
SV00374,C00406,2024-09-10,8,4,DK,"God service, men kan forbedres"
SV00375,C00137,2024-09-13,9,5,DK,Fremragende service og hurtig respons
SV00376,C00060,2024-09-08,10,5,DK,Fremragende service og hurtig respons
SV00377,C00272,2024-09-25,10,5,DK,Fremragende service og hurtig respons
SV00378,C00566,2024-09-04,7,3,DK,"God service, men kan forbedres"
SV00379,C00365,2024-10-07,4,1,DK,Ikke tilfreds med serviceniveauet
SV00380,C00149,2024-10-04,10,4,DK,Fremragende service og hurtig respons
SV00381,C00444,2024-10-13,8,4,DK,"God service, men kan forbedres"
SV00382,C00438,2024-10-12,9,5,DK,Fremragende service og hurtig respons
SV00383,C00063,2024-10-18,2,3,DK,Ikke tilfreds med serviceniveauet
SV00384,C00212,2024-10-07,9,5,DK,Fremragende service og hurtig respons
SV00385,C00466,2024-10-13,8,3,DK,"God service, men kan forbedres"
SV00386,C00667,2024-10-11,7,4,DK,"God service, men kan forbedres"
SV00387,C00348,2024-10-18,9,4,DK,Fremragende service og hurtig respons
SV00388,C00282,2024-10-08,10,5,DK,Fremragende service og hurtig respons
SV00389,C00234,2024-10-06,4,3,DK,Ikke tilfreds med serviceniveauet
SV00390,C00199,2024-10-25,7,3,DK,"God service, men kan forbedres"
SV00391,C00609,2024-10-20,10,4,DK,Fremragende service og hurtig respons
SV00392,C00040,2024-10-12,9,5,DK,Fremragende service og hurtig respons
SV00393,C00182,2024-10-17,10,4,DK,Fremragende service og hurtig respons
SV00394,C00287,2024-10-20,8,3,DK,"God service, men kan forbedres"
SV00395,C00076,2024-10-23,9,4,DK,Fremragende service og hurtig respons
SV00396,C00480,2024-10-09,10,5,DK,Fremragende service og hurtig respons
SV00397,C00581,2024-11-12,8,4,DK,"God service, men kan forbedres"
SV00398,C00636,2024-11-16,10,4,DK,Fremragende service og hurtig respons
SV00399,C00673,2024-11-13,9,4,DK,Fremragende service og hurtig respons
SV00400,C00245,2024-11-07,6,3,DK,Ikke tilfreds med serviceniveauet
SV00401,C00214,2024-11-01,10,5,DK,Fremragende service og hurtig respons
SV00402,C00547,2024-11-13,9,4,DK,Fremragende service og hurtig respons
SV00403,C00124,2024-11-28,7,4,DK,"God service, men kan forbedres"
SV00404,C00432,2024-11-23,10,5,DK,Fremragende service og hurtig respons
SV00405,C00043,2024-11-20,10,4,DK,Fremragende service og hurtig respons
SV00406,C00697,2024-11-16,9,4,DK,Fremragende service og hurtig respons
SV00407,C00463,2024-11-17,5,3,DK,Ikke tilfreds med serviceniveauet
SV00408,C00686,2024-11-22,10,4,DK,Fremragende service og hurtig respons
SV00409,C00399,2024-11-24,8,3,DK,"God service, men kan forbedres"
SV00410,C00229,2024-11-11,8,3,DK,"God service, men kan forbedres"
SV00411,C00071,2024-11-14,9,5,DK,Fremragende service og hurtig respons
SV00412,C00552,2024-11-04,9,5,DK,Fremragende service og hurtig respons
SV00413,C00562,2024-11-28,8,4,DK,"God service, men kan forbedres"
SV00414,C00127,2024-11-23,10,5,DK,Fremragende service og hurtig respons
SV00415,C00037,2024-12-09,7,4,DK,"God service, men kan forbedres"
SV00416,C00746,2024-12-21,10,4,DK,Fremragende service og hurtig respons
SV00417,C00384,2024-12-23,10,5,DK,Fremragende service og hurtig respons
SV00418,C00061,2024-12-07,10,4,DK,Fremragende service og hurtig respons
SV00419,C00480,2024-12-23,10,4,DK,Fremragende service og hurtig respons
SV00420,C00538,2024-12-14,9,4,DK,Fremragende service og hurtig respons
SV00421,C00490,2024-12-11,10,5,DK,Fremragende service og hurtig respons
SV00422,C00455,2024-12-01,10,4,DK,Fremragende service og hurtig respons
SV00423,C00570,2024-12-25,8,4,DK,"God service, men kan forbedres"
SV00424,C00762,2024-12-23,7,4,DK,"God service, men kan forbedres"
SV00425,C00050,2024-12-10,7,3,DK,"God service, men kan forbedres"
SV00426,C00447,2024-12-24,10,4,DK,Fremragende service og hurtig respons
SV00427,C00147,2024-12-12,10,4,DK,Fremragende service og hurtig respons
SV00428,C00733,2024-12-08,9,4,DK,Fremragende service og hurtig respons
SV00429,C00447,2024-12-14,2,1,DK,Ikke tilfreds med serviceniveauet
SV00430,C00597,2024-12-25,8,3,DK,"God service, men kan forbedres"
SV00431,C00750,2024-12-14,9,4,DK,Fremragende service og hurtig respons
SV00432,C00340,2024-12-18,4,3,DK,Ikke tilfreds med serviceniveauet
SV00433,C00967,2023-01-26,10,5,NO,Veldig fornøyd med tjenesten
SV00434,C00982,2023-01-09,3,3,NO,Skuffet over responstiden
SV00435,C01037,2023-01-17,10,4,NO,Veldig fornøyd med tjenesten
SV00436,C00887,2023-01-03,7,4,NO,Grei tjeneste totalt sett
SV00437,C00834,2023-01-19,9,5,NO,Veldig fornøyd med tjenesten
SV00438,C01030,2023-01-26,10,5,NO,Veldig fornøyd med tjenesten
SV00439,C01006,2023-01-04,10,4,NO,Veldig fornøyd med tjenesten
SV00440,C00933,2023-01-01,9,5,NO,Veldig fornøyd med tjenesten
SV00441,C00826,2023-01-08,9,5,NO,Veldig fornøyd med tjenesten
SV00442,C00836,2023-01-06,8,4,NO,Grei tjeneste totalt sett
SV00443,C00885,2023-01-02,8,3,NO,Grei tjeneste totalt sett
SV00444,C01056,2023-01-04,8,4,NO,Grei tjeneste totalt sett
SV00445,C01043,2023-01-15,2,1,NO,Skuffet over responstiden
SV00446,C00853,2023-01-25,9,5,NO,Veldig fornøyd med tjenesten
SV00447,C00857,2023-01-05,8,4,NO,Grei tjeneste totalt sett
SV00448,C00963,2023-01-15,8,3,NO,Grei tjeneste totalt sett
SV00449,C00889,2023-01-01,10,5,NO,Veldig fornøyd med tjenesten
SV00450,C00807,2023-01-23,10,4,NO,Veldig fornøyd med tjenesten
SV00451,C00959,2023-02-13,9,4,NO,Veldig fornøyd med tjenesten
SV00452,C00938,2023-02-17,8,4,NO,Grei tjeneste totalt sett
SV00453,C01008,2023-02-16,1,2,NO,Skuffet over responstiden
SV00454,C01029,2023-02-02,10,5,NO,Veldig fornøyd med tjenesten
SV00455,C00897,2023-02-17,9,4,NO,Veldig fornøyd med tjenesten
SV00456,C00846,2023-02-14,9,5,NO,Veldig fornøyd med tjenesten
SV00457,C00900,2023-02-11,10,4,NO,Veldig fornøyd med tjenesten
SV00458,C00913,2023-02-13,7,3,NO,Grei tjeneste totalt sett
SV00459,C00837,2023-02-01,10,4,NO,Veldig fornøyd med tjenesten
SV00460,C00834,2023-02-28,9,4,NO,Veldig fornøyd med tjenesten
SV00461,C01031,2023-02-27,8,4,NO,Grei tjeneste totalt sett
SV00462,C00943,2023-02-14,8,4,NO,Grei tjeneste totalt sett
SV00463,C00920,2023-02-21,7,4,NO,Grei tjeneste totalt sett
SV00464,C00932,2023-02-24,5,1,NO,Skuffet over responstiden
SV00465,C01081,2023-02-06,9,5,NO,Veldig fornøyd med tjenesten
SV00466,C00921,2023-02-09,9,5,NO,Veldig fornøyd med tjenesten
SV00467,C00815,2023-02-23,7,4,NO,Grei tjeneste totalt sett
SV00468,C01068,2023-02-15,9,5,NO,Veldig fornøyd med tjenesten
SV00469,C00993,2023-03-11,10,4,NO,Veldig fornøyd med tjenesten
SV00470,C00812,2023-03-04,2,1,NO,Skuffet over responstiden
SV00471,C00982,2023-03-15,9,5,NO,Veldig fornøyd med tjenesten
SV00472,C00872,2023-03-16,9,5,NO,Veldig fornøyd med tjenesten
SV00473,C01099,2023-03-20,8,3,NO,Grei tjeneste totalt sett
SV00474,C00933,2023-03-13,10,5,NO,Veldig fornøyd med tjenesten
SV00475,C00966,2023-03-03,9,4,NO,Veldig fornøyd med tjenesten
SV00476,C00968,2023-03-22,8,3,NO,Grei tjeneste totalt sett
SV00477,C00994,2023-03-18,10,4,NO,Veldig fornøyd med tjenesten
SV00478,C00807,2023-03-08,2,2,NO,Skuffet over responstiden
SV00479,C00965,2023-03-02,8,3,NO,Grei tjeneste totalt sett
SV00480,C00982,2023-03-22,10,4,NO,Veldig fornøyd med tjenesten
SV00481,C00986,2023-03-03,10,5,NO,Veldig fornøyd med tjenesten
SV00482,C01075,2023-03-03,7,4,NO,Grei tjeneste totalt sett
SV00483,C00823,2023-03-09,10,4,NO,Veldig fornøyd med tjenesten
SV00484,C00899,2023-03-27,9,5,NO,Veldig fornøyd med tjenesten
SV00485,C01074,2023-03-09,8,4,NO,Grei tjeneste totalt sett
SV00486,C01122,2023-03-21,9,4,NO,Veldig fornøyd med tjenesten
SV00487,C01125,2023-04-26,7,3,NO,Grei tjeneste totalt sett
SV00488,C00801,2023-04-26,10,5,NO,Veldig fornøyd med tjenesten
SV00489,C00855,2023-04-24,9,4,NO,Veldig fornøyd med tjenesten
SV00490,C01100,2023-04-09,9,4,NO,Veldig fornøyd med tjenesten
SV00491,C01106,2023-04-24,8,3,NO,Grei tjeneste totalt sett
SV00492,C01061,2023-04-18,10,4,NO,Veldig fornøyd med tjenesten
SV00493,C01033,2023-04-20,10,4,NO,Veldig fornøyd med tjenesten
SV00494,C01068,2023-04-25,6,2,NO,Skuffet over responstiden
SV00495,C01006,2023-04-22,9,4,NO,Veldig fornøyd med tjenesten
SV00496,C01080,2023-04-17,7,4,NO,Grei tjeneste totalt sett
SV00497,C00794,2023-04-08,0,3,NO,Skuffet over responstiden
SV00498,C01055,2023-04-17,9,5,NO,Veldig fornøyd med tjenesten
SV00499,C01123,2023-04-18,9,5,NO,Veldig fornøyd med tjenesten
SV00500,C00927,2023-04-17,9,4,NO,Veldig fornøyd med tjenesten
SV00501,C00939,2023-04-01,7,3,NO,Grei tjeneste totalt sett
SV00502,C00811,2023-04-23,9,5,NO,Veldig fornøyd med tjenesten
SV00503,C00947,2023-04-18,9,4,NO,Veldig fornøyd med tjenesten
SV00504,C01107,2023-04-13,7,4,NO,Grei tjeneste totalt sett
SV00505,C00940,2023-05-14,10,5,NO,Veldig fornøyd med tjenesten
SV00506,C01126,2023-05-05,9,4,NO,Veldig fornøyd med tjenesten
SV00507,C01010,2023-05-24,10,4,NO,Veldig fornøyd med tjenesten
SV00508,C01019,2023-05-25,7,3,NO,Grei tjeneste totalt sett
SV00509,C01115,2023-05-27,6,2,NO,Skuffet over responstiden
SV00510,C01086,2023-05-17,10,5,NO,Veldig fornøyd med tjenesten
SV00511,C00803,2023-05-03,7,4,NO,Grei tjeneste totalt sett
SV00512,C00906,2023-05-28,9,4,NO,Veldig fornøyd med tjenesten
SV00513,C01023,2023-05-08,9,5,NO,Veldig fornøyd med tjenesten
SV00514,C01056,2023-05-12,10,5,NO,Veldig fornøyd med tjenesten
SV00515,C01008,2023-05-23,6,1,NO,Skuffet over responstiden
SV00516,C01053,2023-05-13,8,4,NO,Grei tjeneste totalt sett
SV00517,C00797,2023-05-21,9,4,NO,Veldig fornøyd med tjenesten
SV00518,C00956,2023-05-10,8,3,NO,Grei tjeneste totalt sett
SV00519,C01136,2023-05-08,8,4,NO,Grei tjeneste totalt sett
SV00520,C00977,2023-05-04,10,5,NO,Veldig fornøyd med tjenesten
SV00521,C01091,2023-05-02,10,4,NO,Veldig fornøyd med tjenesten
SV00522,C00852,2023-05-11,7,3,NO,Grei tjeneste totalt sett
SV00523,C00838,2023-06-09,10,5,NO,Veldig fornøyd med tjenesten
SV00524,C01044,2023-06-17,9,5,NO,Veldig fornøyd med tjenesten
SV00525,C00808,2023-06-07,9,5,NO,Veldig fornøyd med tjenesten
SV00526,C00930,2023-06-17,7,4,NO,Grei tjeneste totalt sett
SV00527,C00874,2023-06-21,6,2,NO,Skuffet over responstiden
SV00528,C01081,2023-06-22,8,4,NO,Grei tjeneste totalt sett
SV00529,C00794,2023-06-18,9,4,NO,Veldig fornøyd med tjenesten
SV00530,C00970,2023-06-14,10,5,NO,Veldig fornøyd med tjenesten
SV00531,C00984,2023-06-20,9,4,NO,Veldig fornøyd med tjenesten
SV00532,C01019,2023-06-22,8,3,NO,Grei tjeneste totalt sett
SV00533,C00915,2023-06-14,9,4,NO,Veldig fornøyd med tjenesten
SV00534,C00892,2023-06-14,9,4,NO,Veldig fornøyd med tjenesten
SV00535,C00922,2023-06-16,10,4,NO,Veldig fornøyd med tjenesten
SV00536,C01120,2023-06-04,4,1,NO,Skuffet over responstiden
SV00537,C01116,2023-06-24,8,4,NO,Grei tjeneste totalt sett
SV00538,C00868,2023-06-16,9,4,NO,Veldig fornøyd med tjenesten
SV00539,C01016,2023-06-17,7,3,NO,Grei tjeneste totalt sett
SV00540,C01011,2023-06-16,9,4,NO,Veldig fornøyd med tjenesten
SV00541,C00812,2023-07-23,9,4,NO,Veldig fornøyd med tjenesten
SV00542,C00915,2023-07-24,9,4,NO,Veldig fornøyd med tjenesten
SV00543,C01131,2023-07-24,7,4,NO,Grei tjeneste totalt sett
SV00544,C01096,2023-07-24,10,5,NO,Veldig fornøyd med tjenesten
SV00545,C01004,2023-07-21,0,2,NO,Skuffet over responstiden
SV00546,C01025,2023-07-21,8,4,NO,Grei tjeneste totalt sett
SV00547,C01155,2023-07-16,9,4,NO,Veldig fornøyd med tjenesten
SV00548,C00942,2023-07-04,9,4,NO,Veldig fornøyd med tjenesten
SV00549,C00912,2023-07-01,7,4,NO,Grei tjeneste totalt sett
SV00550,C00998,2023-07-24,10,4,NO,Veldig fornøyd med tjenesten
SV00551,C01025,2023-07-01,7,4,NO,Grei tjeneste totalt sett
SV00552,C01172,2023-07-23,3,3,NO,Skuffet over responstiden
SV00553,C01182,2023-07-12,9,4,NO,Veldig fornøyd med tjenesten
SV00554,C00963,2023-07-10,7,3,NO,Grei tjeneste totalt sett
SV00555,C00868,2023-07-07,9,4,NO,Veldig fornøyd med tjenesten
SV00556,C01181,2023-07-09,9,5,NO,Veldig fornøyd med tjenesten
SV00557,C01186,2023-07-16,3,2,NO,Skuffet over responstiden
SV00558,C00908,2023-07-06,10,5,NO,Veldig fornøyd med tjenesten
SV00559,C01074,2023-08-08,10,4,NO,Veldig fornøyd med tjenesten
SV00560,C01059,2023-08-08,10,5,NO,Veldig fornøyd med tjenesten
SV00561,C01208,2023-08-27,10,4,NO,Veldig fornøyd med tjenesten
SV00562,C01032,2023-08-26,9,5,NO,Veldig fornøyd med tjenesten
SV00563,C01131,2023-08-11,9,5,NO,Veldig fornøyd med tjenesten
SV00564,C01172,2023-08-17,8,4,NO,Grei tjeneste totalt sett
SV00565,C01083,2023-08-16,9,5,NO,Veldig fornøyd med tjenesten
SV00566,C01067,2023-08-23,7,3,NO,Grei tjeneste totalt sett
SV00567,C01137,2023-08-11,9,4,NO,Veldig fornøyd med tjenesten
SV00568,C00968,2023-08-21,7,3,NO,Grei tjeneste totalt sett
SV00569,C01008,2023-08-10,3,1,NO,Skuffet over responstiden
SV00570,C01002,2023-08-23,10,5,NO,Veldig fornøyd med tjenesten
SV00571,C01021,2023-08-24,3,3,NO,Skuffet over responstiden
SV00572,C00903,2023-08-17,7,4,NO,Grei tjeneste totalt sett
SV00573,C00919,2023-08-23,8,3,NO,Grei tjeneste totalt sett
SV00574,C01199,2023-08-28,10,5,NO,Veldig fornøyd med tjenesten
SV00575,C01149,2023-08-21,10,4,NO,Veldig fornøyd med tjenesten
SV00576,C01095,2023-08-03,0,3,NO,Skuffet over responstiden
SV00577,C01247,2023-09-22,9,5,NO,Veldig fornøyd med tjenesten
SV00578,C01187,2023-09-27,10,5,NO,Veldig fornøyd med tjenesten
SV00579,C01134,2023-09-19,4,2,NO,Skuffet over responstiden
SV00580,C01068,2023-09-15,9,5,NO,Veldig fornøyd med tjenesten
SV00581,C00796,2023-09-21,7,3,NO,Grei tjeneste totalt sett
SV00582,C01204,2023-09-02,9,4,NO,Veldig fornøyd med tjenesten
SV00583,C00922,2023-09-01,0,3,NO,Skuffet over responstiden
SV00584,C01098,2023-09-06,8,4,NO,Grei tjeneste totalt sett
SV00585,C00959,2023-09-02,10,4,NO,Veldig fornøyd med tjenesten
SV00586,C00951,2023-09-03,10,5,NO,Veldig fornøyd med tjenesten
SV00587,C00908,2023-09-19,10,4,NO,Veldig fornøyd med tjenesten
SV00588,C01028,2023-09-28,9,5,NO,Veldig fornøyd med tjenesten
SV00589,C00809,2023-09-04,7,3,NO,Grei tjeneste totalt sett
SV00590,C01055,2023-09-23,8,4,NO,Grei tjeneste totalt sett
SV00591,C00938,2023-09-23,3,1,NO,Skuffet over responstiden
SV00592,C01227,2023-09-06,9,5,NO,Veldig fornøyd med tjenesten
SV00593,C01004,2023-09-22,10,5,NO,Veldig fornøyd med tjenesten
SV00594,C01210,2023-09-12,7,4,NO,Grei tjeneste totalt sett
SV00595,C00983,2023-10-08,10,5,NO,Veldig fornøyd med tjenesten
SV00596,C01048,2023-10-22,8,4,NO,Grei tjeneste totalt sett
SV00597,C01265,2023-10-15,9,5,NO,Veldig fornøyd med tjenesten
SV00598,C01193,2023-10-24,9,5,NO,Veldig fornøyd med tjenesten
SV00599,C00951,2023-10-27,8,4,NO,Grei tjeneste totalt sett
SV00600,C00802,2023-10-02,9,4,NO,Veldig fornøyd med tjenesten
SV00601,C00913,2023-10-10,8,3,NO,Grei tjeneste totalt sett
SV00602,C00828,2023-10-01,3,2,NO,Skuffet over responstiden
SV00603,C01204,2023-10-21,7,3,NO,Grei tjeneste totalt sett
SV00604,C01050,2023-10-14,9,4,NO,Veldig fornøyd med tjenesten
SV00605,C00998,2023-10-27,10,5,NO,Veldig fornøyd med tjenesten
SV00606,C01217,2023-10-23,8,4,NO,Grei tjeneste totalt sett
SV00607,C00876,2023-10-22,10,5,NO,Veldig fornøyd med tjenesten
SV00608,C00845,2023-10-26,7,4,NO,Grei tjeneste totalt sett
SV00609,C01178,2023-10-25,9,5,NO,Veldig fornøyd med tjenesten
SV00610,C01004,2023-10-08,10,5,NO,Veldig fornøyd med tjenesten
SV00611,C01197,2023-10-17,5,1,NO,Skuffet over responstiden
SV00612,C00866,2023-10-24,9,4,NO,Veldig fornøyd med tjenesten
SV00613,C01054,2023-11-24,0,3,NO,Skuffet over responstiden
SV00614,C01208,2023-11-06,9,5,NO,Veldig fornøyd med tjenesten
SV00615,C01283,2023-11-15,8,4,NO,Grei tjeneste totalt sett
SV00616,C00893,2023-11-24,10,4,NO,Veldig fornøyd med tjenesten
SV00617,C00928,2023-11-22,10,4,NO,Veldig fornøyd med tjenesten
SV00618,C01140,2023-11-20,7,4,NO,Grei tjeneste totalt sett
SV00619,C00888,2023-11-08,9,5,NO,Veldig fornøyd med tjenesten
SV00620,C00998,2023-11-28,10,5,NO,Veldig fornøyd med tjenesten
SV00621,C00921,2023-11-23,8,4,NO,Grei tjeneste totalt sett
SV00622,C00816,2023-11-19,9,5,NO,Veldig fornøyd med tjenesten
SV00623,C01234,2023-11-21,10,5,NO,Veldig fornøyd med tjenesten
SV00624,C00826,2023-11-13,7,3,NO,Grei tjeneste totalt sett
SV00625,C01009,2023-11-21,10,4,NO,Veldig fornøyd med tjenesten
SV00626,C00981,2023-11-05,9,4,NO,Veldig fornøyd med tjenesten
SV00627,C00940,2023-11-22,7,4,NO,Grei tjeneste totalt sett
SV00628,C01032,2023-11-02,3,3,NO,Skuffet over responstiden
SV00629,C01222,2023-11-28,5,3,NO,Skuffet over responstiden
SV00630,C01218,2023-11-21,9,5,NO,Veldig fornøyd med tjenesten
SV00631,C00850,2023-12-15,10,5,NO,Veldig fornøyd med tjenesten
SV00632,C00815,2023-12-11,10,5,NO,Veldig fornøyd med tjenesten
SV00633,C01178,2023-12-16,7,3,NO,Grei tjeneste totalt sett
SV00634,C01092,2023-12-20,7,4,NO,Grei tjeneste totalt sett
SV00635,C00793,2023-12-23,9,5,NO,Veldig fornøyd med tjenesten
SV00636,C00907,2023-12-02,9,4,NO,Veldig fornøyd med tjenesten
SV00637,C00913,2023-12-25,9,4,NO,Veldig fornøyd med tjenesten
SV00638,C01009,2023-12-13,4,3,NO,Skuffet over responstiden
SV00639,C00801,2023-12-16,8,4,NO,Grei tjeneste totalt sett
SV00640,C01253,2023-12-06,7,3,NO,Grei tjeneste totalt sett
SV00641,C01145,2023-12-25,10,4,NO,Veldig fornøyd med tjenesten
SV00642,C00930,2023-12-16,8,3,NO,Grei tjeneste totalt sett
SV00643,C00972,2023-12-24,9,5,NO,Veldig fornøyd med tjenesten
SV00644,C01162,2023-12-23,10,4,NO,Veldig fornøyd med tjenesten
SV00645,C01287,2023-12-26,3,1,NO,Skuffet over responstiden
SV00646,C00954,2023-12-14,10,5,NO,Veldig fornøyd med tjenesten
SV00647,C00986,2023-12-05,9,5,NO,Veldig fornøyd med tjenesten
SV00648,C01138,2023-12-05,10,5,NO,Veldig fornøyd med tjenesten
SV00649,C01146,2024-01-04,8,3,NO,Grei tjeneste totalt sett
SV00650,C01294,2024-01-26,10,5,NO,Veldig fornøyd med tjenesten
SV00651,C01318,2024-01-06,8,4,NO,Grei tjeneste totalt sett
SV00652,C01145,2024-01-09,10,5,NO,Veldig fornøyd med tjenesten
SV00653,C00952,2024-01-11,9,5,NO,Veldig fornøyd med tjenesten
SV00654,C00796,2024-01-17,9,4,NO,Veldig fornøyd med tjenesten
SV00655,C00849,2024-01-04,4,2,NO,Skuffet over responstiden
SV00656,C01102,2024-01-17,7,4,NO,Grei tjeneste totalt sett
SV00657,C00825,2024-01-13,10,5,NO,Veldig fornøyd med tjenesten
SV00658,C00923,2024-01-24,5,2,NO,Skuffet over responstiden
SV00659,C01330,2024-01-21,9,5,NO,Veldig fornøyd med tjenesten
SV00660,C01212,2024-01-01,7,3,NO,Grei tjeneste totalt sett
SV00661,C01045,2024-01-16,10,5,NO,Veldig fornøyd med tjenesten
SV00662,C00999,2024-01-16,3,1,NO,Skuffet over responstiden
SV00663,C00991,2024-01-15,8,4,NO,Grei tjeneste totalt sett
SV00664,C01205,2024-01-27,10,5,NO,Veldig fornøyd med tjenesten
SV00665,C01031,2024-01-25,10,4,NO,Veldig fornøyd med tjenesten
SV00666,C01250,2024-01-08,8,4,NO,Grei tjeneste totalt sett
SV00667,C01318,2024-02-16,8,3,NO,Grei tjeneste totalt sett
SV00668,C00856,2024-02-08,2,2,NO,Skuffet over responstiden
SV00669,C01085,2024-02-11,9,4,NO,Veldig fornøyd med tjenesten
SV00670,C01044,2024-02-01,10,4,NO,Veldig fornøyd med tjenesten
SV00671,C00835,2024-02-16,7,4,NO,Grei tjeneste totalt sett
SV00672,C00961,2024-02-20,10,5,NO,Veldig fornøyd med tjenesten
SV00673,C01164,2024-02-20,9,5,NO,Veldig fornøyd med tjenesten
SV00674,C01024,2024-02-19,10,5,NO,Veldig fornøyd med tjenesten
SV00675,C01327,2024-02-14,10,4,NO,Veldig fornøyd med tjenesten
SV00676,C00916,2024-02-25,5,2,NO,Skuffet over responstiden
SV00677,C01098,2024-02-20,7,4,NO,Grei tjeneste totalt sett
SV00678,C01195,2024-02-16,5,1,NO,Skuffet over responstiden
SV00679,C01240,2024-02-14,10,4,NO,Veldig fornøyd med tjenesten
SV00680,C01086,2024-02-21,10,5,NO,Veldig fornøyd med tjenesten
SV00681,C01273,2024-02-17,8,4,NO,Grei tjeneste totalt sett
SV00682,C01324,2024-02-04,9,4,NO,Veldig fornøyd med tjenesten
SV00683,C01199,2024-02-09,10,5,NO,Veldig fornøyd med tjenesten
SV00684,C01103,2024-02-03,8,3,NO,Grei tjeneste totalt sett
SV00685,C01345,2024-03-13,9,4,NO,Veldig fornøyd med tjenesten
SV00686,C01182,2024-03-25,10,5,NO,Veldig fornøyd med tjenesten
SV00687,C00983,2024-03-16,9,4,NO,Veldig fornøyd med tjenesten
SV00688,C00824,2024-03-27,4,1,NO,Skuffet over responstiden
SV00689,C00807,2024-03-02,2,3,NO,Skuffet over responstiden
SV00690,C00911,2024-03-11,2,2,NO,Skuffet over responstiden
SV00691,C01119,2024-03-15,7,4,NO,Grei tjeneste totalt sett
SV00692,C00820,2024-03-18,10,5,NO,Veldig fornøyd med tjenesten
SV00693,C01068,2024-03-11,9,4,NO,Veldig fornøyd med tjenesten
SV00694,C01223,2024-03-10,9,5,NO,Veldig fornøyd med tjenesten
SV00695,C00927,2024-03-05,8,3,NO,Grei tjeneste totalt sett
SV00696,C00853,2024-03-07,9,4,NO,Veldig fornøyd med tjenesten
SV00697,C01049,2024-03-25,10,5,NO,Veldig fornøyd med tjenesten
SV00698,C01180,2024-03-07,8,3,NO,Grei tjeneste totalt sett
SV00699,C01343,2024-03-20,10,5,NO,Veldig fornøyd med tjenesten
SV00700,C01301,2024-03-01,8,3,NO,Grei tjeneste totalt sett
SV00701,C00809,2024-03-06,9,5,NO,Veldig fornøyd med tjenesten
SV00702,C01141,2024-03-17,8,4,NO,Grei tjeneste totalt sett
SV00703,C01306,2024-04-14,0,3,NO,Skuffet over responstiden
SV00704,C01140,2024-04-22,10,5,NO,Veldig fornøyd med tjenesten
SV00705,C01092,2024-04-01,6,1,NO,Skuffet over responstiden
SV00706,C01238,2024-04-09,8,3,NO,Grei tjeneste totalt sett
SV00707,C00954,2024-04-23,9,5,NO,Veldig fornøyd med tjenesten
SV00708,C00811,2024-04-20,7,3,NO,Grei tjeneste totalt sett
SV00709,C00942,2024-04-15,9,4,NO,Veldig fornøyd med tjenesten
SV00710,C01244,2024-04-13,10,4,NO,Veldig fornøyd med tjenesten
SV00711,C01085,2024-04-17,7,4,NO,Grei tjeneste totalt sett
SV00712,C01129,2024-04-13,9,4,NO,Veldig fornøyd med tjenesten
SV00713,C01146,2024-04-20,10,4,NO,Veldig fornøyd med tjenesten
SV00714,C00871,2024-04-14,8,3,NO,Grei tjeneste totalt sett
SV00715,C01003,2024-04-15,10,5,NO,Veldig fornøyd med tjenesten
SV00716,C01061,2024-04-19,10,4,NO,Veldig fornøyd med tjenesten
SV00717,C01402,2024-04-26,10,4,NO,Veldig fornøyd med tjenesten
SV00718,C01309,2024-04-26,8,3,NO,Grei tjeneste totalt sett
SV00719,C01302,2024-04-22,10,4,NO,Veldig fornøyd med tjenesten
SV00720,C01344,2024-04-11,8,3,NO,Grei tjeneste totalt sett
SV00721,C00843,2024-05-12,7,3,NO,Grei tjeneste totalt sett
SV00722,C00975,2024-05-14,8,4,NO,Grei tjeneste totalt sett
SV00723,C01116,2024-05-03,9,4,NO,Veldig fornøyd med tjenesten
SV00724,C00834,2024-05-13,9,5,NO,Veldig fornøyd med tjenesten
SV00725,C01322,2024-05-27,7,4,NO,Grei tjeneste totalt sett
SV00726,C01367,2024-05-11,9,5,NO,Veldig fornøyd med tjenesten
SV00727,C01083,2024-05-27,7,3,NO,Grei tjeneste totalt sett
SV00728,C00867,2024-05-24,9,5,NO,Veldig fornøyd med tjenesten
SV00729,C01281,2024-05-08,10,4,NO,Veldig fornøyd med tjenesten
SV00730,C00987,2024-05-08,7,4,NO,Grei tjeneste totalt sett
SV00731,C01329,2024-05-19,9,5,NO,Veldig fornøyd med tjenesten
SV00732,C01371,2024-05-07,9,5,NO,Veldig fornøyd med tjenesten
SV00733,C01340,2024-05-09,9,5,NO,Veldig fornøyd med tjenesten
SV00734,C00951,2024-05-04,10,5,NO,Veldig fornøyd med tjenesten
SV00735,C01143,2024-05-07,10,5,NO,Veldig fornøyd med tjenesten
SV00736,C01203,2024-05-22,3,1,NO,Skuffet over responstiden
SV00737,C01165,2024-05-16,10,5,NO,Veldig fornøyd med tjenesten
SV00738,C01039,2024-05-19,2,2,NO,Skuffet over responstiden
SV00739,C01431,2024-06-23,9,4,NO,Veldig fornøyd med tjenesten
SV00740,C01328,2024-06-18,10,5,NO,Veldig fornøyd med tjenesten
SV00741,C01126,2024-06-15,7,3,NO,Grei tjeneste totalt sett
SV00742,C01269,2024-06-16,8,4,NO,Grei tjeneste totalt sett
SV00743,C01331,2024-06-21,9,4,NO,Veldig fornøyd med tjenesten
SV00744,C00911,2024-06-01,7,4,NO,Grei tjeneste totalt sett
