partner_id,snapshot_date,response_latency_p50_hours,response_latency_p90_hours,accept_count,decline_count,no_response_count,cancellation_count,capacity_utilization_pct,partner_roi_pct_snapshot,net_monthly_value_snapshot,churn_risk_score
P002,2023-02-17,3.07,10.3,4,2,0,1,73.49,27.39,17537.71,8.0
P002,2023-02-18,3.17,10.85,9,1,2,0,65.14,24.1,18791.59,12.02
P002,2023-02-19,2.77,7.92,8,0,2,0,68.64,23.23,16295.16,12.72
P002,2023-02-20,2.86,10.64,6,1,0,0,43.26,29.99,16220.09,0.0
P002,2023-02-21,3.43,11.0,12,3,2,0,70.51,29.63,18363.51,10.0
P002,2023-02-22,4.32,12.25,6,0,2,0,64.85,28.78,16630.12,10.8
P002,2023-02-23,2.82,7.24,6,0,1,0,43.77,26.95,16618.71,5.0
P002,2023-02-24,3.14,9.58,11,3,0,0,49.6,31.97,15418.16,0.0
P002,2023-02-25,3.87,11.14,4,0,1,0,68.9,24.59,18611.29,6.63
P002,2023-02-26,3.12,12.13,11,3,1,0,49.77,29.91,17583.78,5.0
P002,2023-02-27,3.02,11.1,9,3,1,0,53.38,25.36,17133.26,6.01
P002,2023-02-28,3.24,6.99,12,0,0,0,52.31,25.22,17496.95,1.13
P002,2023-03-01,2.74,5.96,12,3,0,0,45.01,27.54,18130.26,0.0
P002,2023-03-02,2.93,5.3,3,1,0,0,72.49,27.19,16913.01,0.0
P002,2023-03-03,2.93,9.28,7,3,2,0,46.37,23.21,15285.7,12.73
P002,2023-03-04,2.36,12.03,9,0,1,0,47.18,26.8,17196.82,5.0
P002,2023-03-05,3.66,7.14,7,2,1,0,35.42,26.24,16582.67,5.31
P002,2023-03-06,2.85,10.54,4,0,0,0,66.41,27.62,16696.62,0.0
P002,2023-03-07,4.11,7.42,9,1,1,0,53.85,27.69,15277.03,5.28
P002,2023-03-08,2.76,6.75,6,1,2,0,62.28,23.85,16192.19,12.22
P002,2023-03-09,3.81,9.85,7,1,1,0,37.63,28.4,16074.47,5.0
P002,2023-03-10,2.78,10.27,4,3,0,0,73.0,22.85,16492.15,3.02
P002,2023-03-11,3.3,7.7,11,1,2,0,47.69,22.98,16793.8,12.92
P002,2023-03-12,3.67,9.82,9,1,2,0,47.01,23.72,16478.69,12.33
P002,2023-03-13,3.03,7.94,8,0,1,0,46.0,27.0,15835.4,5.0
P002,2023-03-14,2.75,6.73,7,2,0,0,52.53,22.49,16162.87,3.31
P002,2023-03-15,3.72,8.55,7,1,2,0,43.78,27.34,17690.45,10.0
P002,2023-03-16,3.86,8.83,5,3,0,0,40.13,25.08,15336.67,1.24
P002,2023-03-17,3.56,11.78,9,3,0,0,46.22,32.34,17859.43,0.0
P002,2023-03-18,2.58,6.95,3,2,1,0,73.93,25.35,16305.97,6.02
P002,2023-03-19,2.59,7.46,6,2,1,0,73.16,25.51,15281.54,5.9
P002,2023-03-20,2.86,11.37,5,3,0,0,42.09,27.81,16059.15,0.0
P002,2023-03-21,3.32,6.91,10,2,2,0,67.36,29.45,16041.06,10.0
P002,2023-03-22,3.82,9.5,10,0,0,0,52.1,24.73,15765.98,1.52
P002,2023-03-23,3.09,9.61,6,1,2,0,57.11,24.15,17494.15,11.98
P002,2023-03-24,3.59,5.95,7,1,1,0,44.57,24.85,18211.92,6.43
P002,2023-03-25,3.84,7.75,4,1,0,0,48.26,27.84,16855.1,0.0
P002,2023-03-26,3.85,9.04,4,3,0,0,61.39,25.45,17789.02,0.94
P002,2023-03-27,2.65,11.28,12,1,2,0,73.21,26.48,17643.74,10.12
P002,2023-03-28,3.94,8.73,3,0,0,0,73.29,26.16,16833.99,0.38
P002,2023-03-29,2.58,9.47,11,0,0,0,70.6,27.37,17712.95,0.0
P002,2023-03-30,3.11,8.55,6,2,2,0,47.35,29.44,14834.99,10.0
P002,2023-03-31,3.75,6.48,10,0,2,0,44.21,27.48,16324.51,10.0
P002,2023-04-01,3.76,8.33,4,0,0,0,60.24,26.63,16366.66,0.0
P002,2023-04-02,3.3,8.56,8,0,2,0,48.2,23.66,17369.12,12.38
P002,2023-04-03,3.39,10.3,12,0,1,0,66.1,28.12,16520.0,5.0
P002,2023-04-04,3.44,7.84,3,1,1,0,65.99,26.4,15855.16,5.18
P002,2023-04-05,3.08,12.12,9,3,2,0,35.54,28.77,15359.21,10.0
P002,2023-04-06,3.27,10.96,9,3,1,0,57.63,27.6,18077.08,5.0
P002,2023-04-07,4.26,9.84,8,1,1,0,40.3,22.85,17059.67,8.68
P002,2023-04-08,3.4,6.26,5,0,1,0,43.13,25.21,16656.19,6.14
P002,2023-04-09,3.73,7.74,11,1,0,0,73.44,26.73,16871.44,0.0
P002,2023-04-10,3.5,10.91,10,1,0,0,48.2,25.51,16689.63,0.9
P002,2023-04-11,2.96,9.55,7,3,2,0,54.82,25.94,17053.42,10.55
P002,2023-04-12,3.95,7.18,5,0,2,0,64.49,26.31,16589.33,10.26
P002,2023-04-13,3.65,10.46,7,2,2,0,44.95,21.61,17545.32,14.02
P002,2023-04-14,3.25,8.39,11,2,1,0,74.4,26.64,18632.02,5.0
P002,2023-04-15,3.27,9.73,11,2,2,0,54.9,23.85,16947.11,12.22
P002,2023-04-16,3.85,9.46,5,2,2,0,53.26,28.7,15896.42,10.0
P002,2023-04-17,3.2,10.34,12,2,0,0,38.4,28.21,18347.5,0.0
P002,2023-04-18,3.35,11.08,5,1,0,0,51.4,24.24,16851.84,1.91
P002,2023-04-19,3.21,10.13,6,2,1,0,37.52,28.89,16437.37,5.0
P002,2023-04-20,2.93,11.94,9,1,0,0,59.26,23.97,18291.71,2.13
P002,2023-04-21,4.12,7.46,12,3,1,0,42.71,25.32,17777.17,6.35
P002,2023-04-22,3.11,9.4,12,0,1,0,66.07,26.91,16105.03,5.0
P002,2023-04-23,3.04,9.32,6,0,1,0,44.0,26.89,16092.65,5.0
P002,2023-04-24,3.88,11.03,7,3,2,0,47.42,25.82,16584.19,10.65
P002,2023-04-25,2.85,12.7,12,0,2,0,64.91,24.14,17570.97,11.99
P002,2023-04-26,3.36,8.95,8,1,2,0,58.49,29.49,17954.69,10.0
P002,2023-04-27,3.55,11.91,6,3,1,0,46.05,22.57,16965.27,8.25
P002,2023-04-28,3.76,7.13,9,1,2,0,63.95,28.42,17002.91,10.0
P002,2023-04-29,2.9,9.7,10,1,1,0,64.41,21.91,16740.06,8.77
P002,2023-04-30,3.41,6.75,3,2,1,0,56.3,23.16,17164.57,7.78
P002,2023-05-01,3.08,9.91,12,0,0,0,38.71,31.32,14777.49,0.0
P002,2023-05-02,3.21,8.64,4,1,0,0,39.1,23.24,16418.06,2.71
P002,2023-05-03,3.01,10.67,12,0,1,0,58.61,29.19,16379.4,5.0
P002,2023-05-04,3.86,10.6,10,0,2,0,38.53,29.26,17978.09,10.0
P002,2023-05-05,3.27,7.31,3,2,2,0,59.39,24.82,18386.83,11.44
P002,2023-05-06,3.54,8.48,3,1,2,0,38.05,27.11,17662.84,10.0
P002,2023-05-07,3.31,10.53,3,2,2,0,72.19,24.01,15912.36,12.09
P002,2023-05-08,3.82,8.61,8,1,1,0,48.25,26.56,16438.6,5.05
P002,2023-05-09,3.53,8.19,10,0,2,0,63.68,29.93,16678.83,10.0
P002,2023-05-10,3.23,8.66,5,1,1,0,37.72,24.85,17097.36,6.42
P002,2023-05-11,3.42,10.33,12,3,1,0,58.72,25.59,17097.43,5.83
P002,2023-05-12,3.07,9.72,10,1,1,0,50.39,24.15,16641.18,6.98
P002,2023-05-13,3.32,9.61,9,0,2,0,67.94,26.25,16173.75,10.3
P002,2023-05-14,2.86,6.95,4,0,1,0,37.18,25.76,17352.65,5.7
P002,2023-05-15,3.89,9.09,10,1,1,0,46.17,28.18,16342.94,5.0
P002,2023-05-16,3.59,9.03,3,3,2,0,56.77,28.4,16022.81,10.0
P002,2023-05-17,2.73,9.45,10,3,0,0,49.74,26.95,17776.29,0.0
P002,2023-05-18,2.81,11.47,7,3,1,0,66.44,24.68,17712.75,6.56
P002,2023-05-19,3.57,7.48,3,3,0,0,66.36,26.3,16652.93,0.26
P002,2023-05-20,4.19,9.48,4,0,2,0,74.66,26.52,16164.12,10.57
P002,2023-05-21,3.7,8.51,10,2,2,0,46.68,28.52,16329.22,10.0
P002,2023-05-22,3.52,9.09,3,1,0,0,60.06,26.89,15434.89,0.0
P002,2023-05-23,4.15,10.4,8,2,0,0,61.5,27.53,17345.27,0.38
P002,2023-05-24,2.88,8.85,9,2,0,1,55.89,25.01,16343.26,9.29
P002,2023-05-25,3.41,6.65,10,0,1,0,64.16,26.36,17139.4,5.21
P002,2023-05-26,3.86,6.25,4,1,0,0,72.03,24.25,15670.98,1.9
P002,2023-05-27,3.14,6.56,10,1,0,0,53.68,25.98,16708.36,0.52
P002,2023-05-28,4.32,8.08,8,3,0,0,44.77,26.4,15519.26,0.99
P002,2023-05-29,4.13,8.23,12,2,1,0,63.86,28.07,18064.84,5.33
P002,2023-05-30,2.13,8.95,4,2,1,0,37.14,26.7,16556.04,5.0
P002,2023-05-31,3.82,10.17,4,3,0,0,36.88,32.45,16427.85,0.0
P002,2023-06-01,3.66,9.82,10,2,0,0,54.57,26.88,18538.48,0.0
P002,2023-06-02,2.91,8.89,5,3,2,0,54.9,25.24,16353.03,11.11
P002,2023-06-03,3.49,8.29,9,2,0,0,36.47,29.88,17281.18,0.0
P002,2023-06-04,4.08,11.49,9,1,2,0,60.97,25.53,16519.69,11.07
P002,2023-06-05,3.09,10.57,8,3,1,0,70.47,24.51,17005.45,6.7
P002,2023-06-06,2.46,10.62,3,2,2,0,65.93,25.71,16676.56,10.73
P002,2023-06-07,3.44,7.63,4,2,2,0,64.96,25.44,18203.24,10.95
P002,2023-06-08,2.81,9.85,3,2,0,0,70.93,29.92,17871.85,0.0
P002,2023-06-09,3.22,10.4,7,3,1,0,38.87,28.45,16563.84,5.0
P002,2023-06-10,3.38,9.81,4,3,0,0,74.21,29.11,17875.44,0.0
P002,2023-06-11,3.27,9.61,9,1,1,0,72.0,28.27,16478.08,5.0
P002,2023-06-12,3.2,8.89,3,0,2,0,44.02,27.82,17154.1,10.0
P002,2023-06-13,2.83,9.16,3,3,2,0,48.57,25.78,17098.92,10.68
P002,2023-06-14,2.84,9.53,8,0,0,0,35.36,27.94,16464.6,0.0
P002,2023-06-15,3.68,9.0,7,2,1,0,42.57,23.98,16956.62,7.12
P002,2023-06-16,3.15,9.45,8,3,2,0,37.95,23.9,17963.62,12.18
P002,2023-06-17,3.12,8.55,6,3,1,0,41.53,27.38,15663.12,5.0
P002,2023-06-18,3.32,10.62,6,2,1,0,69.58,23.72,17045.17,7.33
P002,2023-06-19,3.23,8.87,11,0,1,0,52.46,25.71,16217.31,5.73
P002,2023-06-20,3.82,10.22,11,2,1,0,35.98,24.9,17431.08,6.38
P002,2023-06-21,3.27,8.8,10,3,2,0,69.49,25.35,17454.7,11.02
P002,2023-06-22,3.84,10.43,6,2,2,0,62.19,25.34,16546.51,11.03
P002,2023-06-23,3.91,9.53,12,2,0,0,53.91,26.81,16362.97,0.0
P002,2023-06-24,3.17,8.38,9,0,2,0,38.62,27.24,16318.92,10.0
P002,2023-06-25,3.39,10.83,7,2,2,0,62.18,25.74,18231.92,10.71
P002,2023-06-26,2.85,9.69,6,3,2,0,43.67,26.76,15352.09,10.0
P002,2023-06-27,3.31,9.94,10,0,1,0,42.99,27.55,16938.48,5.0
P002,2023-06-28,4.04,7.67,4,3,0,0,68.42,23.27,16386.12,2.79
P002,2023-06-29,2.97,7.3,8,2,1,0,70.31,29.59,16799.58,5.0
P002,2023-06-30,3.9,10.23,11,3,2,0,51.55,27.15,16982.36,10.0
P002,2023-07-01,2.94,9.17,7,2,1,0,37.91,25.33,15061.2,6.04
P002,2023-07-02,2.71,5.41,11,2,1,0,56.13,23.89,16206.99,7.19
P002,2023-07-03,3.1,10.01,12,1,0,0,73.81,26.3,15649.44,0.26
P002,2023-07-04,4.12,6.57,7,2,2,0,42.75,26.35,16615.8,10.53
P002,2023-07-05,2.99,9.7,3,2,1,0,71.31,30.71,16620.5,5.0
P002,2023-07-06,3.44,9.25,4,1,0,0,39.81,24.7,17744.2,1.54
P002,2023-07-07,2.84,8.68,4,3,0,0,42.08,23.98,16942.22,2.11
P002,2023-07-08,2.92,10.47,5,2,2,0,65.77,31.44,16747.66,10.0
P002,2023-07-09,4.39,11.35,4,3,0,0,63.93,29.51,17616.72,0.98
P002,2023-07-10,3.6,9.23,3,2,1,0,56.59,24.18,16421.05,6.96
P002,2023-07-11,3.1,10.16,6,0,0,0,57.59,25.03,17294.06,1.27
P002,2023-07-12,3.14,10.76,11,3,2,0,47.51,24.03,15729.33,12.08
P002,2023-07-13,3.59,10.08,11,0,2,0,38.58,25.91,17107.72,10.58
P002,2023-07-14,2.75,9.7,4,2,1,0,55.94,25.68,16538.21,5.75
P002,2023-07-15,3.89,8.43,5,1,0,0,69.79,27.67,17723.22,0.0
P002,2023-07-16,3.86,8.67,8,3,0,0,56.64,25.52,16922.87,0.89
P002,2023-07-17,3.54,9.99,11,3,2,0,41.57,27.45,17392.75,10.0
P002,2023-07-18,3.73,10.12,4,2,0,0,73.43,26.33,16233.2,0.24
P002,2023-07-19,2.75,8.86,5,0,0,0,43.18,26.24,16986.49,0.31
P002,2023-07-20,2.77,10.97,3,3,2,0,38.67,26.14,16750.89,10.39
P002,2023-07-21,3.09,10.61,5,1,2,0,65.34,27.51,16376.47,10.0
P002,2023-07-22,3.09,10.94,11,2,0,0,42.55,25.54,15666.01,0.87
P002,2023-07-23,2.23,8.15,10,3,1,0,43.48,25.42,16133.08,5.97
P002,2023-07-24,2.87,9.24,9,1,2,0,57.34,26.73,15591.84,10.0
P002,2023-07-25,3.5,7.23,9,2,0,0,64.14,25.78,16045.23,0.67
P002,2023-07-26,2.77,11.37,6,3,1,0,43.99,31.08,17119.08,5.0
P002,2023-07-27,2.84,9.13,5,0,1,0,44.17,25.29,17462.93,6.07
P002,2023-07-28,3.38,9.53,11,2,2,0,66.09,30.88,16820.18,10.0
P002,2023-07-29,3.11,9.91,9,3,1,1,47.73,24.17,17072.6,14.97
P002,2023-07-30,3.43,10.68,5,2,2,0,59.79,27.93,16695.3,10.0
P002,2023-07-31,3.25,8.89,9,0,1,0,61.79,24.09,17050.05,7.03
P002,2023-08-01,3.98,10.02,3,1,2,0,65.06,26.19,16432.09,10.35
P002,2023-08-02,4.37,8.77,10,0,0,0,54.53,26.31,16148.94,1.18
P002,2023-08-03,3.02,9.46,7,1,2,0,72.07,28.15,15181.34,10.0
P002,2023-08-04,3.99,8.24,12,1,2,0,74.88,24.57,16283.43,11.65
P002,2023-08-05,2.97,8.43,9,0,1,0,64.94,23.78,17012.99,7.28
P002,2023-08-06,2.78,7.84,9,0,1,0,72.06,28.09,15733.82,5.0
P002,2023-08-07,3.51,9.47,5,1,2,0,50.86,29.22,15819.0,10.0
P002,2023-08-08,3.18,7.52,12,0,2,0,69.37,25.91,17114.66,10.57
P002,2023-08-09,2.44,6.89,8,3,2,0,49.72,24.5,16953.07,11.7
P002,2023-08-10,2.79,7.88,5,0,2,0,41.52,24.45,17079.83,11.75
P002,2023-08-11,2.71,11.56,7,2,2,0,70.65,28.1,15544.13,10.0
P002,2023-08-12,2.61,9.18,6,3,0,0,54.18,27.97,15184.15,0.0
P002,2023-08-13,3.23,9.21,9,1,0,0,70.67,27.31,15237.56,0.0
P002,2023-08-14,3.03,9.63,12,0,2,0,68.07,30.57,17090.88,10.0
P002,2023-08-15,2.7,11.96,4,3,0,0,69.06,26.01,16017.94,0.49
P002,2023-08-16,3.41,10.67,11,0,0,0,57.48,25.77,16747.78,0.68
P002,2023-08-17,2.79,8.99,11,1,0,1,70.29,27.19,16578.86,8.0
P002,2023-08-18,2.72,9.54,4,3,2,0,36.5,25.56,16895.91,10.85
P002,2023-08-19,2.5,8.68,5,0,1,0,41.06,28.5,16178.72,5.0
P002,2023-08-20,3.56,7.17,3,0,1,0,62.96,25.32,16806.26,6.04
P002,2023-08-21,3.99,9.51,12,1,1,1,66.27,29.57,17915.88,13.0
P002,2023-08-22,3.39,10.64,7,3,1,0,44.25,26.59,17478.23,5.03
P002,2023-08-23,3.84,9.59,6,1,1,0,47.99,25.03,16157.9,6.28
P002,2023-08-24,2.64,8.26,9,2,0,0,47.59,24.77,16073.27,1.49
P002,2023-08-25,3.29,7.37,12,0,0,0,63.59,27.63,15731.26,0.0
P002,2023-08-26,3.12,6.51,8,2,1,0,38.58,28.79,18261.85,5.0
P002,2023-08-27,3.27,11.42,12,3,1,0,53.7,25.78,17170.13,5.68
P002,2023-08-28,3.87,7.33,5,3,1,0,44.07,26.36,16844.42,5.22
P002,2023-08-29,3.57,6.33,9,0,1,0,52.06,24.06,17082.05,7.05
P002,2023-08-30,2.91,6.88,9,3,1,0,51.91,29.84,17077.08,5.0
P002,2023-08-31,3.35,9.7,6,0,0,0,54.08,22.72,16172.58,3.13
P002,2023-09-01,2.74,7.63,6,3,1,0,45.59,25.44,17099.82,5.95
P002,2023-09-02,2.85,8.04,12,3,1,1,41.89,23.63,17780.14,15.4
P002,2023-09-03,2.67,8.59,9,3,0,0,57.03,26.26,17711.18,0.29
P002,2023-09-04,3.43,8.71,7,2,1,0,49.23,27.24,16905.35,5.0
P002,2023-09-05,4.32,9.58,6,3,2,0,73.07,29.34,17392.3,10.79
P002,2023-09-06,3.02,9.27,4,3,1,0,57.33,23.8,15165.4,7.26
P002,2023-09-07,3.68,9.2,7,3,1,0,65.58,24.91,18126.17,6.37
P002,2023-09-08,3.77,7.76,11,1,2,1,51.75,25.82,17755.36,18.65
P002,2023-09-09,4.16,11.62,5,2,2,0,62.36,26.4,17838.96,10.59
P002,2023-09-10,3.79,7.33,4,0,0,0,70.44,29.32,17671.42,0.0
P002,2023-09-11,3.7,10.93,6,0,2,0,72.96,27.03,18748.72,10.0
P002,2023-09-12,2.83,10.38,10,0,2,0,48.3,26.18,15647.67,10.36
P002,2023-09-13,1.68,6.84,9,1,2,1,43.56,25.47,18222.48,18.93
P002,2023-09-14,2.87,6.81,8,0,1,0,75.0,27.51,15860.3,5.0
P002,2023-09-15,3.74,11.24,5,2,1,0,46.63,26.7,16121.09,5.0
P002,2023-09-16,2.66,7.1,3,0,0,0,56.9,27.14,16376.04,0.0
P002,2023-09-17,3.95,7.06,6,0,1,0,58.7,28.99,16884.86,5.0
P002,2023-09-18,3.71,9.7,8,1,1,0,50.76,26.0,17129.22,5.5
P002,2023-09-19,2.85,6.19,11,1,1,0,59.67,25.59,16659.33,5.83
P002,2023-09-20,3.12,11.59,4,3,2,0,65.59,26.56,16357.37,10.05
P002,2023-09-21,3.87,7.51,4,1,1,0,70.11,27.46,16384.19,5.0
P002,2023-09-22,3.63,6.85,7,0,2,0,63.74,25.51,16280.98,10.89
P002,2023-09-23,3.47,9.3,7,0,2,0,64.63,25.77,16746.54,10.69
P002,2023-09-24,3.48,7.01,10,2,1,0,62.17,28.97,16305.15,5.0
P002,2023-09-25,2.79,7.0,4,3,2,0,60.28,25.92,16432.21,10.56
P002,2023-09-26,2.37,10.29,8,3,0,0,63.46,26.15,16875.12,0.38
P002,2023-09-27,3.75,10.25,4,3,2,0,68.67,24.51,16707.42,11.7
P002,2023-09-28,2.42,7.48,9,2,1,1,49.45,26.68,16693.54,13.0
P002,2023-09-29,3.88,7.88,10,3,2,0,46.05,26.98,16266.74,10.0
P002,2023-09-30,3.67,9.43,3,2,0,0,35.1,29.01,17561.88,0.0
P002,2023-10-01,3.21,7.86,6,1,0,0,42.49,24.59,17744.92,1.63
P002,2023-10-02,4.01,8.12,6,0,1,0,41.81,28.11,15769.67,5.02
P002,2023-10-03,3.23,10.12,8,1,0,0,37.61,24.82,18228.79,1.45
P002,2023-10-04,3.3,7.11,3,0,0,0,65.0,25.21,15529.97,1.14
P002,2023-10-05,3.31,8.35,6,3,0,0,66.26,27.58,15929.39,0.0
P002,2023-10-06,3.4,10.57,4,1,0,0,69.2,28.13,17942.29,0.0
P002,2023-10-07,3.68,7.81,5,1,2,0,74.54,26.38,15919.57,10.2
P002,2023-10-08,3.0,6.34,8,3,1,0,69.33,24.72,17423.91,6.53
P002,2023-10-09,3.77,8.3,4,3,1,0,37.77,26.99,16386.0,5.0
P002,2023-10-10,3.69,9.53,6,1,0,0,59.0,28.78,16774.5,0.0
P002,2023-10-11,3.5,8.75,4,3,1,0,49.78,27.15,17127.42,5.0
P002,2023-10-12,3.98,9.62,9,0,2,0,40.89,26.84,16554.95,10.0
P002,2023-10-13,3.74,9.42,4,1,2,0,53.1,26.8,15677.89,10.0
P002,2023-10-14,2.91,12.13,7,3,0,0,72.24,23.85,18009.25,2.22
P002,2023-10-15,3.61,7.9,11,2,1,0,37.41,25.85,17758.61,5.62
P002,2023-10-16,3.36,8.22,12,2,2,0,67.3,27.65,17611.96,10.0
P002,2023-10-17,3.57,9.67,12,0,0,0,48.59,26.4,16638.76,0.18
P002,2023-10-18,3.12,7.74,6,2,2,0,35.29,23.06,16496.35,12.86
P002,2023-10-19,3.14,6.82,5,1,0,0,73.88,24.84,16995.63,1.43
P002,2023-10-20,3.27,8.62,4,3,2,0,53.28,29.7,16954.97,10.0
P002,2023-10-21,3.17,10.49,9,3,2,0,50.47,28.96,15613.8,10.0
P002,2023-10-22,3.33,6.19,4,0,1,0,69.3,27.61,17117.73,5.0
P002,2023-10-23,3.3,9.76,3,1,1,0,41.98,26.9,16373.44,5.0
P002,2023-10-24,2.98,6.9,6,0,1,0,65.69,26.6,14957.55,5.02
P002,2023-10-25,3.46,8.37,7,3,2,0,42.03,26.8,17666.55,10.0
P002,2023-10-26,3.13,6.73,8,0,2,0,51.7,26.82,16370.14,10.0
P002,2023-10-27,3.59,7.5,10,0,1,0,74.09,28.14,18352.67,5.0
P002,2023-10-28,3.34,11.19,6,0,0,0,73.94,28.42,16628.56,0.0
P002,2023-10-29,2.51,11.86,8,3,1,0,40.38,25.95,16042.6,5.54
P002,2023-10-30,3.1,8.43,7,0,2,0,62.9,28.13,16813.17,10.0
P002,2023-10-31,3.02,8.72,4,2,2,0,60.7,28.46,15647.34,10.0
P002,2023-11-01,3.44,9.16,10,0,0,0,39.73,27.87,16417.3,0.0
P002,2023-11-02,3.38,8.55,10,3,1,0,55.21,26.99,16598.41,5.0
P002,2023-11-03,3.01,8.0,4,1,0,0,61.1,25.05,17920.01,1.26
P002,2023-11-04,4.09,9.42,3,1,2,0,52.54,27.35,16495.65,10.22
P002,2023-11-05,3.26,6.79,12,0,2,0,55.29,25.3,17309.89,11.06
P002,2023-11-06,3.82,10.75,10,3,1,0,46.79,25.69,17073.89,5.75
P002,2023-11-07,2.62,10.6,4,2,1,1,65.52,24.97,16900.29,14.32
P002,2023-11-08,3.71,7.81,6,0,0,1,57.01,28.09,16025.45,8.0
P002,2023-11-09,3.41,10.08,6,1,2,0,60.43,26.21,16736.18,10.34
P002,2023-11-10,2.74,9.07,6,3,2,0,70.74,25.63,16425.61,10.8
P002,2023-11-11,3.41,8.63,7,1,0,0,51.03,23.49,15856.81,2.51
P002,2023-11-12,3.25,8.97,5,3,0,0,58.38,27.46,18016.93,0.0
P002,2023-11-13,3.37,10.11,10,2,0,0,68.22,27.13,16814.43,0.0
P002,2023-11-14,3.44,11.88,5,2,1,0,51.02,26.9,16375.2,5.0
P002,2023-11-15,3.24,9.53,5,0,1,0,36.57,25.47,15837.22,5.93
P002,2023-11-16,3.19,8.81,12,2,1,0,45.73,25.38,16707.98,5.99
P002,2023-11-17,3.09,5.35,11,1,1,0,64.26,25.64,15336.97,5.79
P002,2023-11-18,2.91,6.34,11,1,1,0,46.12,30.92,15784.34,5.0
P002,2023-11-19,4.34,10.41,10,2,1,0,41.29,29.05,15922.96,5.86
P002,2023-11-20,3.5,7.8,12,0,0,0,57.8,29.16,16742.74,0.0
P002,2023-11-21,3.83,8.85,7,3,1,0,35.98,23.42,16257.89,7.57
P002,2023-11-22,3.09,8.26,3,1,1,0,58.11,22.63,17780.17,8.19
P002,2023-11-23,3.69,7.66,3,1,2,0,56.57,28.74,16580.78,10.0
P002,2023-11-24,2.76,10.82,12,3,1,0,70.25,27.57,16964.61,5.0
P002,2023-11-25,3.49,9.74,4,0,2,0,57.55,27.06,17258.89,10.0
P002,2023-11-26,2.56,9.4,4,0,2,0,72.15,23.17,15676.03,12.77
P002,2023-11-27,4.09,8.63,7,3,1,0,70.06,26.29,15943.83,5.51
P002,2023-11-28,3.45,9.42,5,1,0,0,41.06,28.68,17291.86,0.0
P002,2023-11-29,3.38,9.79,7,0,2,1,47.01,25.77,17258.34,18.68
P002,2023-11-30,2.88,9.93,6,1,0,0,52.88,23.07,16716.46,2.84
P002,2023-12-01,3.5,9.46,11,0,1,0,44.89,29.26,16969.42,5.0
P002,2023-12-02,3.06,9.25,8,2,2,0,54.04,27.44,15846.86,10.0
P002,2023-12-03,3.62,13.55,7,1,0,0,72.92,29.52,16190.66,0.0
P002,2023-12-04,3.96,6.92,4,2,0,0,39.23,24.75,17910.52,1.5
P002,2023-12-05,3.72,7.77,5,3,0,0,74.44,29.58,17636.03,0.0
P002,2023-12-06,3.9,9.58,7,3,2,0,62.58,26.15,17066.63,10.38
P002,2023-12-07,2.58,7.7,12,1,2,0,51.48,27.74,15683.97,10.0
P002,2023-12-08,3.21,8.51,12,1,1,0,74.43,26.03,16935.82,5.48
P002,2023-12-09,3.58,9.6,9,1,0,0,44.89,26.72,16462.39,0.0
P002,2023-12-10,3.71,7.62,12,1,2,0,59.34,28.87,16230.76,10.0
P002,2023-12-11,2.72,8.99,7,1,0,0,41.11,28.22,15245.91,0.0
P002,2023-12-12,2.98,12.26,4,3,2,0,65.46,27.19,16217.01,10.0
P002,2023-12-13,3.96,10.62,11,0,0,0,41.7,30.21,16869.73,0.0
P002,2023-12-14,3.36,11.22,6,1,1,0,60.42,29.57,16284.01,5.0
P002,2023-12-15,3.2,8.7,8,2,1,0,60.33,26.24,15615.59,5.31
P002,2023-12-16,4.03,10.65,5,0,1,0,46.74,25.38,17673.22,6.08
P002,2023-12-17,3.41,9.7,10,3,2,0,51.4,28.84,17674.87,10.0
P002,2023-12-18,3.17,9.93,9,2,0,0,68.15,28.74,16651.4,0.0
P002,2023-12-19,3.41,8.49,3,3,0,1,39.07,28.31,15427.27,8.0
P002,2023-12-20,3.98,9.02,8,1,2,0,44.06,27.03,15139.84,10.0
P002,2023-12-21,3.09,11.12,8,0,1,0,67.46,26.76,18569.42,5.0
P002,2023-12-22,3.33,9.07,4,0,1,0,53.79,27.76,15966.51,5.0
P002,2023-12-23,3.17,7.43,12,1,1,0,66.81,26.15,18093.19,5.38
P002,2023-12-24,3.04,8.14,5,1,1,0,65.36,26.26,16429.52,5.3
P002,2023-12-25,2.78,7.72,4,3,1,0,40.32,25.09,16543.59,6.23
P002,2023-12-26,3.46,10.29,6,3,1,0,47.96,28.75,17050.3,5.0
P002,2023-12-27,3.21,9.32,9,3,1,0,48.92,25.67,15923.36,5.77
P002,2023-12-28,3.14,7.79,3,3,0,0,57.29,23.8,16821.66,2.26
P002,2023-12-29,3.21,10.39,4,1,0,0,60.99,24.68,16787.99,1.56
P002,2023-12-30,2.84,8.1,11,3,0,0,66.45,26.71,17707.43,0.0
P002,2023-12-31,3.16,8.06,4,3,2,0,37.58,26.17,17393.68,10.36
P002,2024-01-01,4.33,12.21,6,0,2,0,52.71,26.32,17255.16,11.07
P002,2024-01-02,2.85,7.05,12,2,2,0,53.93,23.64,17592.84,12.39
P002,2024-01-03,3.19,8.77,4,0,0,0,46.17,23.27,18778.92,2.68
P002,2024-01-04,3.49,9.45,3,3,0,0,72.89,29.64,16759.0,0.0
P002,2024-01-05,3.81,10.49,5,0,0,0,65.67,26.43,18062.44,0.16
