invoice_id,customer_id,issue_date,due_date,paid_date,amount,currency,status,country
INV00882,C01304,2024-01-27,2024-02-26,2024-02-18,5921,NOK,paid,NO
INV00883,C00925,2024-01-19,2024-02-18,2024-01-31,1535,NOK,paid,NO
INV00884,C00879,2024-01-27,2024-02-26,2024-02-17,5621,NOK,paid,NO
INV00885,C00892,2024-01-16,2024-02-15,,7257,NOK,overdue,NO
INV00886,C00983,2024-01-02,2024-02-01,,1571,NOK,overdue,NO
INV00887,C00915,2024-01-27,2024-02-26,2024-02-18,5032,NOK,paid,NO
INV00888,C00997,2024-01-09,2024-02-08,2024-01-15,2062,NOK,paid,NO
INV00889,C00939,2024-02-07,2024-03-08,2024-02-28,6549,NOK,paid,NO
INV00890,C00894,2024-02-08,2024-03-09,2024-03-06,7504,NOK,paid,NO
INV00891,C00899,2024-02-23,2024-03-24,,5414,NOK,overdue,NO
INV00892,C01306,2024-02-14,2024-03-15,2024-03-12,6764,NOK,paid,NO
INV00893,C01192,2024-02-23,2024-03-24,,5901,NOK,overdue,NO
INV00894,C01118,2024-02-09,2024-03-10,2024-02-28,5859,NOK,paid,NO
INV00895,C01039,2024-02-17,2024-03-18,2024-04-05,3317,NOK,paid_late,NO
INV00896,C01052,2024-02-13,2024-03-14,2024-03-01,4647,NOK,paid,NO
INV00897,C01310,2024-02-17,2024-03-18,2024-03-31,1755,NOK,paid_late,NO
INV00898,C00793,2024-02-06,2024-03-07,2024-02-25,3669,NOK,paid,NO
INV00899,C01269,2024-02-22,2024-03-23,2024-03-18,4488,NOK,paid,NO
INV00900,C01024,2024-02-15,2024-03-16,2024-04-19,671,NOK,paid_late,NO
INV00901,C00980,2024-02-18,2024-03-19,2024-04-10,5143,NOK,paid_late,NO
INV00902,C01114,2024-02-26,2024-03-27,2024-03-18,7837,NOK,paid,NO
INV00903,C01245,2024-02-02,2024-03-03,2024-02-21,719,NOK,paid,NO
INV00904,C00999,2024-02-21,2024-03-22,2024-03-01,3942,NOK,paid,NO
INV00905,C00855,2024-02-18,2024-03-19,2024-02-25,6299,NOK,paid,NO
INV00906,C01232,2024-02-22,2024-03-23,2024-03-06,6825,NOK,paid,NO
INV00907,C01036,2024-02-08,2024-03-09,2024-02-25,1558,NOK,paid,NO
INV00908,C00892,2024-02-24,2024-03-25,2024-02-29,7661,NOK,paid,NO
INV00909,C01171,2024-02-12,2024-03-13,2024-02-26,983,NOK,paid,NO
INV00910,C01053,2024-02-05,2024-03-06,2024-02-12,6391,NOK,paid,NO
INV00911,C00974,2024-02-19,2024-03-20,2024-02-26,5641,NOK,paid,NO
INV00912,C01214,2024-02-06,2024-03-07,2024-02-28,5944,NOK,paid,NO
INV00913,C00900,2024-03-21,2024-04-20,2024-04-01,3055,NOK,paid,NO
INV00914,C00890,2024-03-21,2024-04-20,2024-05-03,5865,NOK,paid_late,NO
INV00915,C01356,2024-03-23,2024-04-22,2024-04-20,507,NOK,paid,NO
INV00916,C00861,2024-03-19,2024-04-18,2024-04-06,1679,NOK,paid,NO
INV00917,C00957,2024-03-10,2024-04-09,,905,NOK,overdue,NO
INV00918,C01093,2024-03-04,2024-04-03,2024-03-26,6489,NOK,paid,NO
INV00919,C01283,2024-03-08,2024-04-07,2024-03-23,6821,NOK,paid,NO
INV00920,C01322,2024-03-08,2024-04-07,2024-03-13,842,NOK,paid,NO
INV00921,C01256,2024-03-14,2024-04-13,2024-03-29,1594,NOK,paid,NO
INV00922,C00973,2024-03-16,2024-04-15,,4657,NOK,overdue,NO
INV00923,C01217,2024-03-02,2024-04-01,2024-03-10,6115,NOK,paid,NO
INV00924,C01101,2024-03-11,2024-04-10,2024-05-18,7371,NOK,paid_late,NO
INV00925,C00991,2024-03-12,2024-04-11,2024-03-30,1893,NOK,paid,NO
INV00926,C01151,2024-03-22,2024-04-21,2024-04-04,2760,NOK,paid,NO
INV00927,C01145,2024-03-24,2024-04-23,2024-03-29,2253,NOK,paid,NO
INV00928,C01193,2024-03-14,2024-04-13,2024-03-19,3080,NOK,paid,NO
INV00929,C00885,2024-03-14,2024-04-13,2024-05-18,6565,NOK,paid_late,NO
INV00930,C00795,2024-03-11,2024-04-10,2024-03-24,7203,NOK,paid,NO
INV00931,C01159,2024-03-20,2024-04-19,2024-04-10,6005,NOK,paid,NO
INV00932,C01251,2024-03-06,2024-04-05,2024-03-14,6161,NOK,paid,NO
INV00933,C01372,2024-03-16,2024-04-15,2024-03-26,3977,NOK,paid,NO
INV00934,C00978,2024-03-05,2024-04-04,2024-03-14,2258,NOK,paid,NO
INV00935,C01081,2024-03-24,2024-04-23,2024-04-19,6519,NOK,paid,NO
INV00936,C01277,2024-03-26,2024-04-25,2024-05-24,1277,NOK,paid_late,NO
INV00937,C01186,2024-04-15,2024-05-15,2024-06-14,5199,NOK,paid_late,NO
INV00938,C01184,2024-04-20,2024-05-20,,1965,NOK,overdue,NO
INV00939,C01171,2024-04-12,2024-05-12,2024-05-05,592,NOK,paid,NO
INV00940,C00946,2024-04-15,2024-05-15,2024-04-22,2641,NOK,paid,NO
INV00941,C01344,2024-04-28,2024-05-28,2024-05-04,2458,NOK,paid,NO
INV00942,C01181,2024-04-22,2024-05-22,2024-05-12,3338,NOK,paid,NO
INV00943,C00824,2024-04-23,2024-05-23,2024-06-04,6682,NOK,paid_late,NO
INV00944,C01179,2024-04-22,2024-05-22,2024-05-08,1826,NOK,paid,NO
INV00945,C01093,2024-04-06,2024-05-06,2024-05-02,6638,NOK,paid,NO
INV00946,C01327,2024-04-15,2024-05-15,2024-04-23,885,NOK,paid,NO
INV00947,C01340,2024-04-07,2024-05-07,2024-05-02,4724,NOK,paid,NO
INV00948,C01088,2024-04-27,2024-05-27,2024-05-04,5575,NOK,paid,NO
INV00949,C01270,2024-04-27,2024-05-27,2024-05-09,1245,NOK,paid,NO
INV00950,C01110,2024-04-02,2024-05-02,2024-04-16,5666,NOK,paid,NO
INV00951,C00983,2024-04-17,2024-05-17,,3511,NOK,overdue,NO
INV00952,C01198,2024-04-02,2024-05-02,2024-04-25,6498,NOK,paid,NO
INV00953,C01257,2024-04-02,2024-05-02,2024-04-07,2983,NOK,paid,NO
INV00954,C01377,2024-04-02,2024-05-02,2024-04-21,4119,NOK,paid,NO
INV00955,C00967,2024-04-11,2024-05-11,2024-05-23,7061,NOK,paid_late,NO
INV00956,C01309,2024-04-03,2024-05-03,2024-06-04,473,NOK,paid_late,NO
INV00957,C01286,2024-04-14,2024-05-14,2024-05-02,4036,NOK,paid,NO
INV00958,C01112,2024-04-27,2024-05-27,,7370,NOK,overdue,NO
INV00959,C01304,2024-04-17,2024-05-17,2024-04-24,5136,NOK,paid,NO
INV00960,C00868,2024-04-07,2024-05-07,2024-04-12,3667,NOK,paid,NO
INV00961,C00919,2024-05-27,2024-06-26,2024-06-18,5783,NOK,paid,NO
INV00962,C01040,2024-05-24,2024-06-23,2024-06-14,5922,NOK,paid,NO
INV00963,C01112,2024-05-04,2024-06-03,,7407,NOK,overdue,NO
INV00964,C00984,2024-05-15,2024-06-14,2024-06-01,7013,NOK,paid,NO
INV00965,C01049,2024-05-26,2024-06-25,2024-06-21,4572,NOK,paid,NO
INV00966,C01207,2024-05-02,2024-06-01,2024-05-12,7064,NOK,paid,NO
INV00967,C00840,2024-05-25,2024-06-24,2024-07-28,6816,NOK,paid_late,NO
INV00968,C01085,2024-05-28,2024-06-27,2024-06-21,3735,NOK,paid,NO
INV00969,C01229,2024-05-03,2024-06-02,2024-05-25,4186,NOK,paid,NO
INV00970,C00892,2024-05-22,2024-06-21,2024-07-24,7598,NOK,paid_late,NO
INV00971,C01062,2024-05-24,2024-06-23,2024-07-22,995,NOK,paid_late,NO
INV00972,C01067,2024-05-17,2024-06-16,2024-05-25,7935,NOK,paid,NO
INV00973,C01040,2024-05-14,2024-06-13,2024-05-20,7641,NOK,paid,NO
INV00974,C01378,2024-05-22,2024-06-21,2024-06-17,5140,NOK,paid,NO
INV00975,C00952,2024-05-03,2024-06-02,,5200,NOK,overdue,NO
INV00976,C01227,2024-05-22,2024-06-21,2024-06-03,7734,NOK,paid,NO
INV00977,C00929,2024-05-07,2024-06-06,2024-05-16,4649,NOK,paid,NO
INV00978,C00965,2024-05-01,2024-05-31,2024-05-29,5370,NOK,paid,NO
INV00979,C01310,2024-05-15,2024-06-14,2024-06-08,437,NOK,paid,NO
INV00980,C00999,2024-05-26,2024-06-25,2024-07-02,6645,NOK,paid_late,NO
INV00981,C00952,2024-05-10,2024-06-09,2024-05-30,6523,NOK,paid,NO
INV00982,C01368,2024-05-27,2024-06-26,2024-06-02,3955,NOK,paid,NO
INV00983,C01354,2024-05-16,2024-06-15,2024-05-28,6350,NOK,paid,NO
INV00984,C01296,2024-05-14,2024-06-13,2024-05-31,3225,NOK,paid,NO
INV00985,C00987,2024-06-01,2024-07-01,2024-06-23,2141,NOK,paid,NO
INV00986,C00815,2024-06-27,2024-07-27,2024-07-14,7813,NOK,paid,NO
INV00987,C01227,2024-06-04,2024-07-04,2024-06-18,7244,NOK,paid,NO
INV00988,C00921,2024-06-27,2024-07-27,2024-07-17,3270,NOK,paid,NO
INV00989,C01357,2024-06-03,2024-07-03,2024-07-11,5943,NOK,paid_late,NO
INV00990,C01351,2024-06-18,2024-07-18,2024-07-09,7715,NOK,paid,NO
INV00991,C01285,2024-06-23,2024-07-23,2024-07-03,829,NOK,paid,NO
INV00992,C00947,2024-06-08,2024-07-08,2024-06-18,2830,NOK,paid,NO
INV00993,C01427,2024-06-24,2024-07-24,2024-08-28,927,NOK,paid_late,NO
INV00994,C00832,2024-06-08,2024-07-08,2024-06-25,2904,NOK,paid,NO
INV00995,C01076,2024-06-07,2024-07-07,2024-08-07,3220,NOK,paid_late,NO
INV00996,C01190,2024-06-12,2024-07-12,2024-07-01,3974,NOK,paid,NO
INV00997,C01056,2024-06-25,2024-07-25,2024-07-23,5067,NOK,paid,NO
INV00998,C00808,2024-06-28,2024-07-28,2024-08-19,4791,NOK,paid_late,NO
INV00999,C00928,2024-06-03,2024-07-03,2024-06-26,4469,NOK,paid,NO
INV01000,C01063,2024-06-11,2024-07-11,2024-07-02,6207,NOK,paid,NO
INV01001,C01291,2024-06-17,2024-07-17,2024-06-27,4010,NOK,paid,NO
INV01002,C01397,2024-06-12,2024-07-12,,2884,NOK,overdue,NO
INV01003,C01409,2024-06-27,2024-07-27,2024-07-16,1923,NOK,paid,NO
INV01004,C01268,2024-06-28,2024-07-28,2024-07-08,5890,NOK,paid,NO
INV01005,C00875,2024-06-26,2024-07-26,2024-07-02,5240,NOK,paid,NO
INV01006,C01171,2024-06-05,2024-07-05,2024-06-18,4195,NOK,paid,NO
INV01007,C01118,2024-06-12,2024-07-12,2024-07-06,4365,NOK,paid,NO
INV01008,C01435,2024-06-27,2024-07-27,2024-07-21,3536,NOK,paid,NO
INV01009,C00963,2024-07-07,2024-08-06,2024-07-22,2758,NOK,paid,NO
INV01010,C00902,2024-07-05,2024-08-04,2024-07-27,3906,NOK,paid,NO
INV01011,C01127,2024-07-19,2024-08-18,2024-09-07,2368,NOK,paid_late,NO
INV01012,C01346,2024-07-26,2024-08-25,2024-08-22,2520,NOK,paid,NO
INV01013,C01093,2024-07-11,2024-08-10,2024-07-26,1729,NOK,paid,NO
INV01014,C01456,2024-07-21,2024-08-20,2024-08-15,4204,NOK,paid,NO
INV01015,C01066,2024-07-05,2024-08-04,2024-07-18,5639,NOK,paid,NO
INV01016,C01151,2024-07-28,2024-08-27,2024-08-16,6623,NOK,paid,NO
INV01017,C01450,2024-07-07,2024-08-06,2024-07-31,4943,NOK,paid,NO
INV01018,C01461,2024-07-15,2024-08-14,2024-08-09,5172,NOK,paid,NO
INV01019,C01467,2024-07-23,2024-08-22,2024-09-02,676,NOK,paid_late,NO
INV01020,C01332,2024-07-03,2024-08-02,2024-07-17,1613,NOK,paid,NO
INV01021,C00965,2024-07-20,2024-08-19,,2029,NOK,overdue,NO
INV01022,C00980,2024-07-16,2024-08-15,2024-08-09,3407,NOK,paid,NO
INV01023,C01399,2024-07-22,2024-08-21,2024-08-14,3522,NOK,paid,NO
INV01024,C01231,2024-07-18,2024-08-17,,5862,NOK,overdue,NO
INV01025,C01176,2024-07-11,2024-08-10,2024-07-16,3819,NOK,paid,NO
INV01026,C00873,2024-07-01,2024-07-31,2024-07-09,3693,NOK,paid,NO
INV01027,C01334,2024-07-12,2024-08-11,2024-07-27,8057,NOK,paid,NO
INV01028,C00887,2024-07-13,2024-08-12,2024-07-29,1068,NOK,paid,NO
INV01029,C01046,2024-07-12,2024-08-11,2024-07-17,3053,NOK,paid,NO
INV01030,C01361,2024-07-12,2024-08-11,2024-09-06,1243,NOK,paid_late,NO
INV01031,C00839,2024-07-26,2024-08-25,2024-10-01,5919,NOK,paid_late,NO
INV01032,C00857,2024-07-22,2024-08-21,2024-08-17,3807,NOK,paid,NO
INV01033,C01232,2024-08-25,2024-09-24,2024-10-12,5192,NOK,paid_late,NO
INV01034,C00804,2024-08-23,2024-09-22,2024-08-31,5342,NOK,paid,NO
INV01035,C01306,2024-08-22,2024-09-21,2024-09-15,5827,NOK,paid,NO
INV01036,C00964,2024-08-17,2024-09-16,2024-09-05,7186,NOK,paid,NO
INV01037,C01385,2024-08-03,2024-09-02,,1215,NOK,overdue,NO
INV01038,C01005,2024-08-26,2024-09-25,2024-09-12,5887,NOK,paid,NO
INV01039,C01467,2024-08-01,2024-08-31,2024-08-28,6624,NOK,paid,NO
INV01040,C01249,2024-08-20,2024-09-19,2024-08-28,3107,NOK,paid,NO
INV01041,C01346,2024-08-03,2024-09-02,2024-08-21,743,NOK,paid,NO
INV01042,C01298,2024-08-01,2024-08-31,2024-08-14,1908,NOK,paid,NO
INV01043,C01010,2024-08-04,2024-09-03,2024-08-19,3107,NOK,paid,NO
INV01044,C00801,2024-08-16,2024-09-15,2024-09-20,5420,NOK,paid_late,NO
INV01045,C01312,2024-08-07,2024-09-06,2024-08-22,4086,NOK,paid,NO
INV01046,C00838,2024-08-03,2024-09-02,2024-08-23,7770,NOK,paid,NO
INV01047,C00844,2024-08-06,2024-09-05,2024-08-11,5808,NOK,paid,NO
INV01048,C01123,2024-08-24,2024-09-23,2024-09-09,8109,NOK,paid,NO
INV01049,C00805,2024-08-22,2024-09-21,2024-09-07,5746,NOK,paid,NO
INV01050,C01251,2024-08-04,2024-09-03,2024-10-10,8122,NOK,paid_late,NO
INV01051,C00807,2024-08-17,2024-09-16,2024-10-26,7834,NOK,paid_late,NO
INV01052,C01136,2024-08-02,2024-09-01,2024-08-27,8021,NOK,paid,NO
INV01053,C01421,2024-08-06,2024-09-05,2024-08-29,6674,NOK,paid,NO
INV01054,C01026,2024-08-09,2024-09-08,2024-08-18,1473,NOK,paid,NO
INV01055,C01473,2024-08-12,2024-09-11,2024-08-28,2569,NOK,paid,NO
INV01056,C00996,2024-08-26,2024-09-25,,5694,NOK,overdue,NO
INV01057,C01370,2024-09-16,2024-10-16,2024-10-04,520,NOK,paid,NO
INV01058,C01488,2024-09-09,2024-10-09,2024-10-04,6119,NOK,paid,NO
INV01059,C01098,2024-09-16,2024-10-16,2024-11-04,4467,NOK,paid_late,NO
INV01060,C00807,2024-09-21,2024-10-21,2024-10-03,5356,NOK,paid,NO
INV01061,C01311,2024-09-21,2024-10-21,2024-10-19,1234,NOK,paid,NO
INV01062,C01234,2024-09-04,2024-10-04,2024-09-09,7849,NOK,paid,NO
INV01063,C01351,2024-09-21,2024-10-21,,509,NOK,overdue,NO
INV01064,C01363,2024-09-26,2024-10-26,2024-10-24,4397,NOK,paid,NO
INV01065,C01277,2024-09-14,2024-10-14,2024-10-01,4722,NOK,paid,NO
INV01066,C01001,2024-09-10,2024-10-10,2024-11-03,7996,NOK,paid_late,NO
INV01067,C01444,2024-09-07,2024-10-07,2024-09-21,5730,NOK,paid,NO
INV01068,C01041,2024-09-07,2024-10-07,2024-10-05,3272,NOK,paid,NO
INV01069,C01303,2024-09-22,2024-10-22,2024-10-11,2834,NOK,paid,NO
INV01070,C01260,2024-09-08,2024-10-08,,722,NOK,overdue,NO
INV01071,C01478,2024-09-25,2024-10-25,2024-10-02,1002,NOK,paid,NO
INV01072,C00843,2024-09-17,2024-10-17,2024-10-13,2031,NOK,paid,NO
INV01073,C01203,2024-09-07,2024-10-07,2024-10-05,7507,NOK,paid,NO
INV01074,C01206,2024-09-03,2024-10-03,2024-09-14,2141,NOK,paid,NO
INV01075,C00833,2024-09-16,2024-10-16,2024-11-08,3853,NOK,paid_late,NO
INV01076,C00845,2024-09-01,2024-10-01,2024-09-16,2207,NOK,paid,NO
INV01077,C01167,2024-09-08,2024-10-08,2024-10-06,1198,NOK,paid,NO
INV01078,C01190,2024-09-26,2024-10-26,2024-10-04,2335,NOK,paid,NO
INV01079,C01351,2024-09-26,2024-10-26,2024-11-28,6581,NOK,paid_late,NO
INV01080,C01157,2024-09-27,2024-10-27,2024-10-11,5974,NOK,paid,NO
INV01081,C01268,2024-10-21,2024-11-20,2024-11-11,613,NOK,paid,NO
INV01082,C01409,2024-10-05,2024-11-04,2024-10-15,2877,NOK,paid,NO
INV01083,C00810,2024-10-24,2024-11-23,2024-11-26,5212,NOK,paid_late,NO
INV01084,C01144,2024-10-23,2024-11-22,2024-11-12,1065,NOK,paid,NO
INV01085,C00800,2024-10-28,2024-11-27,2024-11-04,6780,NOK,paid,NO
INV01086,C01049,2024-10-06,2024-11-05,2024-10-29,5359,NOK,paid,NO
INV01087,C01512,2024-10-21,2024-11-20,,2566,NOK,overdue,NO
INV01088,C01384,2024-10-01,2024-10-31,,6776,NOK,overdue,NO
INV01089,C01213,2024-10-26,2024-11-25,2024-11-18,3283,NOK,paid,NO
INV01090,C01347,2024-10-14,2024-11-13,2024-11-02,5055,NOK,paid,NO
INV01091,C01176,2024-10-12,2024-11-11,2024-11-06,2649,NOK,paid,NO
INV01092,C01421,2024-10-24,2024-11-23,2024-12-18,5924,NOK,paid_late,NO
INV01093,C01469,2024-10-17,2024-11-16,,1149,NOK,overdue,NO
INV01094,C00852,2024-10-25,2024-11-24,2024-11-13,2127,NOK,paid,NO
INV01095,C00967,2024-10-02,2024-11-01,2024-10-14,7713,NOK,paid,NO
INV01096,C01386,2024-10-19,2024-11-18,2024-10-28,2790,NOK,paid,NO
INV01097,C00950,2024-10-10,2024-11-09,2024-10-20,1279,NOK,paid,NO
INV01098,C01349,2024-10-07,2024-11-06,,2795,NOK,overdue,NO
INV01099,C01022,2024-10-24,2024-11-23,2024-11-04,1446,NOK,paid,NO
INV01100,C01030,2024-10-03,2024-11-02,2024-10-15,6668,NOK,paid,NO
INV01101,C01474,2024-10-02,2024-11-01,2024-11-07,812,NOK,paid_late,NO
INV01102,C00955,2024-10-10,2024-11-09,2024-11-07,5489,NOK,paid,NO
INV01103,C00813,2024-10-11,2024-11-10,2024-10-28,1955,NOK,paid,NO
INV01104,C01407,2024-10-01,2024-10-31,2024-10-10,2028,NOK,paid,NO
INV01105,C01034,2024-11-23,2024-12-23,2024-12-03,7084,NOK,paid,NO
INV01106,C01073,2024-11-21,2024-12-21,2024-11-29,2380,NOK,paid,NO
INV01107,C01091,2024-11-17,2024-12-17,2024-12-07,2871,NOK,paid,NO
INV01108,C01047,2024-11-08,2024-12-08,2025-01-11,457,NOK,paid_late,NO
INV01109,C01149,2024-11-12,2024-12-12,2024-11-24,5445,NOK,paid,NO
INV01110,C00926,2024-11-14,2024-12-14,,8131,NOK,overdue,NO
INV01111,C01024,2024-11-16,2024-12-16,2025-01-14,517,NOK,paid_late,NO
INV01112,C01290,2024-11-02,2024-12-02,2025-01-11,3528,NOK,paid_late,NO
INV01113,C01434,2024-11-25,2024-12-25,2024-12-07,1927,NOK,paid,NO
INV01114,C01272,2024-11-11,2024-12-11,2024-11-20,5781,NOK,paid,NO
INV01115,C01236,2024-11-08,2024-12-08,2024-12-02,7805,NOK,paid,NO
INV01116,C01069,2024-11-13,2024-12-13,2024-12-03,4900,NOK,paid,NO
INV01117,C01014,2024-11-18,2024-12-18,2024-11-25,8171,NOK,paid,NO
INV01118,C00887,2024-11-19,2024-12-19,,2646,NOK,overdue,NO
INV01119,C01032,2024-11-05,2024-12-05,2024-11-10,4487,NOK,paid,NO
INV01120,C01424,2024-11-12,2024-12-12,2024-11-29,8144,NOK,paid,NO
INV01121,C01121,2024-11-10,2024-12-10,2024-11-17,2433,NOK,paid,NO
INV01122,C00824,2024-11-03,2024-12-03,2024-11-17,1232,NOK,paid,NO
INV01123,C01401,2024-11-08,2024-12-08,,4726,NOK,overdue,NO
INV01124,C01517,2024-11-18,2024-12-18,2025-01-20,4995,NOK,paid_late,NO
INV01125,C01427,2024-11-10,2024-12-10,2024-11-20,3414,NOK,paid,NO
INV01126,C00996,2024-11-08,2024-12-08,2024-12-05,6303,NOK,paid,NO
INV01127,C01315,2024-11-15,2024-12-15,2024-11-23,7997,NOK,paid,NO
INV01128,C00983,2024-11-19,2024-12-19,2024-12-02,4788,NOK,paid,NO
INV01129,C01173,2024-12-23,2025-01-22,2025-01-30,3283,NOK,paid_late,NO
INV01130,C01065,2024-12-19,2025-01-18,2025-01-05,4826,NOK,paid,NO
INV01131,C00969,2024-12-16,2025-01-15,2024-12-22,7525,NOK,paid,NO
INV01132,C00930,2024-12-27,2025-01-26,,8029,NOK,overdue,NO
INV01133,C01267,2024-12-04,2025-01-03,2025-02-08,522,NOK,paid_late,NO
INV01134,C01170,2024-12-08,2025-01-07,2025-01-01,6360,NOK,paid,NO
INV01135,C01485,2024-12-02,2025-01-01,2024-12-30,4889,NOK,paid,NO
INV01136,C01359,2024-12-26,2025-01-25,2025-01-17,4633,NOK,paid,NO
INV01137,C01014,2024-12-09,2025-01-08,2024-12-19,5867,NOK,paid,NO
INV01138,C01161,2024-12-28,2025-01-27,,5460,NOK,overdue,NO
INV01139,C00930,2024-12-09,2025-01-08,2024-12-14,6410,NOK,paid,NO
INV01140,C01224,2024-12-26,2025-01-25,2025-02-01,5112,NOK,paid_late,NO
INV01141,C00843,2024-12-18,2025-01-17,2025-01-14,7817,NOK,paid,NO
INV01142,C00861,2024-12-14,2025-01-13,2025-01-05,2263,NOK,paid,NO
INV01143,C01450,2024-12-11,2025-01-10,,3591,NOK,overdue,NO
INV01144,C01520,2024-12-07,2025-01-06,2025-01-02,3546,NOK,paid,NO
INV01145,C00943,2024-12-28,2025-01-27,2025-01-06,2614,NOK,paid,NO
INV01146,C01252,2024-12-22,2025-01-21,2025-01-05,6712,NOK,paid,NO
INV01147,C01132,2024-12-06,2025-01-05,2024-12-24,3380,NOK,paid,NO
INV01148,C01159,2024-12-14,2025-01-13,2024-12-22,5851,NOK,paid,NO
INV01149,C01251,2024-12-16,2025-01-15,2025-01-11,1451,NOK,paid,NO
INV01150,C01128,2024-12-27,2025-01-26,2025-01-08,5800,NOK,paid,NO
INV01151,C01295,2024-12-12,2025-01-11,2024-12-19,1482,NOK,paid,NO
INV01152,C01099,2024-12-15,2025-01-14,,8191,NOK,overdue,NO
INV01153,C01593,2023-01-24,2023-02-23,2023-02-19,3858,SEK,paid,SE
INV01154,C01841,2023-01-24,2023-02-23,2023-02-20,2917,SEK,paid,SE
INV01155,C01628,2023-01-01,2023-01-31,2023-01-25,6000,SEK,paid,SE
INV01156,C01770,2023-01-06,2023-02-05,,644,SEK,overdue,SE
INV01157,C01805,2023-01-05,2023-02-04,2023-03-11,7910,SEK,paid_late,SE
INV01158,C01606,2023-01-21,2023-02-20,2023-01-27,6345,SEK,paid,SE
INV01159,C01650,2023-01-15,2023-02-14,2023-01-22,611,SEK,paid,SE
INV01160,C01723,2023-01-14,2023-02-13,,4567,SEK,overdue,SE
INV01161,C01677,2023-01-02,2023-02-01,2023-01-11,1587,SEK,paid,SE
INV01162,C01837,2023-01-12,2023-02-11,2023-02-07,3651,SEK,paid,SE
INV01163,C01843,2023-01-19,2023-02-18,2023-02-12,8075,SEK,paid,SE
INV01164,C01636,2023-01-01,2023-01-31,2023-02-06,2731,SEK,paid_late,SE
INV01165,C01755,2023-01-17,2023-02-16,2023-01-31,3573,SEK,paid,SE
INV01166,C01731,2023-01-22,2023-02-21,2023-02-06,1003,SEK,paid,SE
INV01167,C01681,2023-01-23,2023-02-22,2023-03-01,2671,SEK,paid_late,SE
INV01168,C01652,2023-01-23,2023-02-22,2023-02-02,5303,SEK,paid,SE
INV01169,C01783,2023-01-14,2023-02-13,2023-01-20,6674,SEK,paid,SE
INV01170,C01711,2023-01-20,2023-02-19,2023-01-27,6843,SEK,paid,SE
INV01171,C01681,2023-01-18,2023-02-17,,6823,SEK,overdue,SE
INV01172,C01829,2023-01-24,2023-02-23,2023-02-01,6231,SEK,paid,SE
INV01173,C01652,2023-01-06,2023-02-05,2023-02-28,6032,SEK,paid_late,SE
INV01174,C01795,2023-01-03,2023-02-02,2023-01-25,3927,SEK,paid,SE
INV01175,C01652,2023-01-15,2023-02-14,2023-02-05,2135,SEK,paid,SE
INV01176,C01790,2023-01-26,2023-02-25,2023-02-21,4356,SEK,paid,SE
INV01177,C01730,2023-02-23,2023-03-25,2023-04-05,6264,SEK,paid_late,SE
INV01178,C01644,2023-02-17,2023-03-19,,4743,SEK,overdue,SE
INV01179,C01597,2023-02-24,2023-03-26,2023-03-15,8001,SEK,paid,SE
INV01180,C01689,2023-02-14,2023-03-16,,2183,SEK,overdue,SE
INV01181,C01805,2023-02-16,2023-03-18,2023-04-24,2543,SEK,paid_late,SE
INV01182,C01795,2023-02-15,2023-03-17,2023-02-24,6687,SEK,paid,SE
INV01183,C01685,2023-02-25,2023-03-27,2023-04-27,1744,SEK,paid_late,SE
INV01184,C01850,2023-02-27,2023-03-29,2023-03-16,1296,SEK,paid,SE
INV01185,C01608,2023-02-08,2023-03-10,2023-04-08,3158,SEK,paid_late,SE
INV01186,C01698,2023-02-22,2023-03-24,2023-03-22,3668,SEK,paid,SE
INV01187,C01831,2023-02-10,2023-03-12,2023-02-16,6068,SEK,paid,SE
INV01188,C01622,2023-02-13,2023-03-15,2023-02-22,6125,SEK,paid,SE
INV01189,C01862,2023-02-21,2023-03-23,2023-03-03,1666,SEK,paid,SE
INV01190,C01586,2023-02-27,2023-03-29,2023-03-26,4345,SEK,paid,SE
INV01191,C01760,2023-02-10,2023-03-12,2023-03-07,6216,SEK,paid,SE
INV01192,C01681,2023-02-20,2023-03-22,2023-03-10,6470,SEK,paid,SE
INV01193,C01647,2023-02-28,2023-03-30,2023-03-13,5649,SEK,paid,SE
INV01194,C01726,2023-02-08,2023-03-10,2023-02-17,3214,SEK,paid,SE
INV01195,C01650,2023-02-20,2023-03-22,2023-03-20,6343,SEK,paid,SE
INV01196,C01626,2023-02-05,2023-03-07,2023-02-17,2739,SEK,paid,SE
INV01197,C01611,2023-02-22,2023-03-24,2023-03-20,2608,SEK,paid,SE
INV01198,C01762,2023-02-06,2023-03-08,2023-02-13,4664,SEK,paid,SE
INV01199,C01702,2023-02-05,2023-03-07,2023-02-20,6763,SEK,paid,SE
INV01200,C01648,2023-02-11,2023-03-13,2023-03-11,2456,SEK,paid,SE
INV01201,C01721,2023-03-10,2023-04-09,2023-04-02,1647,SEK,paid,SE
INV01202,C01772,2023-03-17,2023-04-16,2023-03-29,7212,SEK,paid,SE
INV01203,C01821,2023-03-28,2023-04-27,2023-04-06,897,SEK,paid,SE
INV01204,C01810,2023-03-14,2023-04-13,2023-03-19,4351,SEK,paid,SE
INV01205,C01620,2023-03-21,2023-04-20,2023-04-18,2653,SEK,paid,SE
INV01206,C01784,2023-03-20,2023-04-19,2023-05-22,2787,SEK,paid_late,SE
INV01207,C01784,2023-03-05,2023-04-04,2023-03-17,5423,SEK,paid,SE
