subscription_id,customer_id,plan_type,start_date,end_date,churn_date,churn_reason,mrr,country
S01235,C01235,premium,2023-09-25,2023-12-22,2023-12-22,price_too_high,1413,NO
S01236,C01236,basic,2023-09-19,,,,697,NO
S01237,C01237,enterprise,2023-09-01,2023-10-24,2023-10-24,not_using,7061,NO
S01238,C01238,basic,2023-09-22,,,,707,NO
S01239,C01239,basic,2023-09-26,,,,469,NO
S01240,C01240,basic,2023-09-21,,,,560,NO
S01241,C01241,premium,2023-09-17,,,,2334,NO
S01242,C01242,basic,2023-09-11,,,,670,NO
S01243,C01243,enterprise,2023-09-07,,,,5048,NO
S01244,C01244,premium,2023-09-26,,,,1633,NO
S01245,C01245,premium,2023-09-15,,,,1330,NO
S01246,C01246,basic,2023-09-03,,,,685,NO
S01247,C01247,enterprise,2023-09-21,,,,7799,NO
S01248,C01248,premium,2023-09-28,,,,1902,NO
S01249,C01249,premium,2023-09-03,,,,1538,NO
S01250,C01250,premium,2023-09-21,,,,2433,NO
S01251,C01251,basic,2023-09-28,2024-02-13,2024-02-13,not_using,741,NO
S01252,C01252,basic,2023-09-03,,,,723,NO
S01253,C01253,basic,2023-09-03,,,,653,NO
S01254,C01254,basic,2023-09-11,,,,759,NO
S01255,C01255,basic,2023-10-09,,,,522,NO
S01256,C01256,enterprise,2023-10-28,,,,8098,NO
S01257,C01257,premium,2023-10-03,,,,2542,NO
S01258,C01258,basic,2023-10-16,,,,532,NO
S01259,C01259,premium,2023-10-23,,,,2148,NO
S01260,C01260,premium,2023-10-03,,,,1296,NO
S01261,C01261,enterprise,2023-10-05,,,,7891,NO
S01262,C01262,basic,2023-10-09,,,,680,NO
S01263,C01263,premium,2023-10-21,,,,1447,NO
S01264,C01264,basic,2023-10-23,,,,643,NO
S01265,C01265,basic,2023-10-01,,,,604,NO
S01266,C01266,premium,2023-10-23,,,,1847,NO
S01267,C01267,enterprise,2023-10-17,,,,5240,NO
S01268,C01268,basic,2023-10-20,2024-05-06,2024-05-06,not_using,595,NO
S01269,C01269,basic,2023-10-28,,,,503,NO
S01270,C01270,premium,2023-10-04,,,,2115,NO
S01271,C01271,basic,2023-10-26,,,,665,NO
S01272,C01272,basic,2023-10-04,,,,513,NO
S01273,C01273,enterprise,2023-10-01,,,,7957,NO
S01274,C01274,enterprise,2023-10-27,,,,5778,NO
S01275,C01275,basic,2023-10-01,,,,715,NO
S01276,C01276,basic,2023-10-11,2024-04-12,2024-04-12,competitor,670,NO
S01277,C01277,basic,2023-11-11,,,,673,NO
S01278,C01278,enterprise,2023-11-20,2024-04-04,2024-04-04,not_using,4445,NO
S01279,C01279,premium,2023-11-21,,,,2336,NO
S01280,C01280,premium,2023-11-18,,,,2652,NO
S01281,C01281,basic,2023-11-09,,,,461,NO
S01282,C01282,basic,2023-11-04,,,,504,NO
S01283,C01283,basic,2023-11-03,,,,556,NO
S01284,C01284,basic,2023-11-03,,,,557,NO
S01285,C01285,enterprise,2023-11-21,,,,5272,NO
S01286,C01286,premium,2023-11-28,,,,1710,NO
S01287,C01287,premium,2023-11-01,2024-04-01,2024-04-01,not_using,1249,NO
S01288,C01288,premium,2023-11-25,2024-01-19,2024-01-19,price_too_high,1235,NO
S01289,C01289,enterprise,2023-11-03,,,,5992,NO
S01290,C01290,basic,2023-11-23,2024-01-26,2024-01-26,price_too_high,703,NO
S01291,C01291,premium,2023-11-22,,,,1804,NO
S01292,C01292,premium,2023-11-26,,,,1887,NO
S01293,C01293,basic,2023-11-24,,,,505,NO
S01294,C01294,premium,2023-11-19,,,,2678,NO
S01295,C01295,basic,2023-11-09,,,,780,NO
S01296,C01296,basic,2023-11-13,,,,615,NO
S01297,C01297,basic,2023-11-03,,,,524,NO
S01298,C01298,premium,2023-11-11,,,,1437,NO
S01299,C01299,basic,2023-12-16,,,,511,NO
S01300,C01300,basic,2023-12-19,,,,595,NO
S01301,C01301,premium,2023-12-10,2024-03-25,2024-03-25,not_using,1075,NO
S01302,C01302,basic,2023-12-01,,,,662,NO
S01303,C01303,basic,2023-12-25,,,,610,NO
S01304,C01304,enterprise,2023-12-23,,,,4794,NO
S01305,C01305,premium,2023-12-01,,,,1284,NO
S01306,C01306,premium,2023-12-06,,,,2663,NO
S01307,C01307,basic,2023-12-09,,,,474,NO
S01308,C01308,premium,2023-12-11,,,,1777,NO
S01309,C01309,basic,2023-12-15,,,,525,NO
S01310,C01310,basic,2023-12-22,,,,745,NO
S01311,C01311,premium,2023-12-25,,,,1540,NO
S01312,C01312,premium,2023-12-18,,,,2325,NO
S01313,C01313,premium,2023-12-03,,,,1026,NO
S01314,C01314,basic,2023-12-07,,,,752,NO
S01315,C01315,enterprise,2023-12-25,,,,5061,NO
S01316,C01316,enterprise,2023-12-08,,,,7506,NO
S01317,C01317,basic,2023-12-25,,,,666,NO
S01318,C01318,basic,2023-12-05,,,,506,NO
S01319,C01319,basic,2023-12-01,,,,630,NO
S01320,C01320,basic,2023-12-14,,,,670,NO
S01321,C01321,basic,2024-01-04,,,,586,NO
S01322,C01322,premium,2024-01-08,,,,1828,NO
S01323,C01323,premium,2024-01-16,,,,1711,NO
S01324,C01324,basic,2024-01-24,,,,768,NO
S01325,C01325,basic,2024-01-11,,,,620,NO
S01326,C01326,basic,2024-01-22,,,,540,NO
S01327,C01327,basic,2024-01-22,2024-06-15,2024-06-15,price_too_high,630,NO
S01328,C01328,premium,2024-01-16,,,,2161,NO
S01329,C01329,premium,2024-01-17,,,,2587,NO
S01330,C01330,enterprise,2024-01-16,,,,5908,NO
S01331,C01331,basic,2024-01-15,,,,620,NO
S01332,C01332,basic,2024-01-04,,,,777,NO
S01333,C01333,basic,2024-01-12,,,,670,NO
S01334,C01334,enterprise,2024-01-13,,,,7480,NO
S01335,C01335,enterprise,2024-01-09,,,,6513,NO
S01336,C01336,basic,2024-01-07,,,,625,NO
S01337,C01337,premium,2024-01-26,,,,2622,NO
S01338,C01338,basic,2024-01-22,,,,717,NO
S01339,C01339,basic,2024-01-22,,,,483,NO
S01340,C01340,premium,2024-01-02,,,,1252,NO
S01341,C01341,basic,2024-01-12,,,,578,NO
S01342,C01342,enterprise,2024-01-05,2024-06-22,2024-06-22,price_too_high,4968,NO
S01343,C01343,basic,2024-02-09,,,,604,NO
S01344,C01344,premium,2024-02-18,2024-09-02,2024-09-02,competitor,2707,NO
S01345,C01345,enterprise,2024-02-17,,,,7636,NO
S01346,C01346,basic,2024-02-15,,,,665,NO
S01347,C01347,basic,2024-02-26,,,,515,NO
S01348,C01348,premium,2024-02-02,,,,1825,NO
S01349,C01349,basic,2024-02-15,,,,588,NO
S01350,C01350,basic,2024-02-20,,,,696,NO
S01351,C01351,basic,2024-02-24,,,,477,NO
S01352,C01352,premium,2024-02-18,,,,1457,NO
S01353,C01353,premium,2024-02-21,,,,1013,NO
S01354,C01354,basic,2024-02-04,,,,511,NO
S01355,C01355,basic,2024-02-16,,,,650,NO
S01356,C01356,enterprise,2024-02-16,,,,5932,NO
S01357,C01357,basic,2024-02-04,,,,544,NO
S01358,C01358,premium,2024-02-17,,,,1975,NO
S01359,C01359,basic,2024-02-16,,,,647,NO
S01360,C01360,basic,2024-02-14,,,,595,NO
S01361,C01361,basic,2024-02-19,,,,786,NO
S01362,C01362,premium,2024-02-05,,,,1567,NO
S01363,C01363,premium,2024-02-28,,,,2446,NO
S01364,C01364,basic,2024-02-21,2024-09-28,2024-09-28,not_using,738,NO
S01365,C01365,enterprise,2024-03-16,,,,5696,NO
S01366,C01366,premium,2024-03-06,,,,1860,NO
S01367,C01367,premium,2024-03-09,,,,1149,NO
S01368,C01368,basic,2024-03-06,,,,643,NO
S01369,C01369,basic,2024-03-07,,,,797,NO
S01370,C01370,premium,2024-03-27,,,,1176,NO
S01371,C01371,enterprise,2024-03-02,2024-04-09,2024-04-09,competitor,6745,NO
S01372,C01372,enterprise,2024-03-06,2024-08-01,2024-08-01,competitor,8126,NO
S01373,C01373,premium,2024-03-12,,,,1282,NO
S01374,C01374,basic,2024-03-21,,,,490,NO
S01375,C01375,basic,2024-03-04,,,,726,NO
S01376,C01376,basic,2024-03-13,,,,530,NO
S01377,C01377,basic,2024-03-19,,,,762,NO
S01378,C01378,basic,2024-03-18,,,,691,NO
S01379,C01379,basic,2024-03-02,,,,621,NO
S01380,C01380,premium,2024-03-07,,,,2551,NO
S01381,C01381,premium,2024-03-16,,,,2249,NO
S01382,C01382,enterprise,2024-03-03,,,,4460,NO
S01383,C01383,basic,2024-03-09,,,,704,NO
S01384,C01384,premium,2024-03-16,,,,1466,NO
S01385,C01385,premium,2024-03-18,,,,2400,NO
S01386,C01386,basic,2024-03-02,,,,514,NO
S01387,C01387,basic,2024-04-27,,,,674,NO
S01388,C01388,premium,2024-04-20,,,,1598,NO
S01389,C01389,basic,2024-04-22,,,,728,NO
S01390,C01390,enterprise,2024-04-15,,,,6197,NO
S01391,C01391,basic,2024-04-09,,,,503,NO
S01392,C01392,premium,2024-04-09,,,,2723,NO
S01393,C01393,basic,2024-04-24,,,,522,NO
S01394,C01394,premium,2024-04-04,,,,1553,NO
S01395,C01395,basic,2024-04-02,,,,703,NO
S01396,C01396,basic,2024-04-02,,,,787,NO
S01397,C01397,enterprise,2024-04-18,,,,6554,NO
S01398,C01398,premium,2024-04-07,,,,2698,NO
S01399,C01399,basic,2024-04-26,,,,797,NO
S01400,C01400,premium,2024-04-19,2024-06-11,2024-06-11,price_too_high,1532,NO
S01401,C01401,enterprise,2024-04-09,,,,4500,NO
S01402,C01402,basic,2024-04-11,,,,590,NO
S01403,C01403,basic,2024-04-01,,,,614,NO
S01404,C01404,basic,2024-04-15,,,,468,NO
S01405,C01405,basic,2024-04-07,,,,490,NO
S01406,C01406,basic,2024-04-03,,,,591,NO
S01407,C01407,premium,2024-04-21,,,,2343,NO
S01408,C01408,basic,2024-04-22,,,,612,NO
S01409,C01409,enterprise,2024-05-03,,,,4972,NO
S01410,C01410,premium,2024-05-14,,,,1602,NO
S01411,C01411,basic,2024-05-02,2024-09-29,2024-09-29,not_using,752,NO
S01412,C01412,premium,2024-05-25,,,,2459,NO
S01413,C01413,basic,2024-05-02,2024-09-27,2024-09-27,not_using,782,NO
S01414,C01414,basic,2024-05-21,,,,512,NO
S01415,C01415,basic,2024-05-20,,,,675,NO
S01416,C01416,premium,2024-05-08,,,,1741,NO
S01417,C01417,enterprise,2024-05-15,,,,6764,NO
S01418,C01418,premium,2024-05-12,,,,1919,NO
S01419,C01419,basic,2024-05-27,,,,725,NO
S01420,C01420,basic,2024-05-20,,,,610,NO
S01421,C01421,basic,2024-05-05,,,,551,NO
S01422,C01422,basic,2024-05-06,,,,733,NO
S01423,C01423,premium,2024-05-05,,,,1049,NO
S01424,C01424,enterprise,2024-05-17,,,,7259,NO
S01425,C01425,basic,2024-05-23,2024-12-13,2024-12-13,price_too_high,622,NO
S01426,C01426,premium,2024-05-03,,,,1919,NO
S01427,C01427,premium,2024-05-10,,,,2502,NO
S01428,C01428,premium,2024-05-05,2024-08-15,2024-08-15,competitor,1757,NO
S01429,C01429,basic,2024-05-06,,,,499,NO
S01430,C01430,basic,2024-05-19,,,,710,NO
S01431,C01431,enterprise,2024-06-10,,,,4669,NO
S01432,C01432,premium,2024-06-04,,,,2545,NO
S01433,C01433,basic,2024-06-18,2025-01-11,2025-01-11,competitor,463,NO
S01434,C01434,basic,2024-06-17,,,,506,NO
S01435,C01435,basic,2024-06-14,,,,520,NO
S01436,C01436,premium,2024-06-26,,,,2489,NO
S01437,C01437,premium,2024-06-09,,,,2376,NO
S01438,C01438,basic,2024-06-14,,,,716,NO
S01439,C01439,basic,2024-06-08,,,,562,NO
S01440,C01440,basic,2024-06-05,,,,704,NO
S01441,C01441,premium,2024-06-28,,,,1889,NO
S01442,C01442,basic,2024-06-23,,,,584,NO
S01443,C01443,basic,2024-06-21,,,,542,NO
S01444,C01444,premium,2024-06-22,,,,1803,NO
S01445,C01445,basic,2024-06-10,,,,597,NO
S01446,C01446,basic,2024-06-22,,,,613,NO
S01447,C01447,premium,2024-06-23,,,,2720,NO
S01448,C01448,basic,2024-06-14,,,,587,NO
S01449,C01449,basic,2024-06-25,2024-09-19,2024-09-19,price_too_high,660,NO
S01450,C01450,basic,2024-06-09,,,,775,NO
S01451,C01451,premium,2024-06-14,,,,2097,NO
S01452,C01452,basic,2024-06-20,,,,460,NO
S01453,C01453,enterprise,2024-07-18,,,,4095,NO
S01454,C01454,basic,2024-07-17,2024-08-14,2024-08-14,competitor,530,NO
S01455,C01455,premium,2024-07-24,,,,2342,NO
S01456,C01456,premium,2024-07-03,,,,2561,NO
S01457,C01457,premium,2024-07-24,,,,1310,NO
S01458,C01458,premium,2024-07-27,,,,1662,NO
S01459,C01459,basic,2024-07-09,,,,785,NO
S01460,C01460,premium,2024-07-14,,,,2148,NO
S01461,C01461,premium,2024-07-08,,,,2490,NO
S01462,C01462,premium,2024-07-15,,,,1813,NO
S01463,C01463,basic,2024-07-16,,,,620,NO
S01464,C01464,premium,2024-07-18,,,,2003,NO
S01465,C01465,premium,2024-07-13,,,,2480,NO
S01466,C01466,basic,2024-07-25,,,,622,NO
S01467,C01467,basic,2024-07-23,,,,452,NO
S01468,C01468,premium,2024-07-18,,,,1482,NO
S01469,C01469,enterprise,2024-07-18,,,,4467,NO
S01470,C01470,basic,2024-07-13,,,,716,NO
S01471,C01471,basic,2024-07-15,,,,667,NO
S01472,C01472,premium,2024-07-05,,,,1817,NO
S01473,C01473,enterprise,2024-07-24,,,,8080,NO
S01474,C01474,basic,2024-07-05,,,,764,NO
S01475,C01475,basic,2024-08-18,,,,769,NO
S01476,C01476,basic,2024-08-21,,,,771,NO
S01477,C01477,enterprise,2024-08-27,,,,6304,NO
S01478,C01478,premium,2024-08-18,,,,2213,NO
S01479,C01479,basic,2024-08-06,,,,717,NO
S01480,C01480,premium,2024-08-19,,,,1567,NO
S01481,C01481,premium,2024-08-07,,,,1443,NO
S01482,C01482,basic,2024-08-06,,,,489,NO
S01483,C01483,premium,2024-08-17,2025-01-27,2025-01-27,competitor,1966,NO
S01484,C01484,premium,2024-08-13,,,,1727,NO
S01485,C01485,premium,2024-08-03,,,,1340,NO
S01486,C01486,basic,2024-08-27,2025-03-01,2025-03-01,competitor,578,NO
S01487,C01487,basic,2024-08-06,,,,688,NO
S01488,C01488,enterprise,2024-08-07,,,,5364,NO
S01489,C01489,basic,2024-08-15,2025-01-10,2025-01-10,price_too_high,750,NO
S01490,C01490,basic,2024-08-20,,,,778,NO
S01491,C01491,basic,2024-08-21,,,,465,NO
S01492,C01492,basic,2024-08-21,,,,781,NO
S01493,C01493,premium,2024-08-12,,,,1313,NO
S01494,C01494,premium,2024-08-03,,,,1114,NO
S01495,C01495,premium,2024-08-04,,,,2746,NO
S01496,C01496,enterprise,2024-08-27,,,,5186,NO
S01497,C01497,basic,2024-09-10,,,,624,NO
S01498,C01498,premium,2024-09-15,,,,1373,NO
S01499,C01499,basic,2024-09-19,,,,536,NO
S01500,C01500,premium,2024-09-15,,,,1505,NO
S01501,C01501,basic,2024-09-10,,,,541,NO
S01502,C01502,premium,2024-09-08,,,,1408,NO
S01503,C01503,basic,2024-09-09,,,,636,NO
S01504,C01504,premium,2024-09-27,,,,1075,NO
S01505,C01505,basic,2024-09-05,,,,672,NO
S01506,C01506,premium,2024-09-11,2025-02-09,2025-02-09,price_too_high,2699,NO
S01507,C01507,basic,2024-09-09,,,,509,NO
S01508,C01508,basic,2024-09-05,,,,738,NO
S01509,C01509,basic,2024-09-23,,,,454,NO
S01510,C01510,premium,2024-09-21,,,,1733,NO
S01511,C01511,premium,2024-09-25,,,,1934,NO
S01512,C01512,premium,2024-09-16,,,,1764,NO
S01513,C01513,premium,2024-09-10,,,,1479,NO
S01514,C01514,basic,2024-09-14,2024-11-15,2024-11-15,competitor,745,NO
S01515,C01515,enterprise,2024-09-20,2024-11-12,2024-11-12,not_using,5425,NO
S01516,C01516,basic,2024-09-11,,,,496,NO
S01517,C01517,basic,2024-09-13,,,,525,NO
S01518,C01518,premium,2024-09-03,,,,1894,NO
S01519,C01519,enterprise,2024-10-25,2025-02-22,2025-02-22,not_using,6479,NO
S01520,C01520,basic,2024-10-03,,,,750,NO
S01521,C01521,basic,2024-10-12,,,,450,NO
S01522,C01522,basic,2024-10-21,,,,472,NO
S01523,C01523,premium,2024-10-13,,,,1583,NO
S01524,C01524,enterprise,2024-10-09,2025-05-23,2025-05-23,price_too_high,5139,NO
S01525,C01525,basic,2024-10-12,,,,657,NO
S01526,C01526,basic,2024-10-11,,,,682,NO
S01527,C01527,basic,2024-10-25,,,,774,NO
S01528,C01528,basic,2024-10-25,,,,723,NO
S01529,C01529,basic,2024-10-14,,,,795,NO
S01530,C01530,premium,2024-10-09,,,,2490,NO
S01531,C01531,basic,2024-10-15,,,,700,NO
S01532,C01532,basic,2024-10-09,,,,462,NO
S01533,C01533,basic,2024-10-14,,,,775,NO
S01534,C01534,premium,2024-10-18,,,,1172,NO
S01535,C01535,premium,2024-10-14,2025-03-28,2025-03-28,competitor,1938,NO
S01536,C01536,basic,2024-10-02,,,,525,NO
S01537,C01537,premium,2024-10-17,,,,2304,NO
S01538,C01538,premium,2024-10-01,,,,2477,NO
S01539,C01539,premium,2024-10-04,2025-04-19,2025-04-19,price_too_high,1620,NO
S01540,C01540,basic,2024-10-12,,,,673,NO
S01541,C01541,premium,2024-11-01,,,,2252,NO
S01542,C01542,basic,2024-11-19,,,,727,NO
S01543,C01543,premium,2024-11-11,,,,1310,NO
S01544,C01544,premium,2024-11-18,,,,1523,NO
S01545,C01545,premium,2024-11-21,,,,1170,NO
S01546,C01546,premium,2024-11-10,,,,1957,NO
S01547,C01547,basic,2024-11-20,,,,461,NO
S01548,C01548,basic,2024-11-24,,,,725,NO
S01549,C01549,premium,2024-11-13,,,,2168,NO
S01550,C01550,basic,2024-11-14,2025-04-11,2025-04-11,not_using,756,NO
S01551,C01551,premium,2024-11-18,,,,2013,NO
S01552,C01552,premium,2024-11-06,,,,1590,NO
S01553,C01553,enterprise,2024-11-22,,,,7225,NO
S01554,C01554,basic,2024-11-21,,,,762,NO
S01555,C01555,enterprise,2024-11-19,,,,6462,NO
S01556,C01556,basic,2024-11-21,2025-04-20,2025-04-20,price_too_high,639,NO
S01557,C01557,enterprise,2024-11-28,,,,5760,NO
S01558,C01558,premium,2024-11-05,,,,1423,NO
S01559,C01559,enterprise,2024-11-22,,,,5248,NO
S01560,C01560,premium,2024-11-26,,,,1326,NO
S01561,C01561,basic,2024-11-24,,,,716,NO
S01562,C01562,basic,2024-11-26,2025-04-07,2025-04-07,competitor,725,NO
S01563,C01563,basic,2024-12-07,,,,487,NO
S01564,C01564,basic,2024-12-25,,,,677,NO
S01565,C01565,premium,2024-12-09,2025-05-22,2025-05-22,competitor,1303,NO
S01566,C01566,premium,2024-12-23,,,,1324,NO
S01567,C01567,basic,2024-12-23,,,,515,NO
S01568,C01568,premium,2024-12-21,2025-04-13,2025-04-13,not_using,2194,NO
S01569,C01569,enterprise,2024-12-17,,,,7124,NO
S01570,C01570,premium,2024-12-19,,,,1766,NO
S01571,C01571,premium,2024-12-16,,,,1029,NO
S01572,C01572,basic,2024-12-08,,,,592,NO
S01573,C01573,basic,2024-12-12,2025-07-09,2025-07-09,price_too_high,776,NO
S01574,C01574,premium,2024-12-12,,,,1202,NO
S01575,C01575,basic,2024-12-09,,,,725,NO
S01576,C01576,basic,2024-12-19,,,,543,NO
S01577,C01577,basic,2024-12-23,,,,761,NO
S01578,C01578,basic,2024-12-24,,,,517,NO
S01579,C01579,basic,2024-12-08,,,,687,NO
S01580,C01580,basic,2024-12-07,,,,693,NO
S01581,C01581,basic,2024-12-20,,,,747,NO
S01582,C01582,premium,2024-12-19,,,,1934,NO
S01583,C01583,basic,2024-12-20,,,,618,NO
S01584,C01584,premium,2024-12-09,2025-06-07,2025-06-07,competitor,1563,NO
S01585,C01585,basic,2022-01-25,,,,606,SE
S01586,C01586,basic,2022-01-22,,,,742,SE
S01587,C01587,premium,2022-01-07,,,,2745,SE
S01588,C01588,enterprise,2022-01-17,,,,7215,SE
S01589,C01589,premium,2022-01-09,,,,1621,SE
S01590,C01590,premium,2022-01-27,,,,1871,SE
S01591,C01591,premium,2022-01-25,,,,1837,SE
S01592,C01592,premium,2022-01-01,,,,2355,SE
S01593,C01593,premium,2022-01-01,,,,1667,SE
S01594,C01594,premium,2022-01-20,,,,1218,SE
S01595,C01595,premium,2022-01-24,,,,1094,SE
S01596,C01596,basic,2022-01-08,,,,642,SE
S01597,C01597,premium,2022-01-18,,,,1227,SE
S01598,C01598,premium,2022-01-25,,,,2789,SE
S01599,C01599,basic,2022-01-18,,,,743,SE
S01600,C01600,premium,2022-01-17,,,,1287,SE
S01601,C01601,premium,2022-01-28,,,,2530,SE
S01602,C01602,basic,2022-01-15,,,,551,SE
S01603,C01603,basic,2022-01-20,,,,511,SE
S01604,C01604,basic,2022-01-26,2022-07-09,2022-07-09,competitor,720,SE
S01605,C01605,enterprise,2022-01-02,,,,6479,SE
S01606,C01606,basic,2022-01-19,,,,488,SE
S01607,C01607,basic,2022-02-01,2022-04-19,2022-04-19,competitor,769,SE
S01608,C01608,premium,2022-02-14,,,,2196,SE
S01609,C01609,premium,2022-02-15,,,,2682,SE
S01610,C01610,basic,2022-02-05,,,,607,SE
S01611,C01611,basic,2022-02-28,,,,628,SE
S01612,C01612,premium,2022-02-08,,,,1334,SE
S01613,C01613,basic,2022-02-25,,,,675,SE
S01614,C01614,premium,2022-02-28,,,,1779,SE
S01615,C01615,premium,2022-02-07,2022-08-31,2022-08-31,not_using,1255,SE
S01616,C01616,basic,2022-02-04,,,,700,SE
S01617,C01617,premium,2022-02-14,,,,2637,SE
S01618,C01618,premium,2022-02-04,,,,1778,SE
S01619,C01619,basic,2022-02-12,,,,483,SE
S01620,C01620,basic,2022-02-23,,,,649,SE
S01621,C01621,premium,2022-02-24,,,,1288,SE
S01622,C01622,basic,2022-02-01,,,,690,SE
S01623,C01623,premium,2022-02-26,,,,1600,SE
S01624,C01624,basic,2022-02-06,,,,527,SE
S01625,C01625,basic,2022-02-04,,,,554,SE
S01626,C01626,premium,2022-02-20,,,,1679,SE
S01627,C01627,basic,2022-02-14,2022-03-31,2022-03-31,price_too_high,756,SE
S01628,C01628,basic,2022-02-12,,,,483,SE
S01629,C01629,premium,2022-03-17,,,,1461,SE
S01630,C01630,basic,2022-03-10,,,,565,SE
S01631,C01631,enterprise,2022-03-23,,,,8059,SE
S01632,C01632,basic,2022-03-14,,,,467,SE
S01633,C01633,basic,2022-03-26,,,,523,SE
S01634,C01634,basic,2022-03-13,,,,697,SE
S01635,C01635,basic,2022-03-13,2022-09-16,2022-09-16,not_using,768,SE
S01636,C01636,premium,2022-03-11,2022-09-16,2022-09-16,price_too_high,1522,SE
S01637,C01637,premium,2022-03-22,,,,1538,SE
S01638,C01638,basic,2022-03-18,,,,684,SE
S01639,C01639,premium,2022-03-23,,,,1628,SE
S01640,C01640,premium,2022-03-06,,,,2046,SE
S01641,C01641,premium,2022-03-07,2022-08-08,2022-08-08,price_too_high,2230,SE
S01642,C01642,basic,2022-03-26,,,,721,SE
S01643,C01643,premium,2022-03-21,,,,2726,SE
S01644,C01644,basic,2022-03-20,,,,475,SE
S01645,C01645,enterprise,2022-03-13,,,,7703,SE
S01646,C01646,basic,2022-03-03,,,,609,SE
S01647,C01647,basic,2022-03-03,2022-10-10,2022-10-10,price_too_high,523,SE
S01648,C01648,basic,2022-03-21,,,,577,SE
S01649,C01649,basic,2022-03-09,,,,749,SE
S01650,C01650,basic,2022-03-15,,,,617,SE
S01651,C01651,premium,2022-04-14,,,,2416,SE
S01652,C01652,basic,2022-04-08,,,,758,SE
S01653,C01653,premium,2022-04-28,,,,2436,SE
S01654,C01654,premium,2022-04-21,,,,2725,SE
S01655,C01655,basic,2022-04-21,,,,578,SE
S01656,C01656,premium,2022-04-04,,,,2199,SE
S01657,C01657,enterprise,2022-04-04,2022-09-26,2022-09-26,not_using,7796,SE
S01658,C01658,enterprise,2022-04-28,,,,4683,SE
S01659,C01659,premium,2022-04-04,,,,1738,SE
S01660,C01660,premium,2022-04-27,2022-10-10,2022-10-10,not_using,1711,SE
S01661,C01661,enterprise,2022-04-02,2022-09-14,2022-09-14,price_too_high,7337,SE
S01662,C01662,premium,2022-04-01,,,,1598,SE
S01663,C01663,premium,2022-04-28,,,,2398,SE
S01664,C01664,basic,2022-04-26,,,,775,SE
S01665,C01665,premium,2022-04-25,,,,2516,SE
S01666,C01666,basic,2022-04-28,,,,725,SE
S01667,C01667,premium,2022-04-27,,,,1185,SE
S01668,C01668,premium,2022-04-16,,,,1414,SE
S01669,C01669,enterprise,2022-04-11,,,,5104,SE
S01670,C01670,basic,2022-04-04,,,,709,SE
S01671,C01671,basic,2022-04-25,,,,766,SE
S01672,C01672,enterprise,2022-04-03,,,,7114,SE
S01673,C01673,basic,2022-05-21,,,,601,SE
S01674,C01674,basic,2022-05-27,,,,740,SE
S01675,C01675,enterprise,2022-05-13,,,,6971,SE
S01676,C01676,premium,2022-05-14,,,,1480,SE
S01677,C01677,enterprise,2022-05-11,,,,5822,SE
S01678,C01678,enterprise,2022-05-04,2022-06-19,2022-06-19,not_using,7957,SE
S01679,C01679,premium,2022-05-08,,,,2320,SE
S01680,C01680,basic,2022-05-09,,,,766,SE
S01681,C01681,basic,2022-05-06,,,,782,SE
S01682,C01682,basic,2022-05-03,,,,591,SE
S01683,C01683,premium,2022-05-16,,,,1273,SE
S01684,C01684,basic,2022-05-10,,,,619,SE
S01685,C01685,basic,2022-05-25,2022-12-13,2022-12-13,competitor,611,SE
S01686,C01686,premium,2022-05-19,,,,2257,SE
S01687,C01687,enterprise,2022-05-08,,,,5269,SE
S01688,C01688,basic,2022-05-24,,,,656,SE
S01689,C01689,basic,2022-05-13,2022-11-30,2022-11-30,competitor,625,SE
S01690,C01690,basic,2022-05-09,,,,655,SE
S01691,C01691,premium,2022-05-15,,,,1041,SE
S01692,C01692,basic,2022-05-02,,,,450,SE
S01693,C01693,basic,2022-05-01,,,,740,SE
S01694,C01694,premium,2022-05-07,,,,2096,SE
S01695,C01695,enterprise,2022-06-07,,,,6563,SE
S01696,C01696,basic,2022-06-26,,,,733,SE
S01697,C01697,enterprise,2022-06-08,,,,7111,SE
S01698,C01698,basic,2022-06-04,,,,785,SE
S01699,C01699,basic,2022-06-23,,,,729,SE
S01700,C01700,basic,2022-06-05,,,,770,SE
S01701,C01701,basic,2022-06-16,2023-01-23,2023-01-23,competitor,737,SE
S01702,C01702,basic,2022-06-25,,,,471,SE
S01703,C01703,enterprise,2022-06-24,,,,6369,SE
S01704,C01704,enterprise,2022-06-02,,,,6681,SE
S01705,C01705,premium,2022-06-24,2022-08-08,2022-08-08,competitor,2041,SE
S01706,C01706,premium,2022-06-06,,,,1149,SE
S01707,C01707,basic,2022-06-19,,,,645,SE
S01708,C01708,enterprise,2022-06-01,,,,6509,SE
S01709,C01709,enterprise,2022-06-12,2022-10-18,2022-10-18,not_using,5077,SE
S01710,C01710,enterprise,2022-06-19,,,,6337,SE
S01711,C01711,premium,2022-06-23,,,,1772,SE
S01712,C01712,basic,2022-06-20,,,,471,SE
S01713,C01713,basic,2022-06-22,,,,508,SE
S01714,C01714,premium,2022-06-18,,,,1525,SE
S01715,C01715,premium,2022-06-18,,,,1535,SE
S01716,C01716,basic,2022-06-03,,,,515,SE
S01717,C01717,premium,2022-07-05,,,,1359,SE
S01718,C01718,basic,2022-07-13,,,,482,SE
S01719,C01719,basic,2022-07-22,,,,675,SE
S01720,C01720,basic,2022-07-10,,,,612,SE
S01721,C01721,basic,2022-07-17,,,,536,SE
